symbol,trade_date,close,trade_volume,share_volume,intraday_volatility,share_volume_5d,share_volume_20d,volume_ratio_5d_20d,trade_density,momentum_5d,momentum_20d,momentum_60d
LFIN.N0000,2026-01-06,158.25,96,74822,3.3175355450236967,84111.66666666667,84111.66666666667,1.0,779.3958333333334,0.0,0.0,0.0
KZOO.N0000,2026-01-06,12.0,148,1654083,4.166666666666666,1438893.6666666667,1438893.6666666667,1.0,11176.236486486487,0.0,0.0,0.0
HNB.N0000,2026-01-06,417.5,358,190693,4.790419161676647,120506.0,120506.0,1.0,532.6620111731844,0.0,0.0,0.0
HNB.X0000,2026-01-06,329.75,258,457030,3.0326004548900682,226673.66666666666,226673.66666666666,1.0,1771.4341085271317,0.0,0.0,0.0
LCEY.N0000,2026-01-06,45.0,81,33523,3.777777777777768,42846.666666666664,42846.666666666664,1.0,413.8641975308642,0.0,0.0,0.0
HNBF.N0000,2026-01-06,7.9,176,867577,7.594936708860765,1055372.6666666667,1055372.6666666667,1.0,4929.414772727273,0.0,0.0,0.0
LCBF.N0000,2026-01-06,8.3,339,6127980,6.024096385542168,2985567.3333333335,2985567.3333333335,1.0,18076.63716814159,0.0,0.0,0.0
HNBF.X0000,2026-01-06,7.6,86,220998,6.578947368421052,197691.66666666666,197691.66666666666,1.0,2569.7441860465115,0.0,0.0,0.0
LAMB.N0000,2026-01-06,1283.5,14,191,1.5582391897156214,184.0,184.0,1.0,13.642857142857142,0.0,0.0,0.0
HOPL.N0000,2026-01-06,53.1,15,5083,3.201506591337105,4471.666666666667,4471.666666666667,1.0,338.8666666666667,0.0,0.0,0.0
LALU.N0000,2026-01-06,49.0,64,107193,4.081632653061225,166574.33333333334,166574.33333333334,1.0,1674.890625,0.0,0.0,0.0
LDEV.N0000,2026-01-06,23.9,78,116269,4.1841004184100425,83162.0,83162.0,1.0,1490.628205128205,0.0,0.0,0.0
MCPL.N0000,2026-01-06,57.0,118,92740,8.771929824561402,49920.666666666664,49920.666666666664,1.0,785.9322033898305,0.0,0.0,0.0
DPL.N0000,2026-01-06,17.5,59,45270,3.4285714285714364,82869.66666666667,82869.66666666667,1.0,767.2881355932203,0.0,0.0,0.0
MDL.N0000,2026-01-06,21.9,154,415639,18.264840182648403,290937.6666666667,290937.6666666667,1.0,2698.9545454545455,0.0,0.0,0.0
CINS.X0000,2026-01-06,1784.0,9,123,0.5605381165919282,123.66666666666667,123.66666666666667,1.0,13.666666666666666,0.0,0.0,0.0
PMB.N0000,2026-01-06,13.7,67,58412,5.109489051094899,77801.66666666667,77801.66666666667,1.0,871.820895522388,0.0,0.0,0.0
CINV.N0000,2026-01-06,129.5,67,23220,3.474903474903475,40067.0,40067.0,1.0,346.56716417910445,0.0,0.0,0.0
PLR.N0000,2026-01-06,34.8,351,1390149,3.1609195402298895,3789247.3333333335,3789247.3333333335,1.0,3960.5384615384614,0.0,0.0,0.0
JKH.N0000,2026-01-06,22.1,582,4271638,2.7149321266968225,2867484.3333333335,2867484.3333333335,1.0,7339.584192439863,0.0,0.0,0.0
PLC.N0000,2026-01-06,25.2,118,269526,2.3809523809523867,278094.0,278094.0,1.0,2284.1186440677966,0.0,0.0,0.0
CITH.N0000,2026-01-06,4.0,73,660193,5.000000000000004,1709538.0,1709538.0,1.0,9043.739726027397,0.0,0.0,0.0
PKME.N0000,2026-01-06,155.0,185,608044,2.4193548387096775,365749.0,365749.0,1.0,3286.7243243243242,0.0,0.0,0.0
RAL.N0000,2026-01-06,13.5,1988,24139683,6.66666666666667,15403123.0,15403123.0,1.0,12142.6976861167,0.0,0.0,0.0
CITW.N0000,2026-01-06,2.0,40,358499,5.000000000000004,1184975.6666666667,1184975.6666666667,1.0,8962.475,0.0,0.0,0.0
CLND.N0000,2026-01-06,48.8,60,144137,2.8688524590163906,253273.0,253273.0,1.0,2402.2833333333333,0.0,0.0,0.0
PHAR.N0000,2026-01-06,147.75,26,4527,5.922165820642978,6012.333333333333,6012.333333333333,1.0,174.1153846153846,0.0,0.0,0.0
COCO.N0000,2026-01-06,54.1,251,522173,3.696857670979667,560277.3333333334,560277.3333333334,1.0,2080.370517928287,0.0,0.0,0.0
PEG.N0000,2026-01-06,45.5,10,1046,2.197802197802198,2056.3333333333335,2056.3333333333335,1.0,104.6,0.0,0.0,0.0
COCO.X0000,2026-01-06,46.3,52,52228,1.943844492440602,112741.66666666667,112741.66666666667,1.0,1004.3846153846154,0.0,0.0,0.0
PARQ.N0000,2026-01-06,94.0,117,159769,2.553191489361708,270983.6666666667,270983.6666666667,1.0,1365.5470085470085,0.0,0.0,0.0
COCR.N0000,2026-01-06,130.25,246,151862,1.9193857965451053,148488.66666666666,148488.66666666666,1.0,617.3252032520326,0.0,0.0,0.0
PARA.N0000,2026-01-06,167.0,3,22,0.14970059880239522,415.0,415.0,1.0,7.333333333333333,0.0,0.0,0.0
PINS.N0000,2026-01-06,32.5,28,95075,4.615384615384616,67451.0,67451.0,1.0,3395.535714285714,0.0,0.0,0.0
PAP.N0000,2026-01-06,25.7,114,324904,3.1128404669260727,371386.6666666667,371386.6666666667,1.0,2850.035087719298,0.0,0.0,0.0
CINS.N0000,2026-01-06,3229.25,8,105,9.166215065417667,59.5,59.5,1.0,13.125,0.0,0.0,0.0
CIND.N0000,2026-01-06,270.0,105,96126,1.8518518518518516,99815.0,99815.0,1.0,915.4857142857143,0.0,0.0,0.0
CFIN.N0000,2026-01-06,278.25,148,282630,1.7969451931716083,126123.66666666667,126123.66666666667,1.0,1909.662162162162,0.0,0.0,0.0
RHTL.N0000,2026-01-06,29.9,2,1128,0.0,6462.0,6462.0,1.0,564.0,0.0,0.0,0.0
CFLB.N0000,2026-01-06,78.0,19,466,2.3076923076923226,3077.6666666666665,3077.6666666666665,1.0,24.526315789473685,0.0,0.0,0.0
RHL.X0000,2026-01-06,42.0,50,164218,4.761904761904762,73108.33333333333,73108.33333333333,1.0,3284.36,0.0,0.0,0.0
CFVF.N0000,2026-01-06,62.8,177,86702,1.2738853503184668,196530.66666666666,196530.66666666666,1.0,489.84180790960454,0.0,0.0,0.0
RHL.N0000,2026-01-06,49.1,135,1767460,4.887983706720974,830466.6666666666,830466.6666666666,1.0,13092.296296296296,0.0,0.0,0.0
CHL.N0000,2026-01-06,269.75,19,5527,0.3707136237256719,24237.333333333332,24237.333333333332,1.0,290.89473684210526,0.0,0.0,0.0
RGEM.N0000,2026-01-06,91.5,92,15558,4.480874316939885,10650.0,10650.0,1.0,169.1086956521739,0.0,0.0,0.0
RCH.N0000,2026-01-06,240.25,20,5065,3.537981269510926,6889.666666666667,6889.666666666667,1.0,253.25,0.0,0.0,0.0
CHL.X0000,2026-01-06,211.0,15,13491,1.3033175355450237,6665.333333333333,6665.333333333333,1.0,899.4,0.0,0.0,0.0
CHMX.N0000,2026-01-06,174.75,28,11232,2.8612303290414878,6017.333333333333,6017.333333333333,1.0,401.14285714285717,0.0,0.0,0.0
REXP.N0000,2026-01-06,394.0,16,3078,3.8705583756345177,4852.666666666667,4852.666666666667,1.0,192.375,0.0,0.0,0.0
CHOT.N0000,2026-01-06,42.1,48,62951,2.375296912114014,84785.0,84785.0,1.0,1311.4791666666667,0.0,0.0,0.0
RENU.N0000,2026-01-06,849.5,24,1232,4.8557975279576215,820.3333333333334,820.3333333333334,1.0,51.333333333333336,0.0,0.0,0.0
CIC.N0000,2026-01-06,36.6,472,2324204,4.918032786885238,1131305.6666666667,1131305.6666666667,1.0,4924.161016949152,0.0,0.0,0.0
REEF.N0000,2026-01-06,4.4,49,224365,6.818181818181814,294041.3333333333,294041.3333333333,1.0,4578.877551020408,0.0,0.0,0.0
CIC.X0000,2026-01-06,27.4,382,1774883,6.934306569343061,1537746.3333333333,1537746.3333333333,1.0,4646.29057591623,0.0,0.0,0.0
RCL.N0000,2026-01-06,48.5,334,1864186,1.2371134020618586,3072188.3333333335,3072188.3333333335,1.0,5581.395209580838,0.0,0.0,0.0
RFL.N0000,2026-01-06,36.5,26,3573,3.8356164383561606,5354.0,5354.0,1.0,137.42307692307693,0.0,0.0,0.0
CFI.N0000,2026-01-06,435.5,18,624,3.214695752009185,660.3333333333334,660.3333333333334,1.0,34.666666666666664,0.0,0.0,0.0
COLO.N0000,2026-01-06,59.3,47,113264,1.5177065767284967,347136.3333333333,347136.3333333333,1.0,2409.872340425532,0.0,0.0,0.0
PACK.N0000,2026-01-06,14.0,57,124285,2.1428571428571352,93242.33333333333,93242.33333333333,1.0,2180.438596491228,0.0,0.0,0.0
MULL.N0000,2026-01-06,2.1,69,230762,9.52380952380953,132861.33333333334,132861.33333333334,1.0,3344.376811594203,0.0,0.0,0.0
CTLD.N0000,2026-01-06,38.0,22,8722,5.5263157894736885,13181.333333333334,13181.333333333334,1.0,396.45454545454544,0.0,0.0,0.0
MSL.N0000,2026-01-06,494.25,37,735,11.330298431967629,1550.0,1550.0,1.0,19.864864864864863,0.0,0.0,0.0
CWL.N0000,2026-01-06,13.5,10,4218,3.7037037037037033,4484.333333333333,4484.333333333333,1.0,421.8,0.0,0.0,0.0
MRH.N0000,2026-01-06,19.7,3,994,1.5228426395939123,2484.6666666666665,2484.6666666666665,1.0,331.3333333333333,0.0,0.0,0.0
CWM.N0000,2026-01-06,165.75,160,118245,6.033182503770739,63714.333333333336,63714.333333333336,1.0,739.03125,0.0,0.0,0.0
MHDL.N0000,2026-01-06,6.7,15,17477,4.477611940298504,11586.333333333334,11586.333333333334,1.0,1165.1333333333334,0.0,0.0,0.0
DFCC.N0000,2026-01-06,153.25,386,687209,0.9787928221859705,374285.3333333333,374285.3333333333,1.0,1780.3341968911918,0.0,0.0,0.0
CTHR.N0000,2026-01-06,660.5,11,85,2.8009084027252085,439.6666666666667,439.6666666666667,1.0,7.7272727272727275,0.0,0.0,0.0
MGT.N0000,2026-01-06,40.2,103,107311,2.23880597014925,57103.666666666664,57103.666666666664,1.0,1041.8543689320388,0.0,0.0,0.0
MFPE.N0000,2026-01-06,14.0,410,2119331,7.857142857142854,850405.6666666666,850405.6666666666,1.0,5169.1,0.0,0.0,0.0
DIMO.N0000,2026-01-06,2114.0,55,1775,2.838221381267739,1950.0,1950.0,1.0,32.27272727272727,0.0,0.0,0.0
MERC.N0000,2026-01-06,37.5,101,86919,2.666666666666667,187837.66666666666,187837.66666666666,1.0,860.5841584158416,0.0,0.0,0.0
DIPD.N0000,2026-01-06,64.2,235,539470,0.778816199376947,1054435.0,1054435.0,1.0,2295.6170212765956,0.0,0.0,0.0
MELS.N0000,2026-01-06,177.0,123,102793,1.8361581920903955,291738.3333333333,291738.3333333333,1.0,835.7154471544716,0.0,0.0,0.0
DIST.N0000,2026-01-06,62.9,136,488533,1.7488076311605631,341861.3333333333,341861.3333333333,1.0,3592.154411764706,0.0,0.0,0.0
MEL.N0000,2026-01-06,4.1,38,107217,2.4390243902439157,100548.33333333333,100548.33333333333,1.0,2821.5,0.0,0.0,0.0
DOCK.N0000,2026-01-06,151.25,1793,497565,16.363636363636363,542846.6666666666,542846.6666666666,1.0,277.5041829336308,0.0,0.0,0.0
DIAL.N0000,2026-01-06,30.5,232,601839,2.2950819672131124,350345.0,350345.0,1.0,2594.1336206896553,0.0,0.0,0.0
COMB.N0000,2026-01-06,212.5,435,1889951,1.411764705882353,1137686.0,1137686.0,1.0,4344.714942528735,0.0,0.0,0.0
NAMU.N0000,2026-01-06,771.75,536,42875,11.726595400064788,33029.333333333336,33029.333333333336,1.0,79.99067164179104,0.0,0.0,0.0
NDB.N0000,2026-01-06,147.0,360,865128,4.421768707482993,446369.6666666667,446369.6666666667,1.0,2403.133333333333,0.0,0.0,0.0
COMB.X0000,2026-01-06,198.25,192,102855,3.4047919293820934,68332.66666666667,68332.66666666667,1.0,535.703125,0.0,0.0,0.0
PABC.N0000,2026-01-06,64.0,500,848703,7.03125,697370.0,697370.0,1.0,1697.406,0.0,0.0,0.0
COMD.N0000,2026-01-06,283.0,12,1724,2.7385159010600706,876.3333333333334,876.3333333333334,1.0,143.66666666666666,0.0,0.0,0.0
OSEA.N0000,2026-01-06,40.7,174,780480,3.194103194103187,799901.6666666666,799901.6666666666,1.0,4485.517241379311,0.0,0.0,0.0
CONN.N0000,2026-01-06,40.8,36,66627,3.4313725490196045,46956.0,46956.0,1.0,1850.75,0.0,0.0,0.0
ONAL.N0000,2026-01-06,42.2,42,15871,11.137440758293844,12519.0,12519.0,1.0,377.8809523809524,0.0,0.0,0.0
COOP.N0000,2026-01-06,4.5,131,1175001,4.444444444444429,2872744.3333333335,2872744.3333333335,1.0,8969.473282442748,0.0,0.0,0.0
CPRT.N0000,2026-01-06,670.0,3,3,5.895522388059701,28.0,28.0,1.0,1.0,0.0,0.0,0.0
CTEA.N0000,2026-01-06,1226.0,21,97,5.118270799347472,91.33333333333333,91.33333333333333,1.0,4.619047619047619,0.0,0.0,0.0
OFEQ.N0000,2026-01-06,321.5,2,12,5.909797822706065,301.6666666666667,301.6666666666667,1.0,6.0,0.0,0.0,0.0
ODEL.N0000,2026-01-06,11.6,8,813,3.448275862068969,8723.0,8723.0,1.0,101.625,0.0,0.0,0.0
CSD.N0000,2026-01-06,30.2,110,194201,4.304635761589407,107159.66666666667,107159.66666666667,1.0,1765.4636363636364,0.0,0.0,0.0
CSLK.N0000,2026-01-06,15.0,247,1528104,3.9999999999999973,4447820.0,4447820.0,1.0,6186.655870445344,0.0,0.0,0.0
NTB.N0000,2026-01-06,312.0,72,41307,0.7211538461538461,53296.333333333336,53296.333333333336,1.0,573.7083333333334,0.0,0.0,0.0
CTBL.N0000,2026-01-06,10.2,253,1128104,12.745098039215694,410261.0,410261.0,1.0,4458.909090909091,0.0,0.0,0.0
NHL.N0000,2026-01-06,10.6,72,162394,3.7735849056603805,218825.66666666666,218825.66666666666,1.0,2255.472222222222,0.0,0.0,0.0
CTC.N0000,2026-01-06,1735.75,52,10746,1.3250756157280714,6234.666666666667,6234.666666666667,1.0,206.65384615384616,0.0,0.0,0.0
NEH.N0000,2026-01-06,4500.0,9,10,9.922222222222222,6.0,6.0,1.0,1.1111111111111112,0.0,0.0,0.0
CRL.N0000,2026-01-06,5.5,23,44552,3.636363636363624,72662.66666666667,72662.66666666667,1.0,1937.0434782608695,0.0,0.0,0.0
WIND.N0000,2026-01-06,48.5,106,49091,2.474226804123717,87764.0,87764.0,1.0,463.12264150943395,0.0,0.0,0.0
