symbol,dimension_3_score,quality_label,industry_type,pillar1_score,pillar1_contribution,pillar2_score,pillar2_contribution,pillar3_score,pillar3_contribution,sector,industry,pb,pb_label,pe,pe_label,fair_pb,pb_ratio,iv_label,pe_historical_label,week52_position_label,ath_drawdown_label,current_vs_avg_pe,pfcf,ev_ebitda,earnings_yield,intrinsic_value,price_iv_ratio,ncav,price_ncav_ratio
CTC.N0000,79.4,Value,value,95.7963,38.3,85.0,29.7,45.19550295857988,11.3,,Cigarettes,,,11.5,Value,,,Extreme Value (50%+ MOS),Historically Expensive,No Data,No Data,1.3609467455621302,11.03,5.92,8.69,809190000000.0002,0.40853198877890223,0.0,0.0
CTEA.N0000,38.6,Overvalued,value,29.0,11.6,50.0,17.5,38.0,9.5,,Miscellaneous Food Preparations And Kindred Products,,,50.94,Expensive,,,Unable to Calculate,Historically Expensive,No Data,No Data,2.1667375584857504,0.0,22.19,1.96,0.0,0.0,0.0,0.0
CTHR.N0000,58.8,Fairly Valued,value,74.03699999999999,29.6,52.377491057741445,18.3,43.565374823196606,10.9,,Groceries And Related Products,,,20.99,Premium,,,Fair Value,Historically Expensive,No Data,No Data,1.4844413012729842,12.2,7.76,4.77,121768888888.8889,1.066035842032265,0.0,0.0
CTLD.N0000,48.7,Slight Premium,value,39.8635,15.9,50.0,17.5,60.87330396475771,15.2,,Real Estate,,,40.39,Expensive,,,Unable to Calculate,Average,No Data,No Data,0.8896475770925111,0.0,0.0,2.48,0.0,0.0,0.0,0.0
CWL.N0000,63.8,Fair Value,value,63.710499999999996,25.5,77.74260226283725,27.2,44.4259793814433,11.1,,Arrangement of Transportation of Freight and Cargo,,,24.78,Premium,,,Deep Value (30-50% MOS),Historically Expensive,No Data,No Data,1.4192439862542956,17.23,8.23,4.02,930690000.0000001,0.6382361473745285,0.0,0.0
CWM.N0000,55.8,Fairly Valued,value,70.6703,28.3,50.0,17.5,40.32319018404908,10.1,,Wholesale Trade-Durable Goods,,,14.1,Value,,,Unable to Calculate,Historically Expensive,No Data,No Data,1.7300613496932513,0.0,9.32,7.09,0.0,0.0,0.0,0.0
DFCC.N0000,87.1,Deep Value,financial,100.0,40.0,100.0,35.0,48.27411992263056,12.1,,Commercial Banks,0.66,Deep Value,6.5,Deep Value,68.08333333333333,0.009694002447980417,Extreme Value (50%+ MOS),Above Average,No Data,No Data,1.2572533849129595,,,,,,,
DIAL.N0000,77.3,Value,value,92.9729,37.2,85.0,29.7,41.47089820359281,10.4,,Radiotelephone Communications,,,13.72,Value,,,Extreme Value (50%+ MOS),Historically Expensive,No Data,No Data,1.64311377245509,8.54,4.98,7.27,942030000000.0001,0.31643365922529004,0.0,0.0
DIMO.N0000,48.6,Slight Premium,value,46.5125,18.6,50.0,17.5,50.0,12.5,,Conglomerates,,,0.0,No Data,,,Unable to Calculate,No Data,No Data,No Data,0.0,0.0,18.95,-0.89,0.0,0.0,0.0,0.0
DIPD.N0000,52.8,Fairly Valued,value,80.451,32.2,29.0,10.1,41.94659217877095,10.5,,Orthopedic Prosthetic and Surgical Appliances and Supplies,,,8.63,Deep Value,,,Overvalued,Historically Expensive,No Data,No Data,1.60707635009311,34.83,6.04,11.58,1631139388.2792437,21.65357556429345,0.0,0.0
DIST.N0000,69.5,Fair Value,value,75.914,30.4,84.1526411185914,29.5,38.63345612134345,9.7,,Distilled and Blended Liquors,,,17.15,Fair,,,Deep Value (30-50% MOS),Historically Expensive,No Data,No Data,1.8580715059588297,13.93,8.96,5.84,521370000000.00006,0.5161401691696875,0.0,0.0
DOCK.N0000,50.0,Fairly Valued,value,50.0,20.0,50.0,17.5,50.0,12.5,,Ship And Boat Building And Repairing,,,0.0,No Data,,,Unable to Calculate,No Data,No Data,No Data,0.0,0.0,0.0,-5.16,0.0,0.0,0.0,0.0
DPL.N0000,50.0,Fairly Valued,value,50.0,20.0,50.0,17.5,50.0,12.5,,Pottery And Related Products,,,0.0,No Data,,,Unable to Calculate,No Data,No Data,No Data,0.0,0.0,0.0,-32.32,0.0,0.0,0.0,0.0
EAST.N0000,27.6,Overvalued,value,20.0,8.0,29.0,10.1,38.0,9.5,,Real Estate,,,185.19,Very Expensive,,,Overvalued,Historically Expensive,No Data,No Data,6.673513513513513,151.52,134.75,0.54,770554444.4444444,13.237221683088224,0.0,0.0
EBCR.N0000,57.0,Fairly Valued,value,73.32379999999999,29.3,29.0,10.1,70.0,17.5,,Electronic and Other Electrical Equipment and Components except Computer Equipment,,,10.71,Value,,,Overvalued,Historically Cheap,No Data,No Data,0.5910596026490066,74.95,6.5,9.34,2435263333.3333335,6.549599701059023,0.0,0.0
ECL.N0000,39.8,Overvalued,value,29.0,11.6,50.0,17.5,42.87951077460688,10.7,,Computer Programming Data Processing And Other Computer Related Services,,,52.76,Expensive,,,Unable to Calculate,Historically Expensive,No Data,No Data,1.5364006988934185,0.0,48.75,1.9,0.0,0.0,0.0,0.0
EDEN.N0000,48.6,Slight Premium,value,46.495000000000005,18.6,50.0,17.5,50.0,12.5,,Hotels and Motels,,,0.0,No Data,,,Unable to Calculate,No Data,No Data,No Data,0.0,0.0,19.02,-3.8,0.0,0.0,0.0,0.0
ELPL.N0000,57.4,Fairly Valued,value,93.328,37.3,29.0,10.1,39.65426229508197,9.9,,Agricultural Production Crops,,,8.69,Deep Value,,,Overvalued,Historically Expensive,No Data,No Data,1.7807377049180326,15.56,5.23,11.51,3043702769.991756,4.303968222243817,0.0,0.0
EMER.N0000,47.0,Slight Premium,value,42.5,17.0,50.0,17.5,50.0,12.5,,Wholesale Trade-Durable Goods,,,0.0,No Data,,,Unable to Calculate,No Data,No Data,No Data,0.0,0.0,76.05,-0.24,0.0,0.0,0.0,0.0
EML.N0000,50.0,Fairly Valued,value,50.0,20.0,50.0,17.5,50.0,12.5,,Engineering Services,,,0.0,No Data,,,Unable to Calculate,No Data,No Data,No Data,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETWO.N0000,63.9,Fair Value,value,72.5,29.0,50.0,17.5,69.6241166380789,17.4,,Operators of Nonresidential Buildings,,,8.24,Deep Value,,,Unable to Calculate,Below Average,No Data,No Data,0.7066895368782161,0.0,0.0,12.15,0.0,0.0,0.0,0.0
EXT.N0000,38.7,Overvalued,value,40.07,16.0,29.0,10.1,50.0,12.5,,Services To Dwellings And Other Buildings,,,0.0,No Data,,,Overvalued,No Data,No Data,No Data,0.0,29.05,123.06,-0.19,293664444.4444445,2.5376582494002977,0.0,0.0
FCT.N0000,68.8,Fair Value,value,75.158,30.1,71.42628205128204,25.0,55.13735849056603,13.8,,Security Brokers Dealers and Flotation Companies,,,5.28,Deep Value,,,Value (10-30% MOS),Average,No Data,No Data,1.106918238993711,20.57,0.0,18.95,28080000000.000004,0.7585470085470084,0.0,0.0
GEST.N0000,80.0,Deep Value,value,88.84530000000001,35.5,84.64803554724041,29.6,59.46962343096234,14.9,,Professional And Commercial Equipment And Supplies,,,13.52,Value,,,Deep Value (30-50% MOS),Average,No Data,No Data,0.9428172942817294,13.74,5.12,7.39,2309040000.0000005,0.5067040848144683,0.0,0.0
GHLL.N0000,50.0,Fairly Valued,value,50.0,20.0,50.0,17.5,50.0,12.5,,Hotels and Motels,,,0.0,No Data,,,Unable to Calculate,No Data,No Data,No Data,0.0,0.0,0.0,-3.66,0.0,0.0,0.0,0.0
GLAS.N0000,77.4,Value,value,91.22519999999999,36.5,85.0,29.7,44.46917759237187,11.1,,Glass Containers,,,11.88,Value,,,Extreme Value (50%+ MOS),Historically Expensive,No Data,No Data,1.4159713945172825,8.85,8.07,8.41,167400000000.00003,0.32747909199522096,0.0,0.0
GRAN.N0000,72.1,Value,value,89.164,35.7,74.35919540229884,26.0,41.580224719101125,10.4,,Grain Mill Products,,,8.73,Deep Value,,,Value (10-30% MOS),Historically Expensive,No Data,No Data,1.6348314606741574,19.03,3.91,11.46,39150000000.00001,0.7026819923371647,0.0,0.0
GREG.N0000,60.7,Fair Value,value,64.3129,25.7,50.0,17.5,70.0,17.5,,Textile Mill Products,,,10.34,Value,,,Unable to Calculate,Historically Cheap,No Data,No Data,0.10569355003577635,0.0,28.61,9.67,0.0,0.0,0.0,0.0
GUAR.N0000,92.5,Deep Value,financial,100.0,40.0,100.0,35.0,70.0,17.5,,Investment Advice,0.5,Deep Value,3.66,Deep Value,83.66666666666666,0.005976095617529881,Extreme Value (50%+ MOS),Historically Cheap,No Data,No Data,0.30373443983402487,,,,,,,
HAPU.N0000,56.2,Fairly Valued,value,71.97,28.8,50.0,17.5,39.69993250843645,9.9,,Miscellaneous Food Preparations And Kindred Products,,,15.8,Fair,,,Unable to Calculate,Historically Expensive,No Data,No Data,1.7772778402699663,0.0,6.9,6.34,0.0,0.0,0.0,0.0
HARI.N0000,34.0,Overvalued,value,22.162999999999997,8.9,29.0,10.1,59.876444444444445,15.0,,Food and Kindred Products,,,43.82,Expensive,,,Overvalued,Average,No Data,No Data,0.9274074074074075,57.9,25.79,2.28,2147206666.6666667,5.057733924074999,0.0,0.0
HASU.N0000,85.8,Deep Value,financial,100.0,40.0,100.0,35.0,43.36,10.8,,Insurance Carriers,1.3,Deep Value,8.58,Deep Value,149.91666666666666,0.008671484157865481,Extreme Value (50%+ MOS),Historically Expensive,No Data,No Data,1.5,,,,,,,
HAYC.N0000,60.1,Fair Value,value,80.68620000000001,32.3,50.0,17.5,41.47428571428571,10.4,,Industrial Inorganic Chemicals,,,10.58,Value,,,Unable to Calculate,Historically Expensive,No Data,No Data,1.6428571428571428,0.0,7.26,9.46,0.0,0.0,0.0,0.0
HAYL.N0000,59.2,Fairly Valued,value,77.10399999999998,30.8,50.0,17.5,43.26571428571429,10.8,,Conglomerates,,,12.66,Value,,,Unable to Calculate,Historically Expensive,No Data,No Data,1.5071428571428571,0.0,7.11,7.9,0.0,0.0,0.0,0.0
HBS.N0000,39.1,Overvalued,growth,41.236999999999995,16.5,29.0,10.1,50.0,12.5,,Prepackaged Software,,,0.0,No Data,,,Overvalued,No Data,No Data,No Data,0.0,49.21,0.0,-2.81,1320116666.6666667,4.302650018306463,0.0,0.0
HDFC.N0000,81.5,Deep Value,financial,85.0,34.0,100.0,35.0,50.0,12.5,,Mortgage Bankers and Loan Correspondents,0.47,Deep Value,0.0,No Data,70.50000000000001,0.006666666666666665,Extreme Value (50%+ MOS),No Data,No Data,No Data,0.0,,,,,,,
HELA.N0000,50.0,Fairly Valued,value,50.0,20.0,50.0,17.5,50.0,12.5,,Apparel and Other Finished Products Made From Fabrics and Similar Materials,,,0.0,No Data,,,Unable to Calculate,No Data,No Data,No Data,0.0,0.0,0.0,-311.11,0.0,0.0,0.0,0.0
HEXP.N0000,40.5,Slight Premium,value,33.795,13.5,50.0,17.5,38.0,9.5,,Plastics Materials And Synthetic Resins Synthetic Rubber Cellulosic And Other Manmade Fibers Except Glass,,,95.27,Expensive,,,Unable to Calculate,Historically Expensive,No Data,No Data,4.525890736342042,0.0,15.82,1.05,0.0,0.0,0.0,0.0
HHL.N0000,66.8,Fair Value,value,91.39649999999999,36.6,51.67939956640589,18.1,48.437405857740586,12.1,,Conglomerates,,,11.99,Value,,,Fair Value,Above Average,No Data,No Data,1.25418410041841,12.31,6.78,8.35,94302222222.22223,1.076008577622773,0.0,0.0
HNB.N0000,87.3,Deep Value,financial,100.0,40.0,100.0,35.0,49.22595744680851,12.3,,Commercial Banks,0.81,Deep Value,4.66,Deep Value,98.0,0.00826530612244898,Extreme Value (50%+ MOS),Above Average,No Data,No Data,1.2393617021276597,,,,,,,
HNB.X0000,88.0,Deep Value,financial,100.0,40.0,100.0,35.0,52.19723404255319,13.0,,Commercial Banks,0.79,Deep Value,4.45,Deep Value,98.0,0.008061224489795918,Extreme Value (50%+ MOS),Above Average,No Data,No Data,1.1835106382978724,,,,,,,
HNBF.N0000,90.4,Deep Value,financial,94.852,37.9,100.0,35.0,70.0,17.5,,Personal Credit Institutions,2.01,Deep Value,14.29,Value,36.166666666666664,0.055576036866359445,Extreme Value (50%+ MOS),Historically Cheap,No Data,No Data,0.6740566037735849,,,,,,,
HNBF.X0000,90.2,Deep Value,financial,94.216,37.7,100.0,35.0,70.0,17.5,,Personal Credit Institutions,2.01,Deep Value,14.82,Value,36.166666666666664,0.055576036866359445,Extreme Value (50%+ MOS),Historically Cheap,No Data,No Data,0.6990566037735849,,,,,,,
HOPL.N0000,69.0,Fair Value,value,85.0,34.0,50.0,17.5,70.0,17.5,,Miscellaneous Food Preparations And Kindred Products,,,8.75,Deep Value,,,Unable to Calculate,Historically Cheap,No Data,No Data,0.6005490734385724,0.0,5.84,11.42,0.0,0.0,0.0,0.0
HPFL.N0000,56.0,Fairly Valued,value,52.5465,21.0,50.0,17.5,70.0,17.5,,Cogeneration Services and Small Power Producers,,,22.42,Premium,,,Unable to Calculate,Historically Cheap,No Data,No Data,0.45292929292929296,0.0,13.34,4.46,0.0,0.0,0.0,0.0
HPL.N0000,59.8,Fairly Valued,value,80.2105,32.1,50.0,17.5,40.870526315789476,10.2,,Miscellaneous Food Preparations And Kindred Products,,,11.55,Value,,,Unable to Calculate,Historically Expensive,No Data,No Data,1.6885964912280702,0.0,6.69,8.65,0.0,0.0,0.0,0.0
HPWR.N0000,47.7,Slight Premium,value,51.782,20.7,50.0,17.5,38.0,9.5,,Cogeneration Services and Small Power Producers,,,29.79,Premium,,,Unable to Calculate,Historically Expensive,No Data,No Data,4.7664,0.0,9.38,3.36,0.0,0.0,0.0,0.0
HSIG.N0000,42.5,Slight Premium,value,38.826,15.5,50.0,17.5,38.0,9.5,,Hotels and Motels,,,35.79,Expensive,,,Unable to Calculate,Historically Expensive,No Data,No Data,0.0,0.0,15.59,2.79,0.0,0.0,0.0,0.0
HUNA.N0000,42.3,Slight Premium,value,30.655499999999996,12.3,50.0,17.5,50.0,12.5,,Hotels and Motels,,,45.27,Expensive,,,Unable to Calculate,No Historical Data,No Data,No Data,0.0,0.0,55.89,2.27,0.0,0.0,0.0,0.0
HUNT.N0000,47.0,Slight Premium,value,42.5,17.0,50.0,17.5,50.0,12.5,,Industrial and Commercial Fans and Blowers and Air Purification Equipment,,,0.0,No Data,,,Unable to Calculate,No Data,No Data,No Data,0.0,0.0,105.81,-0.44,0.0,0.0,0.0,0.0
HVA.N0000,47.0,Slight Premium,value,42.5,17.0,50.0,17.5,50.0,12.5,,Miscellaneous Food Preparations And Kindred Products,,,0.0,No Data,,,Unable to Calculate,No Data,No Data,No Data,0.0,0.0,25.0,-1.6,0.0,0.0,0.0,0.0
INME.N0000,50.0,Fairly Valued,financial,50.0,20.0,50.0,17.5,50.0,12.5,,Insurance Agents Brokers and Service,0.0,No Data,0.0,No Data,0.0,0.0,No ROE Data,No Data,No Data,No Data,0.0,,,,,,,
JAT.N0000,44.5,Slight Premium,value,59.98795,24.0,29.0,10.1,41.22992665036675,10.3,,Paints Varnishes Lacquers Enamels and Allied Products,,,13.59,Value,,,Overvalued,Historically Expensive,No Data,No Data,1.6613691931540342,46.67,12.13,7.31,5634557777.777778,4.078403471277052,0.0,0.0
JETS.N0000,75.8,Value,value,73.105,29.2,85.0,29.7,67.07023474178405,16.8,,Hotels and Motels,,,19.29,Fair,,,Extreme Value (50%+ MOS),Below Average,No Data,No Data,0.0,12.57,9.58,5.17,23275080000.000008,0.4657341671865358,0.0,0.0
JFP.N0000,54.8,Fairly Valued,value,76.294,30.5,33.74264358484665,11.8,50.0,12.5,,Converted Paper And Paperboard Products Except Containers And Boxes,,,15.27,Fair,,,Overvalued,No Historical Data,No Data,No Data,0.0,18.64,6.62,4.59,1669744444.4444444,1.62899179515162,0.0,0.0
JINS.N0000,90.5,Deep Value,financial,100.0,40.0,100.0,35.0,61.811957295373674,15.5,,Life Insurance,1.69,Deep Value,4.8,Deep Value,145.33333333333334,0.011628440366972475,Extreme Value (50%+ MOS),Average,No Data,No Data,0.8540925266903914,,,,,,,
JKH.N0000,36.0,Overvalued,value,36.742,14.7,29.0,10.1,44.72114058355437,11.2,,Conglomerates,,,42.13,Expensive,,,Overvalued,Historically Expensive,No Data,No Data,1.3968832891246685,78.36,8.81,2.36,6483590844.062947,60.8382005414792,0.0,0.0
JKL.N0000,70.4,Value,value,67.732,27.1,85.0,29.7,54.32484375,13.6,,Groceries And Related Products,,,23.3,Premium,,,Extreme Value (50%+ MOS),Average,No Data,No Data,1.1376953125,4.89,12.76,4.29,28350000000.000004,0.18130511463844795,0.0,0.0
KAHA.N0000,50.5,Fairly Valued,value,69.6735,27.9,29.0,10.1,50.0,12.5,,Miscellaneous Food Preparations And Kindred Products,,,0.0,No Data,,,Overvalued,No Data,No Data,No Data,0.0,10.47,9.81,-6.62,811473322.4755701,2.489299332524654,0.0,0.0
KCAB.N0000,52.3,Fairly Valued,value,81.52149999999999,32.6,29.0,10.1,38.0,9.5,,Drawing and Insulating of Nonferrous Wire,,,11.42,Value,,,Overvalued,Historically Expensive,No Data,No Data,2.649651972157773,22.48,6.87,8.75,2490315255.142934,11.29174306021188,0.0,0.0
KFP.N0000,45.8,Slight Premium,value,45.2795,18.1,29.0,10.1,70.0,17.5,,Sausages and Other Prepared Meat Products,,,30.17,Expensive,,,Overvalued,Historically Cheap,No Data,No Data,0.6387889053567648,32.37,11.4,3.3,1532640000.0,2.831715210355987,0.0,0.0
KGAL.N0000,85.8,Deep Value,value,99.0,39.6,81.8941220982202,28.7,70.0,17.5,,Miscellaneous Food Preparations And Kindred Products,,,8.98,Deep Value,,,Deep Value (30-50% MOS),Historically Cheap,No Data,No Data,0.4076259645937358,6.4,6.4,11.13,6277277777.777778,0.5591595790815198,0.0,0.0
KHC.N0000,41.6,Slight Premium,value,29.0,11.6,50.0,17.5,50.0,12.5,,Hotels and Motels,,,63.86,Expensive,,,Unable to Calculate,No Historical Data,No Data,No Data,0.0,0.0,37.36,1.49,0.0,0.0,0.0,0.0
KHL.N0000,65.8,Fair Value,value,58.95,23.6,85.0,29.7,50.0,12.5,,Hotels and Motels,,,62.57,Expensive,,,Extreme Value (50%+ MOS),No Historical Data,No Data,No Data,0.0,7.71,8.04,1.59,108540000000.00002,0.28579325594250965,0.0,0.0
KOTA.N0000,71.5,Value,value,83.5475,33.4,73.18226606695724,25.6,50.0,12.5,,Miscellaneous Food Preparations And Kindred Products,,,9.05,Deep Value,,,Value (10-30% MOS),No Historical Data,No Data,No Data,0.0,18.76,7.67,7.35,6578405755.395683,0.7250996939627191,0.0,0.0
KPHL.N0000,50.0,Fairly Valued,value,50.0,20.0,50.0,17.5,50.0,12.5,,Catalog and Mail-Order Houses,,,0.0,No Data,,,Unable to Calculate,No Data,No Data,No Data,0.0,0.0,0.0,-3.02,0.0,0.0,0.0,0.0
KVAL.N0000,77.8,Value,value,100.0,40.0,79.76748456122023,27.9,39.35178082191781,9.8,,Miscellaneous Food Preparations And Kindred Products,,,7.9,Deep Value,,,Deep Value (30-50% MOS),Historically Expensive,No Data,No Data,1.8036529680365299,6.87,3.3,12.66,10188988888.88889,0.5996669607386623,0.0,0.0
KZOO.N0000,51.9,Fairly Valued,value,60.422,24.2,50.0,17.5,41.0215228426396,10.3,,Investors not elsewhere classified,,,16.52,Fair,,,Unable to Calculate,Historically Expensive,No Data,No Data,1.6771573604060914,0.0,0.0,6.05,0.0,0.0,0.0,0.0
LALU.N0000,79.2,Value,value,97.4778,39.0,85.0,29.7,41.75304347826088,10.4,,Rolling Drawing And Extruding Of Nonferrous Metals,,,11.19,Value,,,Extreme Value (50%+ MOS),Historically Expensive,No Data,No Data,1.6217391304347823,10.13,4.96,8.94,8725590000.000002,0.37475975836590986,0.0,0.0
LAMB.N0000,27.6,Overvalued,value,20.0,8.0,29.0,10.1,38.0,9.5,,Dairy Products,,,76.61,Expensive,,,Overvalued,Historically Expensive,No Data,No Data,2.463344051446945,89.66,39.85,1.31,6613286666.666667,7.834228668952301,0.0,0.0
LCBF.N0000,82.2,Deep Value,financial,86.764,34.7,100.0,35.0,50.03280799112099,12.5,,Personal Credit Institutions,2.21,Deep Value,22.06,Premium,37.41666666666667,0.059064587973273935,Extreme Value (50%+ MOS),Above Average,No Data,No Data,1.2241953385127635,,,,,,,
LCEY.N0000,51.7,Fairly Valued,value,54.325,21.7,50.0,17.5,50.0,12.5,,Chemicals and Allied Products,,,0.0,No Data,,,Unable to Calculate,No Data,No Data,No Data,0.0,0.0,10.54,-6.63,0.0,0.0,0.0,0.0
LDEV.N0000,45.9,Slight Premium,value,47.186,18.9,50.0,17.5,38.0,9.5,,Miscellaneous Food Preparations And Kindred Products,,,48.04,Expensive,,,Unable to Calculate,Historically Expensive,No Data,No Data,4.033585222502099,0.0,7.0,1.82,0.0,0.0,0.0,0.0
LFIN.N0000,84.7,Deep Value,financial,100.0,40.0,100.0,35.0,38.87970802919708,9.7,,Personal Credit Institutions,1.64,Deep Value,7.56,Deep Value,206.66666666666669,0.00793548387096774,Extreme Value (50%+ MOS),Historically Expensive,No Data,No Data,1.8394160583941603,,,,,,,
LGIL.N0000,79.1,Value,financial,84.868,33.9,100.0,35.0,40.54423913043479,10.1,,Fire Marine and Casualty Insurance,1.38,Deep Value,25.22,Premium,216.41666666666666,0.006376588371197535,Extreme Value (50%+ MOS),Historically Expensive,No Data,No Data,1.7133152173913042,,,,,,,
LGL.N0000,47.0,Slight Premium,value,42.5,17.0,50.0,17.5,50.0,12.5,,Miscellaneous Retail,,,0.0,No Data,,,Unable to Calculate,No Data,No Data,No Data,0.0,0.0,29.86,-10.48,0.0,0.0,0.0,0.0
LGL.X0000,47.0,Slight Premium,value,42.5,17.0,50.0,17.5,50.0,12.5,,Miscellaneous Retail,,,0.0,No Data,,,Unable to Calculate,No Data,No Data,No Data,0.0,0.0,29.85,-10.48,0.0,0.0,0.0,0.0
LHCL.N0000,74.9,Value,value,83.128,33.3,78.39559386973181,27.4,56.692043010752684,14.2,,Hospitals,,,14.62,Value,,,Deep Value (30-50% MOS),Average,No Data,No Data,1.0480286738351254,16.87,5.82,6.84,39150000000.00001,0.6257982120051084,0.0,0.0
LHL.N0000,72.8,Value,value,76.38750000000002,30.6,85.0,29.7,49.99000000000001,12.5,,Hotels and Motels,,,17.15,Fair,,,Extreme Value (50%+ MOS),Above Average,No Data,No Data,0.0,13.15,9.33,5.84,7577280000.000001,0.48698213606993535,0.0,0.0
LIOC.N0000,61.5,Fair Value,value,100.0,40.0,29.0,10.1,45.448,11.4,,Petroleum Bulk Stations and Terminals,,,7.38,Deep Value,,,Overvalued,Historically Expensive,No Data,No Data,1.3418181818181818,8.34,5.0,13.55,21156107784.43114,3.542239468790598,0.0,0.0
LION.N0000,77.9,Value,value,89.00110000000001,35.6,85.0,29.7,50.278518518518524,12.6,,Malt Beverages,,,13.83,Value,,,Extreme Value (50%+ MOS),Above Average,No Data,No Data,1.2195767195767195,12.93,6.11,7.23,300240000000.00006,0.47875033306687975,0.0,0.0
LITE.N0000,72.4,Value,value,83.58899999999998,33.4,77.85679111827379,27.2,46.69679833679834,11.7,,Miscellaneous Electrical Machinery Equipment and Supplies,,,12.38,Value,,,Deep Value (30-50% MOS),Above Average,No Data,No Data,1.286902286902287,17.18,7.28,8.1,5361120000.000001,0.6360611215566895,0.0,0.0
LLUB.N0000,57.1,Fairly Valued,value,90.73710000000001,36.3,29.0,10.1,42.62469798657718,10.7,,Miscellaneous Products Of Petroleum And Coal,,,11.59,Value,,,Overvalued,Historically Expensive,No Data,No Data,1.5557046979865772,12.17,7.41,8.63,14932121212.121214,3.1582920691614573,0.0,0.0
LMF.N0000,35.7,Overvalued,value,40.193999999999996,16.1,29.0,10.1,38.0,9.5,,Dairy Products,,,18.69,Fair,,,Overvalued,Historically Expensive,No Data,No Data,2.3658227848101268,78.5,33.5,5.36,4898222222.222222,6.859631612376372,0.0,0.0
LOFC.N0000,91.4,Deep Value,financial,100.0,40.0,100.0,35.0,65.46379001280411,16.4,,Personal Credit Institutions,1.2,Deep Value,6.13,Deep Value,159.75000000000003,0.007511737089201876,Extreme Value (50%+ MOS),Below Average,No Data,No Data,0.7848911651728553,,,,,,,
LOLC.N0000,90.3,Deep Value,financial,100.0,40.0,100.0,35.0,61.252307692307696,15.3,,Short-Term Business Credit Institutions Except Agricultural,0.44,Deep Value,7.51,Deep Value,112.16666666666667,0.003922734026745913,Extreme Value (50%+ MOS),Average,No Data,No Data,0.8752913752913752,,,,,,,
LPL.N0000,49.5,Slight Premium,value,48.638999999999996,19.5,50.0,17.5,50.0,12.5,,Electric Services,,,0.0,No Data,,,Unable to Calculate,No Data,No Data,No Data,0.0,0.0,14.32,-1.01,0.0,0.0,0.0,0.0
LPL.X0000,49.5,Slight Premium,value,48.638999999999996,19.5,50.0,17.5,50.0,12.5,,Electric Services,,,0.0,No Data,,,Unable to Calculate,No Data,No Data,No Data,0.0,0.0,14.32,-1.01,0.0,0.0,0.0,0.0
LPRT.N0000,28.4,Overvalued,value,21.9705,8.8,29.0,10.1,38.0,9.5,,Commercial Printing,,,44.37,Expensive,,,Overvalued,Historically Expensive,No Data,No Data,6.1625,60.36,46.8,2.25,536858888.8888889,5.271403824303096,0.0,0.0
LUMX.N0000,50.0,Fairly Valued,value,50.0,20.0,50.0,17.5,50.0,12.5,,Water Sewer Pipeline and Communications and Power Line Construction,,,0.0,No Data,,,Unable to Calculate,No Data,No Data,No Data,0.0,0.0,0.0,-5.67,0.0,0.0,0.0,0.0
LVEF.N0000,57.5,Fairly Valued,value,81.192,32.5,29.0,10.1,59.42814964610719,14.9,,Electric Services,,,9.34,Deep Value,,,Overvalued,Average,No Data,No Data,0.9443882709807886,26.43,7.18,10.75,1143154149.9472017,5.379851877617771,0.0,0.0
LVEN.N0000,55.7,Fairly Valued,value,78.065,31.2,29.0,10.1,57.104827586206895,14.3,,Investors not elsewhere classified,,,9.88,Deep Value,,,Overvalued,Average,No Data,No Data,1.0323928944618601,31.45,7.4,10.15,281948136.2116145,13.087513361785419,0.0,0.0
LWL.N0000,50.6,Fairly Valued,value,59.097500000000004,23.6,50.0,17.5,38.0,9.5,,Structural Clay Products,,,22.1,Premium,,,Unable to Calculate,Historically Expensive,No Data,No Data,3.179856115107914,0.0,8.77,4.53,0.0,0.0,0.0,0.0
MADU.N0000,44.7,Slight Premium,value,36.76625,14.7,50.0,17.5,50.0,12.5,,Miscellaneous Food Preparations And Kindred Products,,,44.92,Expensive,,,Unable to Calculate,No Historical Data,No Data,No Data,0.0,0.0,14.41,2.24,0.0,0.0,0.0,0.0
MAL.N0000,27.6,Overvalued,value,20.0,8.0,29.0,10.1,38.0,9.5,,Miscellaneous Food Preparations And Kindred Products,,,108.61,Very Expensive,,,Overvalued,Historically Expensive,No Data,No Data,3.6507563025210086,357.99,26.98,0.95,36096273.653566234,344.9109489663337,0.0,0.0
MAL.X0000,27.6,Overvalued,value,20.0,8.0,29.0,10.1,38.0,9.5,,Miscellaneous Food Preparations And Kindred Products,,,105.44,Very Expensive,,,Overvalued,Historically Expensive,No Data,No Data,3.544201680672269,357.99,26.98,0.95,36096273.653566234,344.9109489663337,0.0,0.0
MARA.N0000,45.5,Slight Premium,value,57.08774999999999,22.8,29.0,10.1,50.0,12.5,,Hotels and Motels,,,15.92,Fair,,,Overvalued,No Historical Data,No Data,No Data,0.0,32.11,13.95,6.25,852954444.4444444,2.8020253784557987,0.0,0.0
MASK.N0000,62.5,Fair Value,value,85.0,34.0,50.0,17.5,44.14925476603119,11.0,,Miscellaneous Food Preparations And Kindred Products,,,8.31,Deep Value,,,Unable to Calculate,Historically Expensive,No Data,No Data,1.4402079722703642,0.0,4.09,12.03,0.0,0.0,0.0,0.0
