symbol,price,dollarvolume,high,high52,daysgap,change,open,close,averagevolume,changefromopen,volume,low,low52,relativevolume,beta,marketcap,peratio,pfcfratio,evsales,evebit,earningsyield,ptbvratio,peratio10y,enterprisevalue,psratio,pocfratio,evearnings,evfcf,fcfyield,peratio3y,peforward,pbratio,pegratio,evebitda,priceebitda,fcfevyield,peratio5y,rsi,atr,ma20,ma200,ma150ch,rsiweekly,sharperatio,ma50,ma20ch,ma200ch,rsimonthly,sortinoratio,ma50ch,ma150,ma50vs200,n,exchange,employeeschange,lastreportdate,isin,industry,country,employeeschangepercent,fiscalyearend,website,sector,employees,founded,isprimarylisting,earningsdate,lastearningsdate,nextearningsdate,low52ch,alltimehighchange,alltimelowchange,high52ch,alltimehighdate,alltimelowdate,alltimehigh,alltimelow,ch1w,ch6m,ch3y,ch15y,ch1m,chytd,ch5y,ch20y,ch3m,ch10y,ch1y,tr1w,tr6m,tr3y,tr15y,tr1m,trytd,tr5y,tr20y,tr3m,tr1y,tr10y,cagr1y,cagr10y,cagr3y,cagr15y,cagr5y,cagr20y,dividendyield,dividendgrowth,divcagr5,payoutfrequency,exdivdate,dps,dividendgrowthyears,divcagr10,buybackyield,paymentdate,lastdividend,divcagr3,payoutratio,totalreturn,sharesout,sharesqoq,float,sharesinsiders,sharesyoy,sharesinstitutions,revenue,revenuegrowth3y,revenuegrowthquarters,revenuegrowth,revenuegrowth5y,revenuegrowthq,revenuegrowthyears,netincome,netincomegrowth3y,netincomegrowthquarters,netincomegrowth,netincomegrowth5y,netincomegrowthq,netincomegrowthyears,eps,epsgrowth3y,epsgrowthquarters,epsgrowth,epsgrowth5y,epsgrowthq,epsgrowthyears,grossprofit,grossprofitgrowth3y,operatingincomegrowth,operatingincomegrowth5y,grossprofitgrowth,grossprofitgrowth5y,operatingincomegrowth_view_8,operatingincomegrowth5y_view_8,grossprofitgrowth_view_8,grossprofitgrowth5y_view_8,operatingincomegrowthq,ebit,grossprofitgrowthq,operatingincome,operatingincomegrowth3y,ebitda,grossmargin,profitmargin,ebitmargin,operatingmargin,fcfmargin,pretaxmargin,ebitdamargin,operatingcf,netcf,adjustedfcf,ocfgrowth,fcfgrowthq,ocfgrowth5y,investingcf,capex,fcfpershare,fcfgrowth3y,ocfgrowthq,ocfgrowth10y,financingcf,fcf,fcfgrowth,fcfgrowth5y,ocfgrowth3y,sharebasedcomp,rndbyrevenue,sbcbyrevenue,researchanddevelopment,total_assets,total_liabilities,total_equity,working_capital_view10,net_working_capital,total_cash,total_debt,net_cash,tangible_book_value,debtgrowthqoq,netcashgrowth,debtgrowth3y,debtgrowth,debtgrowth5y,netcashbymarketcap,bvpershare,tangiblebookvaluepershare,currentratio,debtebitda,quickratio,debtfcf,debtequity,interestcoverage,shortratio,roe,roce,roic5y,roa,roe5y,revperemployee,roic,roa5y,profitperemployee,lastsplittype,lastsplitdate,incometax,taxrate,taxbyrevenue,ffo,pffo,lynchfairvalue,grahamupside,grahamnumber,lynchupside,assetturnover,fscore,inventoryturnover,zscore,asset_turnover,capex_intensity,fcf_margin_calc,fcf_margin,debt_to_assets,data_date,last_updated
BIL.N0000,None,6460000.0,None,None,1.47,None,None,None,None,-2.90,None,None,None,14.60,1.29,96280000000.0,10.52,None,3.09,None,-0.24,0.53,None,272089999999.99997,1.09,None,-1200.32,-12.15,-23.26,3.81,None,0.36,None,None,None,-8.23,None,48.38,0.27,6.86,7.40,-6.43,42.84,-0.44,6.75,-0.87,-8.05,49.35,-0.50,0.71,7.27,50under200,Browns Investments PLC,Colombo Stock Exchange,5,Sep 30 2025,None,Miscellaneous Food Preparations And Kindred Products,Sri Lanka,45.45,March,brownsinvestments.com,None,16,2008,True,Feb 13 2026,Nov 13 2025,Feb 13 2026,6.35,-64.40,518.18,-23.86,Jan 5 2022,Mar 1 2016,19.10,1.10,None,-11.69,11.48,None,1.49,3.03,7.94,None,-6.85,423.08,-21.84,None,-11.69,11.48,None,1.49,3.03,7.94,None,-6.85,-21.84,472.90,-21.85,19.07,3.69,None,1.54,None,None,None,None,None,None,0,None,None,None,None,0.10,None,None,None,14370000000.0,None,2260000000.0,8.39,None,1.14,88080000000.0,36.71,None,72.39,66.77,89.52,None,-226680000.0,None,None,None,None,None,None,-0.02,None,None,None,None,None,None,15630000000.0,13.66,None,None,10.92,45.81,None,None,10.92,45.81,None,-13980000000.0,17.33,-13980000000.0,None,-3780000000.0,17.75,-0.26,-15.87,-15.87,None,5.04,-4.29,-4139999999.9999995,-7010000000.0,-22400000000.0,None,None,None,-3970000000.0,-18260000000.0,-1.56,None,None,None,1100000000.0,-22400000000.0,None,None,None,,None,None,None,681870000000.0,412230000000.0,269640000000.0,-201860000000.0,-159920000000.0,9510000000.0,100470000000.0,-90960000000.0,182580000000.0,1.73,,11.91,19.63,29.93,-94.48,12.86,12.71,0.33,,0.22,-4.49,0.37,-0.37,None,2.39,-3.66,-1.27,-1.38,8.02,5500000000.0,-3.97,-0.50,-14170000.0,None,None,-1540000000.0,None,-1.75,None,None,None,None,None,None,0.14,2,3.28,0.04,0.12917418276211007,-20.731153496821072,-25.431425976385103,-25.431425976385103,14.734480179506356,2026-02-11,2026-02-11T18:03:30.358819
BLUE.N0000,None,89710.0,None,None,None,None,None,None,None,None,None,None,None,126.94,-0.14,255050000.0,None,None,7.88,None,-11.40,3.79,None,299570000.0,6.71,None,-10.31,None,None,None,None,3.79,None,None,None,None,None,47.36,0.11,0.34,0.36,-13.47,45.59,1.47,0.34,-10.45,-15.49,40.73,2.45,-11.76,0.35,50under200,Blue Diamonds Jewellery Worldwide PLC,Colombo Stock Exchange,None,Sep 30 2025,None,Jewelry Precious Metal,Sri Lanka,None,March,bluediamondsplc.com,None,35,1990,True,Feb 13 2026,Nov 17 2025,Feb 13 2026,50.00,-97.71,535.59,-25.00,Sep 6 2011,Sep 9 1999,13.10,0.05,None,None,-66.67,-88.00,-25.00,None,-50.00,-92.50,-25.00,-84.21,-25.00,None,None,-32.37,-63.68,-25.00,None,1.45,-77.30,-25.00,-25.00,-61.17,-24.96,-9.02,-12.22,-6.53,0.29,-7.15,None,None,None,None,None,0,None,None,6.95,None,0.50,None,None,6.95,925500000.0,87.38,,28.02,-6.95,2.05,38040000.0,-2.39,None,64.32,-1.02,-84.47,None,-29070000.0,None,None,None,None,None,None,-0.03,None,None,None,None,None,None,16260000.000000002,-2.44,None,None,None,None,None,None,None,None,None,-23260000.0,None,-23260000.0,None,-17230000.0,42.74,-76.41,-61.14,-61.14,None,-76.41,-45.30,-3610000.0,-3460000.0,,None,-52.66,None,169000.0,,None,None,-52.66,None,34000.0,,None,None,None,,None,None,None,175570000.0,108290000.0,67280000.0,-29840000.0,25100000.0,535000.0,55480000.0,-54950000.0,67280000.0,1.82,,8.83,,8.27,-21.54,0.07,0.07,0.72,,0.16,None,0.82,-4.00,None,None,-32.96,None,None,-39.86,1090000.0,-18.37,-13.14,-830460.0,Forward,Nov 24 1997,,None,None,None,None,None,None,None,None,None,2,None,-0.76,0.2166657173776841,,,,31.59993165119326,2026-02-11,2026-02-11T18:03:30.358819
BOGA.N0000,None,9850000.0,None,None,2.14,None,None,None,None,-3.55,None,None,None,58.75,-0.20,14150000000.0,64.60,124.26,8.40,46.62,1.55,11.29,287.65,13870000000.0,8.57,55.03,63.34,121.80,0.80,25.18,None,11.22,None,40.07,40.88,0.82,24.42,50.41,8.25,154.81,92.11,45.11,65.13,1.51,145.58,-1.98,64.75,82.24,3.91,4.24,104.57,50over200,Bogala Graphite Lanka PLC,Colombo Stock Exchange,-5,Sep 30 2025,None,Mining and Quarrying Of Nonmetallic Minerals except Fuels,Sri Lanka,-3.16,December,gk-graphite.com,None,153,1991,True,Feb 24 2026,Nov 14 2025,Feb 24 2026,199.00,-22.97,19135.64,-24.11,Nov 11 2025,Jun 17 1996,197.00,0.79,3.23,156.33,159.85,424.18,-0.98,-4.26,499.80,903.31,10.77,800.59,146.75,3.23,180.78,184.62,481.37,-0.98,-4.26,556.99,1012.77,10.77,170.28,886.47,170.46,25.72,41.71,12.45,45.73,12.80,5.27,None,None,None,Aug 21 2025,8.00,1,None,0.18,Sep 10 2025,8.00,None,345.81,5.45,94630000.0,0.06,9180000.0,3.30,-0.18,0.39,1650000000.0,0.71,None,-3.59,20.46,-12.15,None,218920000.0,-29.70,None,6.90,94.51,-1.49,None,2.31,-29.64,None,7.10,94.90,-2.78,None,708030000.0,-4.87,-5.34,106.68,-3.21,32.09,-5.34,106.68,-3.21,32.09,44.87,297470000.0,8.19,297470000.0,-12.42,346090000.0,42.89,13.26,18.02,18.02,6.90,20.35,20.97,257070000.0,-619740000.0,113860000.0,6.56,None,15.04,-119760000.0,-143220000.0,1.20,-35.79,None,19.60,-757050000.0,113860000.0,-7.46,7.72,-20.03,,None,None,None,1540000000.0,282670000.0,1260000000.0,664060000.0,383700000.0,280360000.0,,280360000.0,1250000000.0,,-68.85,,,,1.98,13.32,13.24,5.33,,2.92,None,None,1196.78,None,14.31,21.40,34.47,10.25,22.93,10790000.0,20.18,12.41,1430000.0,Forward,Mar 11 2016,116950000.0,34.82,7.09,None,None,57.85,-82.38,26.33,-61.30,0.91,6,3.01,15.27,1.0714285714285714,-8.68,6.900606060606061,6.900606060606061,,2026-02-11,2026-02-11T18:03:30.358819
BOPL.N0000,None,171950.0,None,None,-0.54,None,None,None,None,0.54,None,None,None,199.77,-0.22,6250000000.0,8.85,13.30,1.44,11.34,11.29,1.49,9.41,7560000000.0,1.19,7.80,10.72,16.10,7.52,5.34,None,1.49,None,8.31,7.55,6.21,6.68,42.23,1.18,75.18,74.77,-5.47,47.31,0.94,76.59,-0.77,-0.22,60.52,1.85,-2.60,78.91,50over200,Bogawantalawa Tea Estates PLC,Colombo Stock Exchange,None,Sep 30 2025,None,Miscellaneous Food Preparations And Kindred Products,Sri Lanka,None,March,bogawantalawa.com,None,11272,1992,True,Feb 13 2026,Nov 12 2025,Feb 13 2026,48.90,-21.39,2204.60,-21.39,Sep 30 2025,Mar 8 1999,94.90,3.24,-0.27,-4.85,39.18,236.04,-4.36,-3.74,478.30,1011.77,-6.75,603.77,21.70,-0.27,-3.03,50.87,267.84,-4.36,-3.74,526.88,1264.46,-4.97,27.76,662.90,27.78,22.53,14.69,9.07,44.36,13.96,4.02,None,18.47,None,Dec 11 2025,3.00,2,8.84,0.09,Dec 31 2025,1.50,32.64,23.74,4.11,83750000.0,0.27,4960000.0,12.98,-0.09,0.12,5270000000.0,6.57,None,3.05,2.97,14.73,None,705600000.0,-12.40,None,-35.26,None,-24.01,None,8.42,-12.39,None,-35.20,None,-24.08,None,968520000.0,-6.92,-11.70,None,-6.07,34.56,-11.70,None,-6.07,34.56,-0.24,652890000.0,11.12,652890000.0,-11.09,827090000.0,18.38,13.39,12.39,12.39,8.92,18.34,15.70,800600000.0,-449900000.0,469850000.0,-19.40,None,46.92,-603280000.0,-330750000.0,5.61,-6.88,None,11.81,-647220000.0,469850000.0,-34.57,None,2.60,,None,None,None,9430000000.0,5230000000.0,4190000000.0000005,1710000000.0,689070000.0,1490000000.0,2810000000.0,-1320000000.0,4190000000.0000005,-0.38,,0.79,12.09,-7.66,-21.06,50.06,50.06,2.48,3.13,1.92,5.98,0.67,1.64,None,17.38,7.90,10.14,4.60,25.11,467410.0,8.83,4.38,62600.0,Forward,Nov 22 2010,260640000.0,26.98,4.95,None,None,42.12,30.58,97.41,-43.53,0.59,5,6.84,2.13,0.5588547189819725,-6.276091081593928,8.915559772296016,8.915559772296016,29.798515376458113,2026-02-11,2026-02-11T18:03:30.358819
BPPL.N0000,None,1140000.0,None,None,1.33,None,None,None,None,-2.85,None,None,None,83.17,0.59,5920000000.0,None,13.09,1.55,49.72,-0.44,1.37,31.10,8380000000.000001,1.09,10.85,-318.16,18.52,7.64,77.57,None,1.36,None,14.83,11.67,5.40,47.84,39.24,0.65,19.61,19.67,-4.21,43.35,-0.27,19.88,-1.56,-1.89,47.51,-0.25,-2.93,20.15,50over200,BPPL Holdings PLC,Colombo Stock Exchange,-48,Sep 30 2025,None,Miscellaneous Manufacturing Industries,Sri Lanka,-4.91,March,bpplholdings.com,None,930,1991,True,Oct 31 2025,Oct 31 2025,None,13.64,-39.88,183.82,-27.04,Sep 6 2022,May 11 2020,32.10,6.80,-2.53,-3.98,-16.09,None,-5.39,-3.50,36.88,None,-10.65,None,-2.03,-1.23,-1.42,-11.47,None,-4.13,-2.21,47.31,None,-9.46,1.63,None,1.63,None,-3.98,None,8.06,None,2.56,42.86,15.81,Semi-Annual,Feb 12 2026,0.50,2,None,-0.77,Mar 3 2026,0.25,40.57,None,1.80,306840000.0,-1.09,14230000.0,30.42,0.77,0.98,5420000000.0,-3.21,None,-5.19,14.41,-10.77,None,-26350000.0,None,None,None,None,-41.89,None,-0.09,None,None,None,None,-41.67,None,1070000000.0000001,-17.89,-59.92,-14.67,-11.70,3.96,-59.92,-14.67,-11.70,3.96,-20.30,168570000.0,-14.58,168570000.0,-45.15,507530000.0,19.68,-0.49,3.11,3.11,8.35,-0.97,9.37,546010000.0,-1160000.0,452570000.0,145.49,None,-7.94,-183920000.0,-93450000.0,1.47,None,607.78,None,-363250000.0,452570000.0,None,0.79,None,,None,None,None,7920000000.0,3550000000.0,4370000000.0,1190000000.0,2580000000.0,147060000.0,2610000000.0,-2460000000.0,4330000000.0,-13.19,,-17.11,-16.06,12.97,-41.54,14.24,14.12,1.58,4.61,0.92,5.76,0.60,0.85,None,-0.62,2.88,7.96,1.31,10.67,5830000.0,2.46,4.94,-28330.0,None,None,-26470000.0,None,-0.49,None,None,None,None,None,None,0.67,5,3.15,2.59,0.6843434343434344,-1.724169741697417,8.35,8.35,32.95454545454545,2026-02-11,2026-02-11T18:03:30.358819
BREW.N0000,None,11050.0,None,None,-0.08,None,None,None,None,0.08,None,None,None,3.10,-0.03,57970000000.0,10.40,4.82,0.46,3.25,9.61,2.88,11.95,59420000000.0,0.45,3.95,10.66,4.94,20.76,8.99,None,1.49,None,2.79,2.73,20.25,9.21,66.98,95.38,2661.85,2665.92,3.19,57.84,0.84,2608.23,3.77,3.61,67.30,2.58,5.91,2676.89,50under200,Ceylon Beverage Holdings PLC,Colombo Stock Exchange,5,Sep 30 2025,None,Malt Beverages,Sri Lanka,1.42,March,carsoncumberbatch.com,None,357,1910,True,Feb 12 2026,Nov 13 2025,Feb 12 2026,26.71,-30.94,34171.09,-7.15,Dec 12 2024,Oct 10 1995,4000.00,8.06,None,-3.06,206.92,688.76,4.39,8.07,254.25,2807.63,4.92,267.37,-0.28,None,-3.06,238.59,992.73,4.39,8.07,336.19,4701.05,4.92,0.58,377.81,0.58,16.93,50.15,17.28,34.26,21.36,1.92,-27.87,6.56,Semi-Annual,None,53.05,None,33.28,0.00,Aug 5 2025,23.85,0.19,56.32,1.92,20990000.0,-0.00,2560000.0,0.48,-0.00,10.60,128430000000.0,14.68,None,6.09,22.45,11.18,None,5570000000.0,16.69,None,26.57,34.78,29.40,None,265.48,16.69,None,26.58,34.78,29.39,None,31750000000.0,17.43,17.34,29.93,12.97,26.78,17.34,29.93,12.97,26.78,34.61,18280000000.0,24.19,18280000000.0,18.25,21210000000.0,24.72,4.34,14.24,14.24,9.37,14.03,16.52,14690000000.0,6230000000.0,12030000000.0,-13.86,48.28,27.26,-4260000000.0,-2660000000.0,573.42,46.57,12.65,12.36,-4210000000.0,12030000000.0,10.49,34.96,31.77,,None,None,None,69110000000.0,30250000000.0,38870000000.0,16559999999.999998,-2440000000.0,22590000000.0,6040000000.0,16550000000.0,20120000000.0,-26.42,68.82,-8.16,10.75,-9.62,28.55,994.38,958.81,1.82,0.28,1.36,0.50,0.16,12.40,None,29.94,37.31,34.11,17.99,25.99,359750000.0,45.23,14.35,15610000.0,Forward,May 17 1996,7490000000.0,41.54,5.83,None,None,6637.12,-11.77,2437.17,140.28,2.02,6,11.88,4.50,1.8583417739835046,-2.071167172778946,9.366970334034104,9.366970334034104,8.739690348719433,2026-02-11,2026-02-11T18:03:30.358819
BRR.N0000,None,476.7,None,None,None,None,None,None,None,None,None,None,None,0.77,-0.06,1220000000.0,129.05,None,10.02,None,0.70,4.42,88.64,1210000000.0,10.10,81.47,141.94,-194.32,-0.51,48.30,None,4.42,None,89.74,90.45,-0.51,96.41,56.02,0.64,22.25,21.46,1.01,53.83,0.67,22.16,2.02,5.76,66.76,1.13,2.45,22.47,50over200,Bansei Royal Resorts Hikkaduwa PLC,Colombo Stock Exchange,-6,Sep 30 2025,None,Hotels and Motels,Sri Lanka,-15.79,March,bansei-resorts.lk,None,32,1973,True,Feb 12 2026,Nov 12 2025,Feb 12 2026,43.67,-12.69,497.37,-12.69,Sep 18 2025,May 12 2020,26.00,3.80,2.25,5.58,116.19,None,1.34,None,170.24,None,-3.40,173.49,24.04,2.25,7.08,128.32,None,1.34,None,185.40,None,-3.40,25.80,218.13,25.82,12.27,31.67,None,23.34,None,1.32,None,8.45,Annual,Aug 11 2025,0.30,None,None,17.74,Aug 28 2025,0.30,14.47,189.06,19.06,53730000.0,-1.69,936730.0,8.26,-17.74,None,120790000.0,19.44,None,-10.60,19.49,-38.44,None,8530000.0,2.93,None,-69.04,None,None,None,0.18,6.54,None,-62.37,None,None,None,97050000.0,20.72,-90.93,None,-9.02,18.31,-90.93,None,-9.02,18.31,None,2290000.0,-35.08,2290000.0,4.68,13480000.0,80.35,7.06,1.89,1.89,None,9.40,11.16,14970000.0,-3510000.0,-6230000.0,-46.79,None,16.33,-2410000.0,-21200000.0,-0.12,None,None,None,-16120000.000000002,-6230000.0,None,None,11.85,,None,None,None,318610000.0,42700000.0,275910000.0,110380000.0,100810000.0,9570000.0,,9570000.0,275910000.0,,-26.87,,,,0.78,5.14,5.14,10.21,,1.46,None,None,None,None,3.05,0.75,0.26,0.45,2.56,3770000.0,0.62,0.39,266420.0,None,None,2830000.0,24.95,2.35,None,None,0.88,-80.14,4.51,-96.13,0.38,5,7.10,14.86,0.3791155330968896,-17.551121781604436,-5.157711731103568,-5.157711731103568,,2026-02-11,2026-02-11T18:03:30.358819
BRWN.N0000,None,7060000.0,None,None,2.36,None,None,None,None,-4.23,None,None,None,17.44,0.99,39710000000.0,15.96,None,2.71,None,-8.98,0.44,15.21,372180000000.0,0.29,None,-104.32,-8.98,-104.38,3.22,None,0.15,None,64.22,7.41,-11.14,22.27,53.97,9.01,182.19,180.21,4.12,56.30,-0.11,172.05,2.50,3.63,57.40,-0.02,8.54,179.35,50under200,Brown and Company PLC,Colombo Stock Exchange,453,Sep 30 2025,None,Wholesale Trade-Durable Goods,Sri Lanka,72.48,March,brownsgroup.com,None,1078,1872,True,Feb 13 2026,Nov 14 2025,Feb 13 2026,31.05,-54.97,20017.42,-11.07,Jan 5 2022,Oct 19 1993,414.75,0.93,-0.93,3.03,64.54,-25.63,11.66,15.28,4.62,908.42,4.48,114.16,None,-0.93,3.03,64.54,-22.62,11.66,15.28,4.62,989.41,4.48,None,115.31,None,7.97,18.05,-1.69,0.91,12.68,None,None,None,None,None,0,None,None,None,None,0.50,None,None,None,212630000.0,None,33030000.0,1.49,None,5.99,137560000000.0,29.62,None,56.29,42.68,73.09,None,-3570000000.0,None,None,None,None,None,None,-16.78,None,None,None,None,None,None,28440000000.0,15.36,None,None,40.26,35.77,None,None,40.26,35.77,-46.92,-3690000000.0,30.99,-3690000000.0,None,5360000000.0,20.68,-2.59,-2.68,-2.68,None,-8.22,3.90,-21100000000.0,-7520000000.0,-41450000000.0,None,None,None,-5490000000.0,-20350000000.0,-194.93,None,None,None,19070000000.0,-41450000000.0,None,None,None,,None,None,None,761910000000.0,490450000000.0,271459999999.99997,-236290000000.0,-143790000000.0,15420000000.0,168780000000.0,-153360000000.0,90110000000.0,2.42,,15.37,31.57,32.14,-386.23,434.33,423.78,0.35,24.65,0.24,-4.07,0.62,-0.08,None,-3.34,-0.93,0.88,-0.32,3.63,127600000.0,-0.89,0.36,-3310000.0,Forward,Sep 17 2008,-2890000000.0,None,-2.10,None,None,None,None,None,None,0.19,2,3.43,-0.04,0.18054625874447114,-14.793544635068335,-30.13230590287874,-30.13230590287874,22.15222270346891,2026-02-11,2026-02-11T18:03:30.358819
BUKI.N0000,None,1530000.0,None,None,-0.99,None,None,None,None,-1.36,None,None,None,169.32,0.07,98180000000.0,4.72,2.01,0.53,2.89,20.76,1.44,32.32,186130000000.0,0.28,1.53,9.13,3.80,49.85,4.66,None,0.55,None,2.45,1.29,26.29,6.48,44.08,29.07,986.33,912.24,-0.85,49.55,1.35,1016.55,-1.66,6.33,71.17,2.41,-4.58,978.34,50over200,Bukit Darah PLC,Colombo Stock Exchange,296,Sep 30 2025,None,Agricultural Production Crops,Sri Lanka,1.80,March,carsoncumberbatch.com,None,16719,1916,True,Feb 12 2026,Nov 13 2025,Feb 12 2026,56.41,-39.38,100847.03,-21.67,Feb 15 2011,Jul 29 1997,1600.00,0.96,2.00,22.79,198.23,14.12,-7.09,-5.83,189.55,707.67,-15.76,132.34,58.05,2.00,24.52,211.91,24.79,-7.09,-5.83,204.94,797.66,-14.57,60.28,148.94,60.33,9.55,46.10,1.49,24.99,11.60,1.49,35.11,55.25,Annual,Dec 17 2025,14.43,3,30.60,3.56,Jan 6 2026,14.43,100.14,3.85,5.05,102000000.0,0.01,7360000.0,16.14,-3.56,24.21,349120000000.0,8.11,None,19.43,36.66,15.81,None,20380000000.0,8.58,None,179.48,None,214.78,None,204.13,9.36,None,189.66,None,239.43,None,99260000000.0,5.55,46.45,45.30,28.66,31.16,46.45,45.30,28.66,31.16,33.03,64319999999.99999,22.65,64319999999.99999,3.63,76040000000.0,28.43,5.88,18.42,18.42,14.02,19.71,21.78,64190000000.0,36060000000.0,48940000000.0,72.12,84.67,48.15,-14940000000.0,-15260000000.0,479.76,26.65,43.62,17.70,-13190000000.0,48940000000.0,154.15,78.93,19.46,,None,None,None,315440000000.0,136460000000.00002,178980000000.0,74760000000.0,9160000000.0,82820000000.0,69130000000.0,13690000000.0,68010000000.00001,-9.88,,-17.92,-16.81,-3.38,13.94,758.21,666.77,2.24,0.91,1.78,1.41,0.39,9.94,None,29.51,25.23,15.62,13.41,19.51,20880000.0,26.70,9.36,1220000.0,Forward,Dec 24 2010,20920000000.0,30.41,5.99,None,None,1752.28,93.88,1866.10,82.06,1.17,8,11.88,2.69,1.106771493786457,-4.370989917506875,14.018102658111825,14.018102658111825,21.915419731169163,2026-02-11,2026-02-11T18:03:30.358819
CABO.N0000,None,9050000.0,None,None,-0.34,None,None,None,None,0.91,None,None,None,223.13,0.89,3980000000.0,18.10,None,26.05,None,5.52,0.78,8.86,3630000000.0,28.55,805.76,16.52,None,None,7.19,None,0.78,None,174.53,191.28,None,9.53,62.14,11.90,215.44,152.15,28.31,68.94,1.90,186.79,2.47,45.09,76.77,3.66,18.18,172.05,50over200,Cargo Boat Development Company PLC,Colombo Stock Exchange,None,Sep 30 2025,None,Real Estate,Sri Lanka,None,March,None,None,None,1980,True,Feb 13 2026,Nov 13 2025,Feb 13 2026,196.00,-2.11,7775.49,-1.55,Jan 12 2026,Jun 18 2001,225.50,2.80,-0.11,57.68,342.39,52.24,4.99,33.79,195.12,859.78,16.49,96.05,141.26,-0.11,58.51,360.97,92.09,4.99,33.79,214.56,1307.65,16.49,142.53,124.50,142.68,8.42,66.41,4.45,25.76,14.14,0.45,None,None,Annual,Sep 23 2025,1.00,None,None,-0.05,Oct 13 2025,1.00,None,16.40,0.40,18030000.0,1.33,736840.0,16.95,0.05,0.33,139410000.0,28.19,None,12.27,136.38,10.81,None,219850000.0,33.00,None,6.73,8.13,-84.90,None,12.19,33.03,None,6.67,4.14,-85.13,None,96340000.0,None,None,None,None,None,None,None,None,None,None,-1700000.0,None,-1700000.0,None,20810000.0,69.10,157.69,-1.22,-1.22,None,179.01,14.93,4940000.0,194550000.0,,-84.20,None,None,225670000.0,,None,None,None,None,-36060000.0,,None,None,-46.39,,None,None,None,5220000000.0,143040000.0,5070000000.0,335630000.0,-12960000.0,348590000.0,,348590000.0,5070000000.0,,126.3,,,,8.76,281.44,281.44,7.56,,7.56,None,None,None,None,5.33,-0.03,-1.19,-0.02,5.49,,-0.03,-0.83,,Forward,Oct 31 2005,29720000.0,11.91,21.32,None,None,99.14,25.88,277.88,-55.09,0.03,3,None,None,0.02670689655172414,,,,,2026-02-11,2026-02-11T18:03:30.358819
CALF.N0000,None,16640000.0,None,None,1.41,None,None,None,None,0.69,None,None,None,797.68,0.18,17020000000.0,115.05,None,None,None,0.87,7.01,None,,8.51,None,None,None,-11.75,None,None,6.24,None,None,None,None,None,88.10,10.95,106.77,71.14,80.07,83.26,2.04,100.05,35.80,103.82,88.03,5.20,44.92,80.52,50over200,Dialog Finance PLC,Colombo Stock Exchange,-16,Sep 30 2025,None,Personal Credit Institutions,Sri Lanka,-9.20,December,dialogfinance.lk,None,158,1981,True,Feb 16 2026,Nov 13 2025,Feb 16 2026,271.80,-20.00,1566.67,None,Feb 11 2026,Mar 2 2016,181.25,8.70,48.41,83.54,115.45,None,50.42,54.75,173.59,None,65.34,1171.93,192.93,48.41,83.54,115.45,None,50.42,54.75,179.50,None,65.34,192.93,1588.67,193.15,32.66,29.15,None,22.83,None,None,None,None,None,None,0,None,None,-1.00,None,0,None,None,-1.00,117400000.0,-1.45,439540.0,0.55,1.00,None,2000000000.0,63.89,None,140.36,92.86,87.49,None,147980000.0,47.33,None,None,None,3500.96,None,1.26,47.00,None,None,None,4250.00,None,1770000000.0,None,None,None,None,None,None,None,None,None,4957.27,,None,252880000.0,78.33,,88.22,7.40,None,12.64,None,13.28,None,-1840000000.0,135980000.0,-2000000000.0,None,None,None,761890000.0,-165270000.0,-17.04,None,None,None,1210000000.0,-2000000000.0,None,None,None,,None,None,None,10150000000.0,7420000000.0,2730000000.0,2520000000.0,,562120000.0,958660000.0,-396540000.0,2430000000.0,39.82,,294.85,10115.89,102.61,-2.33,23.23,20.68,1.39,,1.36,-0.48,0.35,None,None,5.58,None,-2.43,1.76,-1.30,12660000.0,4.02,-0.88,936580.0,None,None,117850000.0,44.33,5.89,None,None,31.51,-82.30,25.67,-78.27,0.24,4,None,None,0.19704433497536947,-8.2635,-100.0,-100.0,9.444926108374384,2026-02-11,2026-02-11T18:03:30.358819
