symbol,price,open,high,low,previous_close,change_rs,change_pct,share_volume,trade_volume,collection_date,collection_timestamp
BRR.N0000,22.7,22.7,22.7,22.7,22.7,0.0,0.0,1,1,2026-02-11,2026-02-11 16:00:16
BERU.N0000,3.7,3.7,3.8,3.6,3.6,0.1,2.78,552686,40,2026-02-11,2026-02-11 16:00:16
BOGA.N0000,149.25,150.0,150.0,148.0,149.5,-0.25,-0.17,10041,69,2026-02-11,2026-02-11 16:00:16
BOPL.N0000,74.2,74.2,74.2,74.0,74.6,-0.4,-0.54,277,6,2026-02-11,2026-02-11 16:00:16
BRWN.N0000,185.5,185.0,189.75,182.75,186.75,-1.25,-0.67,21699,85,2026-02-11,2026-02-11 16:00:16
BIL.N0000,6.7,6.8,6.9,6.7,6.7,0.0,0.0,5310846,402,2026-02-11,2026-02-11 16:00:16
BUKI.N0000,940.0,953.0,953.0,935.5,962.5,-22.5,-2.34,1626,37,2026-02-11,2026-02-11 16:00:16
CIC.X0000,28.6,29.0,29.0,28.1,28.5,0.1,0.35,2233727,117,2026-02-11,2026-02-11 16:00:16
CIC.N0000,35.4,35.9,35.9,35.3,35.9,-0.5,-1.39,417078,118,2026-02-11,2026-02-11 16:00:16
COLO.N0000,58.7,60.9,60.9,57.1,58.2,0.5,0.86,31972,24,2026-02-11,2026-02-11 16:00:16
CTHR.N0000,646.0,655.0,655.0,650.0,646.0,0.0,0.0,9,3,2026-02-11,2026-02-11 16:00:16
CTLD.N0000,39.8,39.8,41.6,39.7,39.9,-0.1,-0.25,5032,17,2026-02-11,2026-02-11 16:00:16
CWM.N0000,41.0,42.0,42.2,40.0,41.6,-0.6,-1.44,81204,214,2026-02-11,2026-02-11 16:00:16
CSLK.N0000,14.4,14.5,14.6,14.2,14.2,0.2,1.41,151525,37,2026-02-11,2026-02-11 16:00:16
CALC.U0000,16.0,15.3,16.5,15.3,14.2,1.8,12.68,6574,23,2026-02-11,2026-02-11 16:00:16
CALI.U0000,16.2,16.6,16.8,14.8,16.5,-0.3,-1.82,2603,25,2026-02-11,2026-02-11 16:00:16
CALH.N0000,17.9,18.2,18.2,17.8,18.0,-0.1,-0.56,85174,88,2026-02-11,2026-02-11 16:00:16
CALT.N0000,53.3,53.0,53.4,52.3,53.0,0.3,0.57,153854,351,2026-02-11,2026-02-11 16:00:16
CARG.N0000,740.25,758.75,759.75,740.25,730.0,10.25,1.4,706,34,2026-02-11,2026-02-11 16:00:16
CBNK.N0000,9.7,9.8,9.8,9.6,9.7,0.0,0.0,468926,136,2026-02-11,2026-02-11 16:00:16
CABO.N0000,222.0,220.0,222.0,215.25,220.75,1.25,0.57,40788,39,2026-02-11,2026-02-11 16:00:16
CARS.N0000,680.0,686.0,690.0,679.75,687.75,-7.75,-1.13,1168,31,2026-02-11,2026-02-11 16:00:16
CFIN.N0000,279.5,280.0,280.0,275.75,275.5,4.0,1.45,13865,38,2026-02-11,2026-02-11 16:00:16
CIND.N0000,260.0,260.0,265.0,259.75,260.0,0.0,0.0,34010,57,2026-02-11,2026-02-11 16:00:16
CINS.N0000,3213.25,3200.0,3250.0,3200.0,3213.25,0.0,0.0,54,3,2026-02-11,2026-02-11 16:00:16
CINS.X0000,1790.0,1752.0,1752.0,1752.0,1790.0,0.0,0.0,30,1,2026-02-11,2026-02-11 16:00:16
BREW.N0000,2762.25,2760.0,2760.0,2640.75,2762.25,0.0,0.0,4,2,2026-02-11,2026-02-11 16:00:16
CCS.N0000,112.5,112.75,112.75,112.0,112.75,-0.25,-0.22,206848,72,2026-02-11,2026-02-11 16:00:16
GRAN.N0000,459.5,460.0,465.0,455.0,458.5,1.0,0.22,9666,46,2026-02-11,2026-02-11 16:00:16
GUAR.N0000,271.0,268.0,278.0,268.0,270.0,1.0,0.37,3222,13,2026-02-11,2026-02-11 16:00:16
CHL.X0000,255.75,256.0,260.0,250.0,258.75,-3.0,-1.16,1556,23,2026-02-11,2026-02-11 16:00:16
CHL.N0000,340.0,340.0,341.0,320.0,341.0,-1.0,-0.29,16992,58,2026-02-11,2026-02-11 16:00:16
CHOT.N0000,40.7,42.4,42.4,40.5,41.2,-0.5,-1.21,54983,22,2026-02-11,2026-02-11 16:00:16
CINV.N0000,128.75,127.5,128.75,126.0,127.75,1.0,0.78,33436,41,2026-02-11,2026-02-11 16:00:16
KZOO.N0000,22.0,21.6,22.7,21.6,21.8,0.2,0.92,2119229,541,2026-02-11,2026-02-11 16:00:16
CTBL.N0000,12.6,12.0,12.7,11.9,12.6,0.0,0.0,235868,83,2026-02-11,2026-02-11 16:00:16
CTC.N0000,1757.75,1770.0,1770.0,1755.0,1767.0,-9.25,-0.52,5161,57,2026-02-11,2026-02-11 16:00:16
CHMX.N0000,177.0,177.0,178.5,175.0,176.75,0.25,0.14,9711,29,2026-02-11,2026-02-11 16:00:16
LLUB.N0000,198.0,194.0,198.0,193.5,194.25,3.75,1.93,54520,151,2026-02-11,2026-02-11 16:00:16
CWL.N0000,19.7,19.9,20.0,19.0,19.9,-0.2,-1.01,49663,41,2026-02-11,2026-02-11 16:00:16
CDB.X0000,295.0,295.0,295.75,290.0,295.0,0.0,0.0,1210,17,2026-02-11,2026-02-11 16:00:16
CDB.N0000,379.25,384.75,384.75,384.75,379.25,0.0,0.0,2,1,2026-02-11,2026-02-11 16:00:16
REEF.N0000,4.2,4.3,4.3,4.2,4.2,0.0,0.0,198138,40,2026-02-11,2026-02-11 16:00:16
COOP.N0000,4.4,4.5,4.6,4.4,4.4,0.0,0.0,1176697,178,2026-02-11,2026-02-11 16:00:16
PHAR.N0000,143.0,139.0,150.0,139.0,139.5,3.5,2.51,91969,53,2026-02-11,2026-02-11 16:00:16
DOCK.N0000,147.75,146.75,151.0,144.25,147.5,0.25,0.17,758285,827,2026-02-11,2026-02-11 16:00:16
CFI.N0000,478.25,478.0,495.0,470.0,473.5,4.75,1.0,4814,54,2026-02-11,2026-02-11 16:00:16
CIT.N0000,539.5,536.5,550.0,536.25,539.5,0.0,0.0,23,5,2026-02-11,2026-02-11 16:00:16
CLND.N0000,54.5,54.9,55.5,53.2,54.1,0.4,0.74,657941,97,2026-02-11,2026-02-11 16:00:16
COMB.N0000,228.0,227.25,228.0,226.5,227.75,0.25,0.11,140805,212,2026-02-11,2026-02-11 16:00:16
COMB.X0000,204.75,204.0,205.0,204.0,204.0,0.75,0.37,167740,91,2026-02-11,2026-02-11 16:00:16
COCR.N0000,126.25,126.25,127.0,125.0,126.25,0.0,0.0,43782,148,2026-02-11,2026-02-11 16:00:16
COMD.N0000,323.75,322.0,336.0,322.0,323.75,0.0,0.0,16,3,2026-02-11,2026-02-11 16:00:16
SOY.N0000,2517.5,2560.0,2560.0,2506.0,2527.0,-9.5,-0.38,185,13,2026-02-11,2026-02-11 16:00:16
DPL.N0000,18.1,18.4,18.6,18.0,18.0,0.1,0.56,129401,60,2026-02-11,2026-02-11 16:00:16
DFCC.N0000,157.5,158.0,158.0,156.25,156.25,1.25,0.8,86046,155,2026-02-11,2026-02-11 16:00:16
DIAL.N0000,32.6,33.0,33.0,32.5,32.7,-0.1,-0.31,421758,194,2026-02-11,2026-02-11 16:00:16
CALF.N0000,178.25,145.0,181.25,139.5,145.0,33.25,22.93,118102,631,2026-02-11,2026-02-11 16:00:16
DIMO.N0000,1953.0,1970.0,1970.0,1945.0,1986.25,-33.25,-1.67,1050,38,2026-02-11,2026-02-11 16:00:16
PKME.N0000,159.75,163.0,163.0,159.5,160.5,-0.75,-0.47,42267,63,2026-02-11,2026-02-11 16:00:16
CTEA.N0000,1236.25,1230.0,1230.0,1220.25,1236.25,0.0,0.0,45,5,2026-02-11,2026-02-11 16:00:16
DIPD.N0000,58.8,59.1,59.5,58.8,59.0,-0.2,-0.34,210295,257,2026-02-11,2026-02-11 16:00:16
DIST.N0000,59.0,59.9,60.0,58.9,59.9,-0.9,-1.5,946438,178,2026-02-11,2026-02-11 16:00:16
STAF.N0000,51.9,50.0,52.5,49.9,50.0,1.9,3.8,159394,79,2026-02-11,2026-02-11 16:00:16
ECL.N0000,17.2,17.6,17.6,16.5,17.1,0.1,0.58,8685,27,2026-02-11,2026-02-11 16:00:16
EBCR.N0000,63.1,63.3,63.3,62.0,63.6,-0.5,-0.79,21567,25,2026-02-11,2026-02-11 16:00:16
EML.N0000,12.3,12.7,12.9,11.9,12.6,-0.3,-2.38,1360372,256,2026-02-11,2026-02-11 16:00:16
EAST.N0000,73.9,74.2,74.8,72.5,74.3,-0.4,-0.54,46260,27,2026-02-11,2026-02-11 16:00:16
EMER.N0000,16.9,16.7,18.1,16.2,16.2,0.7,4.32,2059842,717,2026-02-11,2026-02-11 16:00:16
EDEN.N0000,13.3,13.3,13.4,13.0,13.1,0.2,1.53,172446,52,2026-02-11,2026-02-11 16:00:16
ELPL.N0000,179.75,180.0,180.0,176.25,180.25,-0.5,-0.28,4592,20,2026-02-11,2026-02-11 16:00:16
ETWO.N0000,70.3,69.8,72.0,69.8,70.1,0.2,0.29,13596,7,2026-02-11,2026-02-11 16:00:16
PACK.N0000,14.2,14.7,14.7,14.0,14.5,-0.3,-2.07,221004,68,2026-02-11,2026-02-11 16:00:16
EXT.N0000,12.9,12.9,13.3,12.3,12.8,0.1,0.78,1230514,297,2026-02-11,2026-02-11 16:00:16
CFVF.N0000,65.4,66.0,66.1,65.1,66.0,-0.6,-0.91,113426,244,2026-02-11,2026-02-11 16:00:16
FCT.N0000,36.9,36.9,37.3,36.8,37.0,-0.1,-0.27,14431,63,2026-02-11,2026-02-11 16:00:16
GHLL.N0000,18.6,18.8,18.9,18.3,18.5,0.1,0.54,28039,28,2026-02-11,2026-02-11 16:00:16
WAPO.N0000,119.75,124.75,124.75,118.0,119.25,0.5,0.42,37287,142,2026-02-11,2026-02-11 16:00:16
GEST.N0000,365.25,330.5,380.0,325.25,337.0,28.25,8.38,43706,247,2026-02-11,2026-02-11 16:00:16
MEL.N0000,7.2,7.4,7.4,7.0,7.4,-0.2,-2.7,743777,187,2026-02-11,2026-02-11 16:00:16
HAPU.N0000,57.9,57.6,59.0,57.5,57.8,0.1,0.17,183,9,2026-02-11,2026-02-11 16:00:16
HNB.N0000,429.5,430.0,430.0,428.75,429.0,0.5,0.12,245333,210,2026-02-11,2026-02-11 16:00:16
HNB.X0000,377.25,375.25,378.75,371.75,370.25,7.0,1.89,149281,153,2026-02-11,2026-02-11 16:00:16
HPL.N0000,25.9,26.0,26.0,25.4,26.2,-0.3,-1.15,25637,54,2026-02-11,2026-02-11 16:00:16
HAYC.N0000,123.0,123.5,124.5,123.0,123.25,-0.25,-0.2,33116,72,2026-02-11,2026-02-11 16:00:16
MGT.N0000,38.7,39.1,39.1,38.4,39.8,-1.1,-2.76,132807,164,2026-02-11,2026-02-11 16:00:16
HEXP.N0000,117.75,119.0,120.0,116.0,116.75,1.0,0.86,4252,26,2026-02-11,2026-02-11 16:00:16
CONN.N0000,37.4,38.1,38.1,36.8,37.0,0.4,1.08,17945,13,2026-02-11,2026-02-11 16:00:16
HAYL.N0000,239.0,239.25,239.5,238.0,239.0,0.0,0.0,95372,142,2026-02-11,2026-02-11 16:00:16
HELA.N0000,3.2,3.3,3.3,3.2,3.3,-0.1,-3.03,991319,103,2026-02-11,2026-02-11 16:00:16
HHL.N0000,34.0,34.1,34.1,33.8,34.1,-0.1,-0.29,778675,338,2026-02-11,2026-02-11 16:00:16
CITH.N0000,4.3,4.4,4.4,4.3,4.4,-0.1,-2.27,195995,43,2026-02-11,2026-02-11 16:00:16
HASU.N0000,109.0,109.5,109.5,109.0,109.75,-0.75,-0.68,1480,9,2026-02-11,2026-02-11 16:00:16
HNBF.X0000,7.8,8.0,8.0,7.7,7.8,0.0,0.0,160703,31,2026-02-11,2026-02-11 16:00:16
HNBF.N0000,8.0,8.2,8.3,7.9,8.0,0.0,0.0,1106589,151,2026-02-11,2026-02-11 16:00:16
HOPL.N0000,51.2,51.1,52.8,51.0,51.1,0.1,0.2,2425,13,2026-02-11,2026-02-11 16:00:16
HSIG.N0000,94.0,94.0,94.0,92.0,93.9,0.1,0.11,5725,18,2026-02-11,2026-02-11 16:00:16
HDFC.N0000,57.9,56.6,57.9,56.6,56.9,1.0,1.76,2999,14,2026-02-11,2026-02-11 16:00:16
HBS.N0000,20.0,20.2,20.2,19.9,20.2,-0.2,-0.99,314564,89,2026-02-11,2026-02-11 16:00:16
HUNA.N0000,19.2,19.3,20.0,19.1,19.4,-0.2,-1.03,39618,24,2026-02-11,2026-02-11 16:00:16
HUNT.N0000,1498.5,1285.0,1494.0,1285.0,1498.5,0.0,0.0,4,4,2026-02-11,2026-02-11 16:00:16
HVA.N0000,5.4,5.7,5.7,5.3,5.6,-0.2,-3.57,1658432,173,2026-02-11,2026-02-11 16:00:16
ASPH.N0000,0.5,0.5,0.5,0.4,0.4,0.1,25.0,2726492,77,2026-02-11,2026-02-11 16:00:16
INME.N0000,1746.75,1710.0,1740.0,1688.0,1746.75,0.0,0.0,25,7,2026-02-11,2026-02-11 16:00:16
BFN.N0000,38.4,38.4,38.4,38.4,38.3,0.1,0.26,4588,7,2026-02-11,2026-02-11 16:00:16
JINS.N0000,135.75,137.25,138.0,134.5,137.25,-1.5,-1.09,82459,103,2026-02-11,2026-02-11 16:00:16
JAT.N0000,44.2,45.2,45.2,44.1,45.2,-1.0,-2.21,155080,173,2026-02-11,2026-02-11 16:00:16
JETS.N0000,17.8,18.0,18.1,17.7,18.0,-0.2,-1.11,231041,197,2026-02-11,2026-02-11 16:00:16
JFP.N0000,15.7,16.1,16.1,15.6,16.1,-0.4,-2.48,93333,80,2026-02-11,2026-02-11 16:00:16
JKH.N0000,22.5,22.4,22.7,22.3,22.4,0.1,0.45,2954469,351,2026-02-11,2026-02-11 16:00:16
KHL.N0000,21.2,21.4,21.9,21.0,21.4,-0.2,-0.93,261394,189,2026-02-11,2026-02-11 16:00:16
JKL.N0000,83.0,85.3,85.5,82.0,85.2,-2.2,-2.58,345,7,2026-02-11,2026-02-11 16:00:16
KAHA.N0000,20.2,20.5,21.0,20.0,20.9,-0.7,-3.35,16726,30,2026-02-11,2026-02-11 16:00:16
KPHL.N0000,19.5,20.2,20.4,18.9,19.9,-0.4,-2.01,193248,81,2026-02-11,2026-02-11 16:00:16
KFP.N0000,168.25,170.0,170.0,168.0,169.0,-0.75,-0.44,297,8,2026-02-11,2026-02-11 16:00:16
KGAL.N0000,141.25,142.0,142.0,141.25,141.25,0.0,0.0,316,12,2026-02-11,2026-02-11 16:00:16
KCAB.N0000,131.25,132.0,133.5,130.5,131.75,-0.5,-0.38,24603,72,2026-02-11,2026-02-11 16:00:16
TYRE.N0000,88.6,89.1,89.9,88.3,89.9,-1.3,-1.45,16054,111,2026-02-11,2026-02-11 16:00:16
KVAL.N0000,89.3,89.3,89.5,89.0,89.7,-0.4,-0.45,4592,26,2026-02-11,2026-02-11 16:00:16
CPRT.N0000,2417.5,2350.0,2440.0,2001.0,1959.75,457.75,23.36,2564,134,2026-02-11,2026-02-11 16:00:16
KOTA.N0000,9.4,9.5,9.7,9.3,9.5,-0.1,-1.05,895676,153,2026-02-11,2026-02-11 16:00:16
LAMB.N0000,1650.0,1447.0,1750.0,1447.0,1441.5,208.5,14.46,826,79,2026-02-11,2026-02-11 16:00:16
LOLC.N0000,586.25,590.0,592.0,585.0,590.0,-3.75,-0.64,29376,112,2026-02-11,2026-02-11 16:00:16
LVEF.N0000,8.9,9.0,9.1,8.9,9.0,-0.1,-1.11,1146328,247,2026-02-11,2026-02-11 16:00:16
LPRT.N0000,771.5,630.0,771.5,630.0,617.25,154.25,24.99,9757,119,2026-02-11,2026-02-11 16:00:16
LALU.N0000,47.5,48.5,48.5,47.5,47.9,-0.4,-0.84,21696,19,2026-02-11,2026-02-11 16:00:16
ASHO.N0000,3952.75,3900.25,4000.0,3900.25,3900.25,52.5,1.35,266,26,2026-02-11,2026-02-11 16:00:16
CERA.N0000,167.0,167.0,167.0,166.75,167.0,0.0,0.0,607,8,2026-02-11,2026-02-11 16:00:16
LCBF.N0000,9.2,8.5,9.4,8.4,8.3,0.9,10.84,13111258,541,2026-02-11,2026-02-11 16:00:16
LIOC.N0000,141.0,140.5,142.0,140.0,140.0,1.0,0.71,145350,118,2026-02-11,2026-02-11 16:00:16
LMF.N0000,76.6,76.0,78.0,75.1,76.3,0.3,0.39,1471322,405,2026-02-11,2026-02-11 16:00:16
ASCO.N0000,52.4,50.5,52.5,50.5,51.5,0.9,1.75,263848,81,2026-02-11,2026-02-11 16:00:16
TILE.N0000,50.1,50.8,50.8,49.2,50.4,-0.3,-0.6,130148,108,2026-02-11,2026-02-11 16:00:16
LVEN.N0000,66.1,67.0,67.9,66.1,67.0,-0.9,-1.34,8182,14,2026-02-11,2026-02-11 16:00:16
LWL.N0000,52.0,53.2,54.0,52.0,52.2,-0.2,-0.38,108637,40,2026-02-11,2026-02-11 16:00:16
LCEY.N0000,47.1,47.9,47.9,46.6,46.9,0.2,0.43,191,9,2026-02-11,2026-02-11 16:00:16
LDEV.N0000,20.5,21.9,21.9,20.5,20.6,-0.1,-0.49,384851,58,2026-02-11,2026-02-11 16:00:16
LGL.N0000,69.6,69.5,69.9,69.3,69.5,0.1,0.14,68249,48,2026-02-11,2026-02-11 16:00:16
LGL.X0000,53.1,53.1,54.0,53.1,53.6,-0.5,-0.93,1387,11,2026-02-11,2026-02-11 16:00:16
LPL.X0000,10.0,10.1,10.1,9.9,10.0,0.0,0.0,31903,15,2026-02-11,2026-02-11 16:00:16
LPL.N0000,14.0,14.0,14.0,13.9,13.9,0.1,0.72,9012,14,2026-02-11,2026-02-11 16:00:16
LITE.N0000,53.5,52.1,53.5,52.0,53.0,0.5,0.94,593,5,2026-02-11,2026-02-11 16:00:16
LFIN.N0000,165.0,164.0,165.75,162.75,163.75,1.25,0.76,43772,109,2026-02-11,2026-02-11 16:00:16
SHAW.N0000,220.0,216.5,222.0,215.0,223.0,-3.0,-1.35,40254,27,2026-02-11,2026-02-11 16:00:16
LION.N0000,1796.75,1799.0,1799.0,1799.0,1796.75,0.0,0.0,23,6,2026-02-11,2026-02-11 16:00:16
LOFC.N0000,5.9,6.0,6.0,5.9,5.9,0.0,0.0,489622,89,2026-02-11,2026-02-11 16:00:16
LGIL.N0000,8.8,8.8,8.9,8.5,8.8,0.0,0.0,14415,21,2026-02-11,2026-02-11 16:00:16
HPFL.N0000,15.0,15.2,15.4,14.8,14.9,0.1,0.67,14617,27,2026-02-11,2026-02-11 16:00:16
LUMX.N0000,10.1,10.7,11.0,10.0,10.6,-0.5,-4.72,839297,244,2026-02-11,2026-02-11 16:00:16
MADU.N0000,12.3,12.3,12.5,12.3,12.5,-0.2,-1.6,11863,11,2026-02-11,2026-02-11 16:00:16
MFPE.N0000,13.2,13.9,13.9,13.2,13.5,-0.3,-2.22,141277,45,2026-02-11,2026-02-11 16:00:16
MCPL.N0000,55.4,56.7,56.7,55.1,56.6,-1.2,-2.12,989,10,2026-02-11,2026-02-11 16:00:16
MRH.N0000,18.0,18.0,18.3,18.0,18.4,-0.4,-2.17,2045,9,2026-02-11,2026-02-11 16:00:16
MAL.N0000,57.8,55.5,57.8,55.5,57.5,0.3,0.52,1107,4,2026-02-11,2026-02-11 16:00:16
MAL.X0000,39.0,39.0,39.0,39.0,39.2,-0.2,-0.51,349,7,2026-02-11,2026-02-11 16:00:16
MARA.N0000,6.7,6.8,6.8,6.7,6.8,-0.1,-1.47,363449,57,2026-02-11,2026-02-11 16:00:16
MASK.N0000,75.0,74.7,75.0,74.7,75.0,0.0,0.0,418,9,2026-02-11,2026-02-11 16:00:16
MELS.N0000,180.5,182.0,182.0,180.5,181.75,-1.25,-0.69,158448,78,2026-02-11,2026-02-11 16:00:16
MERC.N0000,34.5,34.0,35.9,33.6,34.0,0.5,1.47,166962,52,2026-02-11,2026-02-11 16:00:16
MSL.N0000,370.25,364.0,378.0,362.0,373.25,-3.0,-0.8,274,14,2026-02-11,2026-02-11 16:00:16
MBSL.N0000,12.3,12.1,12.4,12.1,12.2,0.1,0.82,113192,45,2026-02-11,2026-02-11 16:00:16
MHDL.N0000,11.1,11.5,11.7,10.0,11.7,-0.6,-5.13,910895,280,2026-02-11,2026-02-11 16:00:16
MULL.N0000,2.4,2.5,2.5,2.3,2.4,0.0,0.0,201478,41,2026-02-11,2026-02-11 16:00:16
MDL.N0000,26.2,24.6,26.5,23.5,23.6,2.6,11.02,814452,378,2026-02-11,2026-02-11 16:00:16
NAMU.N0000,898.75,904.0,904.0,872.0,901.25,-2.5,-0.28,1624,44,2026-02-11,2026-02-11 16:00:16
NDB.N0000,146.0,148.25,148.25,145.75,146.0,0.0,0.0,153304,117,2026-02-11,2026-02-11 16:00:16
NTB.X0000,444.75,445.0,445.0,440.25,445.75,-1.0,-0.22,265,10,2026-02-11,2026-02-11 16:00:16
NTB.N0000,340.0,343.25,343.25,337.0,343.25,-3.25,-0.95,37831,81,2026-02-11,2026-02-11 16:00:16
NHL.N0000,14.5,12.8,15.0,12.1,12.6,1.9,15.08,5321548,1204,2026-02-11,2026-02-11 16:00:16
ODEL.N0000,12.2,13.0,13.0,12.1,12.4,-0.2,-1.61,19375,27,2026-02-11,2026-02-11 16:00:16
OFEQ.N0000,610.0,527.75,640.5,527.75,512.5,97.5,19.02,2711,158,2026-02-11,2026-02-11 16:00:16
ONAL.N0000,46.7,46.9,46.9,44.5,45.4,1.3,2.86,1010,8,2026-02-11,2026-02-11 16:00:16
OSEA.N0000,46.4,45.7,46.9,45.0,45.5,0.9,1.98,53738,108,2026-02-11,2026-02-11 16:00:16
PALM.N0000,72.3,71.0,74.4,69.5,73.6,-1.3,-1.77,838,7,2026-02-11,2026-02-11 16:00:16
PABC.N0000,60.0,61.0,61.0,60.0,60.4,-0.4,-0.66,45993,90,2026-02-11,2026-02-11 16:00:16
PAP.N0000,22.5,23.4,23.4,22.4,23.0,-0.5,-2.17,423705,218,2026-02-11,2026-02-11 16:00:16
PARA.N0000,659.75,685.0,685.0,640.0,657.5,2.25,0.34,2323,25,2026-02-11,2026-02-11 16:00:16
PEG.N0000,40.2,41.5,42.0,40.1,41.6,-1.4,-3.37,19692,13,2026-02-11,2026-02-11 16:00:16
PINS.N0000,30.3,31.1,31.4,30.0,30.8,-0.5,-1.62,39051,55,2026-02-11,2026-02-11 16:00:16
PLC.N0000,26.7,27.0,27.0,26.5,26.7,0.0,0.0,135180,92,2026-02-11,2026-02-11 16:00:16
GLAS.N0000,57.2,57.3,57.8,57.0,58.1,-0.9,-1.55,26586,35,2026-02-11,2026-02-11 16:00:16
PMB.N0000,13.6,13.7,13.7,13.3,13.4,0.2,1.49,29194,19,2026-02-11,2026-02-11 16:00:16
PLR.N0000,47.0,46.0,47.2,45.8,46.4,0.6,1.29,614108,224,2026-02-11,2026-02-11 16:00:16
CARE.N0000,55.0,54.4,55.0,54.4,54.2,0.8,1.48,14160,8,2026-02-11,2026-02-11 16:00:16
RIL.N0000,35.2,35.1,35.7,34.5,35.0,0.2,0.57,288578,104,2026-02-11,2026-02-11 16:00:16
RGEM.N0000,209.0,208.5,214.75,206.0,202.25,6.75,3.34,21984,126,2026-02-11,2026-02-11 16:00:16
RWSL.N0000,22.6,22.7,22.8,22.0,22.7,-0.1,-0.44,118370,112,2026-02-11,2026-02-11 16:00:16
RFL.N0000,36.0,37.0,37.0,36.0,37.0,-1.0,-2.7,5333,9,2026-02-11,2026-02-11 16:00:16
RAL.N0000,15.6,15.9,16.0,15.3,15.8,-0.2,-1.27,2368147,414,2026-02-11,2026-02-11 16:00:16
RENU.N0000,969.75,972.25,972.25,950.0,972.25,-2.5,-0.26,566,9,2026-02-11,2026-02-11 16:00:16
COCO.N0000,70.7,72.8,72.8,70.2,71.5,-0.8,-1.12,76196,117,2026-02-11,2026-02-11 16:00:16
COCO.X0000,59.0,62.6,62.7,59.0,59.0,0.0,0.0,29185,58,2026-02-11,2026-02-11 16:00:16
