symbol,price,open,high,low,previous_close,change_rs,change_pct,share_volume,trade_volume,collection_date,collection_timestamp
CTHR.N0000,648.0,670.0,670.0,648.0,646.0,2.0,0.31,157,7,2026-02-10,2026-02-10 10:00:22
CTLD.N0000,41.4,41.9,41.9,41.4,39.9,1.5,3.76,141,2,2026-02-10,2026-02-10 10:00:22
CWM.N0000,43.8,43.9,43.9,43.7,43.7,0.1,0.23,319,6,2026-02-10,2026-02-10 10:00:22
CSLK.N0000,14.3,14.2,14.3,14.2,14.2,0.1,0.7,6470,6,2026-02-10,2026-02-10 10:00:22
CALI.U0000,14.5,14.7,14.7,14.5,14.0,0.5,3.57,10019,13,2026-02-10,2026-02-10 10:00:22
CALH.N0000,18.0,17.9,18.0,17.9,18.0,0.0,0.0,16882,10,2026-02-10,2026-02-10 10:00:22
CALT.N0000,53.0,53.7,53.7,52.5,55.1,-2.1,-3.81,190420,290,2026-02-10,2026-02-10 10:00:22
CARG.N0000,760.0,760.0,760.0,750.0,751.0,9.0,1.2,169,9,2026-02-10,2026-02-10 10:00:22
CBNK.N0000,9.9,9.9,9.9,9.8,9.7,0.2,2.06,7003,9,2026-02-10,2026-02-10 10:00:22
CABO.N0000,220.0,220.0,220.0,220.0,220.75,-0.75,-0.34,1,1,2026-02-10,2026-02-10 10:00:22
CFIN.N0000,280.0,279.5,280.0,279.5,280.0,0.0,0.0,743,5,2026-02-10,2026-02-10 10:00:22
CIND.N0000,261.75,266.0,266.0,261.75,264.5,-2.75,-1.04,2679,20,2026-02-10,2026-02-10 10:00:22
BREW.N0000,2760.0,2760.0,2760.0,2760.0,2762.25,-2.25,-0.08,23,4,2026-02-10,2026-02-10 10:00:22
CCS.N0000,114.0,114.5,114.5,113.0,112.75,1.25,1.11,422,3,2026-02-10,2026-02-10 10:00:22
GRAN.N0000,463.25,470.0,470.0,463.0,467.0,-3.75,-0.8,1702,17,2026-02-10,2026-02-10 10:00:22
GUAR.N0000,279.75,279.75,279.75,279.75,274.25,5.5,2.01,1,1,2026-02-10,2026-02-10 10:00:22
CHL.X0000,258.0,258.0,258.0,258.0,249.5,8.5,3.41,13,3,2026-02-10,2026-02-10 10:00:22
CHL.N0000,345.0,340.0,345.0,340.0,344.75,0.25,0.07,2647,5,2026-02-10,2026-02-10 10:00:22
CHOT.N0000,43.0,43.0,43.0,43.0,41.7,1.3,3.12,10,1,2026-02-10,2026-02-10 10:00:22
CINV.N0000,129.0,129.5,129.5,129.0,128.75,0.25,0.19,510,4,2026-02-10,2026-02-10 10:00:22
KZOO.N0000,20.7,21.5,22.0,20.7,21.0,-0.3,-1.43,131163,59,2026-02-10,2026-02-10 10:00:22
CTBL.N0000,12.0,12.7,12.7,12.0,12.0,0.0,0.0,12899,16,2026-02-10,2026-02-10 10:00:22
CTC.N0000,1761.0,1770.0,1770.0,1761.0,1768.5,-7.5,-0.42,181,4,2026-02-10,2026-02-10 10:00:22
CHMX.N0000,179.0,179.0,179.0,179.0,176.75,2.25,1.27,1,1,2026-02-10,2026-02-10 10:00:22
LLUB.N0000,194.75,193.0,194.75,193.0,193.25,1.5,0.78,6128,11,2026-02-10,2026-02-10 10:00:22
CWL.N0000,20.9,20.6,21.1,19.0,20.6,0.3,1.46,73106,35,2026-02-10,2026-02-10 10:00:22
CDB.N0000,388.0,370.0,388.0,370.0,385.5,2.5,0.65,21,4,2026-02-10,2026-02-10 10:00:22
CDB.X0000,300.0,300.0,300.0,300.0,296.25,3.75,1.27,18,2,2026-02-10,2026-02-10 10:00:22
REEF.N0000,4.3,4.3,4.3,4.3,4.3,0.0,0.0,2003,1,2026-02-10,2026-02-10 10:00:22
COOP.N0000,4.5,4.6,4.6,4.4,4.5,0.0,0.0,432064,48,2026-02-10,2026-02-10 10:00:22
PHAR.N0000,147.75,147.75,147.75,147.75,142.75,5.0,3.5,1,1,2026-02-10,2026-02-10 10:00:22
DOCK.N0000,150.25,150.75,152.75,150.25,150.75,-0.5,-0.33,23538,52,2026-02-10,2026-02-10 10:00:22
CIT.N0000,570.0,570.0,570.0,570.0,570.25,-0.25,-0.04,10,1,2026-02-10,2026-02-10 10:00:22
CLND.N0000,54.4,54.2,56.2,54.2,54.0,0.4,0.74,15177,17,2026-02-10,2026-02-10 10:00:22
COMB.N0000,227.0,228.0,228.0,226.0,227.75,-0.75,-0.33,14868,34,2026-02-10,2026-02-10 10:00:22
COMB.X0000,204.0,204.25,204.25,204.0,203.0,1.0,0.49,370,5,2026-02-10,2026-02-10 10:00:22
COCR.N0000,127.5,127.25,127.5,127.0,127.5,0.0,0.0,2844,27,2026-02-10,2026-02-10 10:00:22
DPL.N0000,18.4,18.2,18.5,18.2,18.1,0.3,1.66,7780,15,2026-02-10,2026-02-10 10:00:22
DFCC.N0000,158.0,156.0,158.0,156.0,156.0,2.0,1.28,5838,24,2026-02-10,2026-02-10 10:00:22
DIAL.N0000,33.4,33.7,33.7,33.2,33.3,0.1,0.3,17591,34,2026-02-10,2026-02-10 10:00:22
CALF.N0000,130.0,144.0,150.0,125.25,142.0,-12.0,-8.45,22043,69,2026-02-10,2026-02-10 10:00:22
DIMO.N0000,2000.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,6,2,2026-02-10,2026-02-10 10:00:22
PKME.N0000,162.0,163.0,163.0,162.0,161.0,1.0,0.62,1322,6,2026-02-10,2026-02-10 10:00:22
DIPD.N0000,59.8,60.0,60.4,59.7,59.1,0.7,1.18,64585,34,2026-02-10,2026-02-10 10:00:22
DIST.N0000,60.9,61.0,61.0,60.9,60.0,0.9,1.5,1925,6,2026-02-10,2026-02-10 10:00:22
STAF.N0000,50.0,51.0,51.0,50.0,50.0,0.0,0.0,24542,21,2026-02-10,2026-02-10 10:00:22
ECL.N0000,17.7,17.7,17.7,17.7,17.0,0.7,4.12,277,1,2026-02-10,2026-02-10 10:00:22
EBCR.N0000,64.8,64.9,64.9,64.8,63.6,1.2,1.89,21,4,2026-02-10,2026-02-10 10:00:22
EML.N0000,13.1,13.1,13.3,13.1,13.0,0.1,0.77,77725,16,2026-02-10,2026-02-10 10:00:22
EAST.N0000,73.2,75.0,75.0,73.0,74.1,-0.9,-1.21,20979,12,2026-02-10,2026-02-10 10:00:22
EMER.N0000,15.0,15.0,15.5,15.0,15.0,0.0,0.0,88335,31,2026-02-10,2026-02-10 10:00:22
EDEN.N0000,13.0,13.2,13.2,13.0,13.1,-0.1,-0.76,26556,11,2026-02-10,2026-02-10 10:00:22
ETWO.N0000,73.0,73.0,73.0,73.0,70.9,2.1,2.96,47,1,2026-02-10,2026-02-10 10:00:22
PACK.N0000,14.6,15.0,15.0,14.6,14.7,-0.1,-0.68,1800,2,2026-02-10,2026-02-10 10:00:22
EXT.N0000,11.9,12.2,12.3,11.9,11.9,0.0,0.0,69854,21,2026-02-10,2026-02-10 10:00:22
CFVF.N0000,66.0,66.2,66.5,65.9,66.1,-0.1,-0.15,45865,45,2026-02-10,2026-02-10 10:00:22
FCT.N0000,37.6,38.0,38.0,37.6,37.7,-0.1,-0.27,15466,21,2026-02-10,2026-02-10 10:00:22
WAPO.N0000,122.0,122.0,122.0,120.0,121.5,0.5,0.41,27853,54,2026-02-10,2026-02-10 10:00:22
GEST.N0000,354.75,347.25,357.0,345.0,344.75,10.0,2.9,5521,18,2026-02-10,2026-02-10 10:00:22
MEL.N0000,7.4,7.3,7.5,7.2,7.3,0.1,1.37,91446,28,2026-02-10,2026-02-10 10:00:22
HARI.N0000,5780.0,5780.0,5780.0,5780.0,5659.0,121.0,2.14,2,1,2026-02-10,2026-02-10 10:00:22
HNB.X0000,369.5,368.75,369.5,368.5,368.75,0.75,0.2,6640,14,2026-02-10,2026-02-10 10:00:22
HNB.N0000,430.0,430.0,430.0,429.5,428.75,1.25,0.29,19036,39,2026-02-10,2026-02-10 10:00:22
HPL.N0000,25.8,25.8,25.8,25.8,26.1,-0.3,-1.15,200,1,2026-02-10,2026-02-10 10:00:22
HAYC.N0000,124.75,124.75,124.75,124.75,124.0,0.75,0.6,48,1,2026-02-10,2026-02-10 10:00:22
MGT.N0000,39.9,39.6,39.9,39.6,39.5,0.4,1.01,3003,9,2026-02-10,2026-02-10 10:00:22
HEXP.N0000,121.0,120.0,123.5,120.0,119.75,1.25,1.04,7408,28,2026-02-10,2026-02-10 10:00:22
CONN.N0000,38.0,38.0,38.0,38.0,36.8,1.2,3.26,1301,6,2026-02-10,2026-02-10 10:00:22
HAYL.N0000,239.0,239.0,239.5,239.0,239.0,0.0,0.0,22962,33,2026-02-10,2026-02-10 10:00:22
HELA.N0000,3.3,3.3,3.3,3.2,3.3,0.0,0.0,562599,21,2026-02-10,2026-02-10 10:00:22
HHL.N0000,34.2,34.3,34.5,34.0,34.2,0.0,0.0,290036,53,2026-02-10,2026-02-10 10:00:22
CITH.N0000,4.4,4.3,4.4,4.2,4.2,0.2,4.76,103138,15,2026-02-10,2026-02-10 10:00:22
HASU.N0000,109.25,110.0,110.0,109.0,109.0,0.25,0.23,1118,7,2026-02-10,2026-02-10 10:00:22
HNBF.N0000,8.3,8.3,8.3,8.1,8.1,0.2,2.47,7264,6,2026-02-10,2026-02-10 10:00:22
HOPL.N0000,53.4,53.4,53.4,53.4,51.4,2.0,3.89,100,1,2026-02-10,2026-02-10 10:00:22
HSIG.N0000,95.1,95.1,95.1,95.1,95.9,-0.8,-0.83,58,1,2026-02-10,2026-02-10 10:00:22
HDFC.N0000,56.7,56.9,56.9,56.7,56.9,-0.2,-0.35,250,3,2026-02-10,2026-02-10 10:00:22
HBS.N0000,20.3,20.6,20.6,20.3,20.6,-0.3,-1.46,74,5,2026-02-10,2026-02-10 10:00:22
HVA.N0000,5.9,5.5,6.1,5.5,5.5,0.4,7.27,1895046,206,2026-02-10,2026-02-10 10:00:22
ASPH.N0000,0.5,0.5,0.5,0.4,0.5,0.0,0.0,12585696,73,2026-02-10,2026-02-10 10:00:22
BFN.N0000,38.4,38.4,38.4,38.4,38.4,0.0,0.0,210,2,2026-02-10,2026-02-10 10:00:22
JINS.N0000,138.5,139.0,139.0,138.5,137.0,1.5,1.09,831,3,2026-02-10,2026-02-10 10:00:22
JAT.N0000,45.5,45.8,45.8,45.5,45.5,0.0,0.0,1960,10,2026-02-10,2026-02-10 10:00:22
JETS.N0000,18.2,18.3,18.3,18.2,18.1,0.1,0.55,11118,8,2026-02-10,2026-02-10 10:00:22
JFP.N0000,16.5,16.6,16.6,16.5,16.3,0.2,1.23,1660,2,2026-02-10,2026-02-10 10:00:22
JKH.N0000,22.1,22.2,22.2,22.1,22.2,-0.1,-0.45,91634,32,2026-02-10,2026-02-10 10:00:22
KHL.N0000,21.9,21.9,21.9,21.5,21.8,0.1,0.46,124769,31,2026-02-10,2026-02-10 10:00:22
JKL.N0000,85.2,85.2,85.2,85.2,84.1,1.1,1.31,11,1,2026-02-10,2026-02-10 10:00:22
KAHA.N0000,21.0,21.1,21.1,21.0,20.0,1.0,5.0,1004,3,2026-02-10,2026-02-10 10:00:22
KPHL.N0000,20.5,20.5,20.5,20.5,20.1,0.4,1.99,511,3,2026-02-10,2026-02-10 10:00:22
KCAB.N0000,131.0,131.5,131.75,130.75,131.0,0.0,0.0,2022,15,2026-02-10,2026-02-10 10:00:22
TYRE.N0000,90.0,90.0,90.0,90.0,89.0,1.0,1.12,535,6,2026-02-10,2026-02-10 10:00:22
KVAL.N0000,89.8,90.0,90.0,89.8,90.0,-0.2,-0.22,101,2,2026-02-10,2026-02-10 10:00:22
CPRT.N0000,2000.0,1950.0,2090.0,1950.0,1799.75,200.25,11.13,304,26,2026-02-10,2026-02-10 10:00:22
KOTA.N0000,9.5,9.6,9.6,9.4,9.6,-0.1,-1.04,47482,26,2026-02-10,2026-02-10 10:00:22
LOLC.N0000,591.5,599.25,599.25,590.0,595.0,-3.5,-0.59,9252,29,2026-02-10,2026-02-10 10:00:22
LVEF.N0000,9.1,9.2,9.2,9.1,9.0,0.1,1.11,6900,5,2026-02-10,2026-02-10 10:00:22
LPRT.N0000,607.5,599.0,607.5,599.0,570.25,37.25,6.53,153,10,2026-02-10,2026-02-10 10:00:22
LALU.N0000,47.9,47.9,47.9,47.8,47.9,0.0,0.0,5515,4,2026-02-10,2026-02-10 10:00:22
ASHO.N0000,3900.0,4000.0,4000.0,3900.0,3899.5,0.5,0.01,147,8,2026-02-10,2026-02-10 10:00:22
LCBF.N0000,8.7,8.6,8.9,8.6,8.5,0.2,2.35,73241,17,2026-02-10,2026-02-10 10:00:22
LIOC.N0000,140.5,140.25,140.5,140.0,140.0,0.5,0.36,1611,9,2026-02-10,2026-02-10 10:00:22
LMF.N0000,78.0,78.0,78.6,77.5,76.9,1.1,1.43,189910,118,2026-02-10,2026-02-10 10:00:22
ASCO.N0000,52.9,52.9,52.9,52.9,53.0,-0.1,-0.19,300,1,2026-02-10,2026-02-10 10:00:22
TILE.N0000,50.0,51.2,51.2,50.0,50.4,-0.4,-0.79,6640,13,2026-02-10,2026-02-10 10:00:22
LVEN.N0000,67.8,67.8,67.8,67.8,65.5,2.3,3.51,30,1,2026-02-10,2026-02-10 10:00:22
LWL.N0000,53.8,53.8,53.8,53.8,52.7,1.1,2.09,122,3,2026-02-10,2026-02-10 10:00:22
LCEY.N0000,47.3,47.3,47.3,47.3,48.0,-0.7,-1.46,1412,6,2026-02-10,2026-02-10 10:00:22
LDEV.N0000,21.9,21.0,22.0,21.0,21.0,0.9,4.29,73058,13,2026-02-10,2026-02-10 10:00:22
LGL.X0000,55.0,56.7,56.7,55.0,55.4,-0.4,-0.72,1412,4,2026-02-10,2026-02-10 10:00:22
LGL.N0000,70.1,71.0,71.6,70.1,71.1,-1.0,-1.41,3719,6,2026-02-10,2026-02-10 10:00:22
LPL.X0000,10.1,10.2,10.2,10.1,10.2,-0.1,-0.98,11232,5,2026-02-10,2026-02-10 10:00:22
LPL.N0000,13.9,14.0,14.0,13.9,14.0,-0.1,-0.71,301,2,2026-02-10,2026-02-10 10:00:22
LFIN.N0000,165.0,164.0,166.5,164.0,163.5,1.5,0.92,5287,25,2026-02-10,2026-02-10 10:00:22
SHAW.N0000,220.0,220.0,220.0,220.0,223.0,-3.0,-1.35,27,2,2026-02-10,2026-02-10 10:00:22
LION.N0000,1795.5,1790.0,1795.5,1790.0,1794.5,1.0,0.06,31,4,2026-02-10,2026-02-10 10:00:22
LOFC.N0000,5.9,6.0,6.0,5.9,5.9,0.0,0.0,126172,20,2026-02-10,2026-02-10 10:00:22
LGIL.N0000,8.3,8.4,8.4,8.3,8.5,-0.2,-2.35,21400,12,2026-02-10,2026-02-10 10:00:22
HPFL.N0000,15.4,15.4,15.4,15.4,15.0,0.4,2.67,10,1,2026-02-10,2026-02-10 10:00:22
LUMX.N0000,10.0,10.5,10.8,9.8,10.5,-0.5,-4.76,164815,66,2026-02-10,2026-02-10 10:00:22
MFPE.N0000,14.0,13.9,14.4,13.9,13.6,0.4,2.94,48731,33,2026-02-10,2026-02-10 10:00:22
MCPL.N0000,55.1,57.0,57.0,55.1,56.4,-1.3,-2.3,601,4,2026-02-10,2026-02-10 10:00:22
MAL.N0000,58.0,58.0,58.0,58.0,57.5,0.5,0.87,1,1,2026-02-10,2026-02-10 10:00:22
MARA.N0000,6.9,7.0,7.0,6.9,6.8,0.1,1.47,751,4,2026-02-10,2026-02-10 10:00:22
MELS.N0000,183.25,181.25,183.75,180.75,182.0,1.25,0.69,39750,22,2026-02-10,2026-02-10 10:00:22
MERC.N0000,34.5,34.5,34.5,34.5,34.5,0.0,0.0,3585,6,2026-02-10,2026-02-10 10:00:22
MSL.N0000,377.0,375.0,379.0,375.0,369.75,7.25,1.96,431,7,2026-02-10,2026-02-10 10:00:22
MBSL.N0000,12.6,12.6,12.6,12.6,12.5,0.1,0.8,5121,4,2026-02-10,2026-02-10 10:00:22
MHDL.N0000,10.9,11.0,11.0,10.9,11.0,-0.1,-0.91,846,4,2026-02-10,2026-02-10 10:00:22
MULL.N0000,2.5,2.5,2.5,2.4,2.4,0.1,4.17,50296,14,2026-02-10,2026-02-10 10:00:22
MDL.N0000,23.5,24.0,24.0,23.5,23.5,0.0,0.0,4060,7,2026-02-10,2026-02-10 10:00:22
NAMU.N0000,908.0,910.0,939.75,895.0,868.75,39.25,4.52,3030,43,2026-02-10,2026-02-10 10:00:22
NDB.N0000,148.25,148.25,148.5,148.25,147.25,1.0,0.68,2436,5,2026-02-10,2026-02-10 10:00:22
NTB.X0000,438.0,410.0,438.0,410.0,429.0,9.0,2.1,112,2,2026-02-10,2026-02-10 10:00:22
NTB.N0000,347.5,346.25,347.75,346.0,341.25,6.25,1.83,2607,20,2026-02-10,2026-02-10 10:00:22
NHL.N0000,12.8,12.9,12.9,12.4,12.6,0.2,1.59,2036,7,2026-02-10,2026-02-10 10:00:22
ODEL.N0000,12.4,12.4,12.4,12.4,12.0,0.4,3.33,2,2,2026-02-10,2026-02-10 10:00:22
OFEQ.N0000,529.75,529.75,529.75,529.75,512.5,17.25,3.37,1,1,2026-02-10,2026-02-10 10:00:22
ONAL.N0000,47.5,45.8,47.5,45.8,45.5,2.0,4.4,3950,11,2026-02-10,2026-02-10 10:00:22
OSEA.N0000,46.0,46.0,46.0,46.0,45.9,0.1,0.22,1501,3,2026-02-10,2026-02-10 10:00:22
PABC.N0000,60.2,60.0,60.3,60.0,60.6,-0.4,-0.66,6771,8,2026-02-10,2026-02-10 10:00:22
PAP.N0000,23.0,23.4,23.4,23.0,23.3,-0.3,-1.29,23163,28,2026-02-10,2026-02-10 10:00:22
PINS.N0000,31.5,31.5,31.5,31.5,31.3,0.2,0.64,1,1,2026-02-10,2026-02-10 10:00:22
PLC.N0000,26.5,26.5,27.5,26.5,26.0,0.5,1.92,102694,105,2026-02-10,2026-02-10 10:00:22
PMB.N0000,13.7,13.8,13.8,13.7,13.8,-0.1,-0.72,1070,3,2026-02-10,2026-02-10 10:00:22
PLR.N0000,46.7,46.9,46.9,46.6,47.0,-0.3,-0.64,17568,25,2026-02-10,2026-02-10 10:00:22
CARE.N0000,54.2,54.6,54.6,54.2,55.2,-1.0,-1.81,3000,3,2026-02-10,2026-02-10 10:00:22
RIL.N0000,35.8,35.9,35.9,35.8,35.5,0.3,0.85,5080,5,2026-02-10,2026-02-10 10:00:22
RGEM.N0000,202.5,220.0,225.0,202.25,212.0,-9.5,-4.48,2133,29,2026-02-10,2026-02-10 10:00:22
RWSL.N0000,23.0,23.0,23.0,23.0,22.9,0.1,0.44,100,1,2026-02-10,2026-02-10 10:00:22
RFL.N0000,38.0,38.0,38.0,38.0,36.0,2.0,5.56,54,1,2026-02-10,2026-02-10 10:00:22
RAL.N0000,16.3,15.7,16.3,15.6,15.7,0.6,3.82,4600682,467,2026-02-10,2026-02-10 10:00:22
RENU.N0000,989.0,964.0,990.0,925.0,957.25,31.75,3.32,2003,20,2026-02-10,2026-02-10 10:00:22
COCO.N0000,74.7,74.7,74.7,73.6,73.8,0.9,1.22,44134,35,2026-02-10,2026-02-10 10:00:22
COCO.X0000,64.5,63.5,65.0,63.5,62.4,2.1,3.37,63351,70,2026-02-10,2026-02-10 10:00:22
RHL.X0000,41.3,40.4,41.4,40.3,40.1,1.2,2.99,277054,25,2026-02-10,2026-02-10 10:00:22
RHL.N0000,56.8,58.0,58.0,56.8,57.8,-1.0,-1.73,49298,71,2026-02-10,2026-02-10 10:00:22
RCH.N0000,259.75,259.25,259.75,253.0,259.25,0.5,0.19,1475,6,2026-02-10,2026-02-10 10:00:22
HPWR.N0000,11.0,11.0,11.0,11.0,11.0,0.0,0.0,360,2,2026-02-10,2026-02-10 10:00:22
RICH.N0000,38.5,37.6,38.5,37.5,37.9,0.6,1.58,17000,12,2026-02-10,2026-02-10 10:00:22
RCL.N0000,51.5,51.5,51.5,51.2,51.7,-0.2,-0.39,66912,24,2026-02-10,2026-02-10 10:00:22
SAMP.N0000,156.0,156.0,156.0,155.75,156.0,0.0,0.0,40455,43,2026-02-10,2026-02-10 10:00:22
SIL.N0000,366.5,366.5,366.5,366.5,350.0,16.5,4.71,1,1,2026-02-10,2026-02-10 10:00:22
SDB.N0000,66.4,66.3,66.4,66.2,66.4,0.0,0.0,7000,3,2026-02-10,2026-02-10 10:00:22
SDF.N0000,41.0,41.0,41.0,41.0,40.0,1.0,2.5,5,2,2026-02-10,2026-02-10 10:00:22
SMOT.N0000,1650.0,1630.0,1650.0,1630.0,1650.0,0.0,0.0,83,4,2026-02-10,2026-02-10 10:00:22
SFCL.N0000,898.5,898.5,898.5,898.5,905.5,-7.0,-0.77,3,2,2026-02-10,2026-02-10 10:00:22
SFCL.R0000,360.0,355.0,360.0,335.0,384.0,-24.0,-6.25,6855,58,2026-02-10,2026-02-10 10:00:22
SHOT.N0000,20.5,20.5,20.5,20.5,20.3,0.2,0.99,1837,1,2026-02-10,2026-02-10 10:00:22
SHOT.X0000,15.0,15.0,15.0,15.0,15.2,-0.2,-1.32,1006,4,2026-02-10,2026-02-10 10:00:22
SEYB.X0000,75.9,76.0,76.0,75.9,75.9,0.0,0.0,24385,13,2026-02-10,2026-02-10 10:00:22
SEYB.N0000,110.0,110.75,110.75,110.0,110.5,-0.5,-0.45,106,4,2026-02-10,2026-02-10 10:00:22
CSD.N0000,30.2,31.0,31.0,30.2,30.4,-0.2,-0.66,9742,6,2026-02-10,2026-02-10 10:00:22
SIRA.N0000,37.0,37.5,37.7,37.0,37.3,-0.3,-0.8,148442,25,2026-02-10,2026-02-10 10:00:22
SIGV.N0000,14.7,14.7,14.7,14.7,14.8,-0.1,-0.68,398,2,2026-02-10,2026-02-10 10:00:22
SINS.N0000,92.8,92.7,92.8,92.7,92.8,0.0,0.0,2410,3,2026-02-10,2026-02-10 10:00:22
SFIN.N0000,57.9,57.9,57.9,57.9,57.8,0.1,0.17,1029,4,2026-02-10,2026-02-10 10:00:22
SINH.N0000,19.6,20.3,20.3,19.2,19.7,-0.1,-0.51,28075,14,2026-02-10,2026-02-10 10:00:22
SEMB.N0000,1.0,1.1,1.1,1.0,1.1,-0.1,-9.09,12124484,115,2026-02-10,2026-02-10 10:00:22
SEMB.X0000,0.4,0.4,0.4,0.3,0.4,0.0,0.0,244504,15,2026-02-10,2026-02-10 10:00:22
SCAP.N0000,6.7,6.4,6.7,6.4,6.5,0.2,3.08,28690,18,2026-02-10,2026-02-10 10:00:22
CRL.N0000,5.8,6.0,6.0,5.8,6.0,-0.2,-3.33,53003,11,2026-02-10,2026-02-10 10:00:22
SHL.N0000,7.4,7.5,7.5,7.3,7.3,0.1,1.37,6777,10,2026-02-10,2026-02-10 10:00:22
AAIC.N0000,87.6,85.6,87.6,85.3,85.2,2.4,2.82,1701,12,2026-02-10,2026-02-10 10:00:22
SLTL.N0000,100.0,99.5,100.0,99.5,100.0,0.0,0.0,28953,13,2026-02-10,2026-02-10 10:00:22
SUN.N0000,34.0,34.0,34.0,33.7,33.7,0.3,0.89,1905,7,2026-02-10,2026-02-10 10:00:22
PARQ.N0000,84.6,84.3,84.7,84.3,84.3,0.3,0.36,4090,8,2026-02-10,2026-02-10 10:00:22
TPL.N0000,141.0,141.0,141.0,141.0,140.0,1.0,0.71,1000,4,2026-02-10,2026-02-10 10:00:22
TSML.N0000,48.8,48.8,48.8,48.8,47.1,1.7,3.61,1,1,2026-02-10,2026-02-10 10:00:22
