symbol,rank,dimension7_v2_score,c1_trading_activity,c2_volatility_adj,c3_market_recognition,c4_volume_trends,c5_momentum,trade_volume_score,share_volume_score,trade_density_class,volatility_level,volume_trend,volume_ratio,momentum_confluence,momentum_5d_pct,momentum_20d_pct,momentum_60d_pct,momentum_5d_score,momentum_20d_score,momentum_60d_score,phase,components_active,metrics_available,scoring_date
VLL.N0000,142,66.1,49.5,55.0,50.0,95.0,95.0,37.0,62.0,mixed,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
SINS.N0000,143,66.1,49.5,55.0,50.0,95.0,95.0,62.0,37.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
COCO.N0000,144,66.1,49.5,55.0,50.0,95.0,95.0,37.0,62.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
BOGA.N0000,145,66.1,49.5,55.0,50.0,95.0,95.0,62.0,37.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
EDEN.N0000,146,66.1,49.5,55.0,50.0,95.0,95.0,37.0,62.0,mixed,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
GHLL.N0000,147,66.1,49.5,55.0,50.0,95.0,95.0,37.0,62.0,mixed,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
REEF.N0000,148,66.1,49.5,55.0,50.0,95.0,95.0,37.0,62.0,mixed,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
TYRE.N0000,149,66.1,49.5,55.0,50.0,95.0,95.0,62.0,37.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
MSL.N0000,150,65.6,49.5,50.0,50.0,95.0,95.0,62.0,37.0,retail,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
CITH.N0000,151,65.6,49.5,50.0,50.0,95.0,95.0,37.0,62.0,mixed,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
PACK.N0000,152,65.6,49.5,50.0,50.0,95.0,95.0,37.0,62.0,mixed,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
SLTL.N0000,153,65.6,49.5,50.0,50.0,95.0,95.0,62.0,37.0,retail,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
UBC.N0000,154,65.6,49.5,50.0,50.0,95.0,95.0,37.0,62.0,mixed,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
AHPL.N0000,155,65.6,49.5,50.0,50.0,95.0,95.0,37.0,62.0,institutional,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
MARA.N0000,156,65.6,49.5,50.0,50.0,95.0,95.0,37.0,62.0,mixed,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
AMF.N0000,157,65.6,49.5,50.0,50.0,95.0,95.0,37.0,62.0,mixed,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
BFL.N0000,158,65.6,49.5,50.0,50.0,95.0,95.0,62.0,37.0,retail,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
SHL.N0000,159,65.6,49.5,50.0,50.0,95.0,95.0,37.0,62.0,mixed,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
PMB.N0000,160,65.1,49.5,45.0,50.0,95.0,95.0,37.0,62.0,mixed,high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
BERU.N0000,161,65.1,49.5,45.0,50.0,95.0,95.0,37.0,62.0,mixed,high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
MFPE.N0000,162,65.1,49.5,45.0,50.0,95.0,95.0,37.0,62.0,mixed,high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
GEST.N0000,163,64.6,49.5,40.0,50.0,95.0,95.0,62.0,37.0,retail,very_high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
SHAW.N0000,164,64.6,49.5,40.0,50.0,95.0,95.0,62.0,37.0,retail,very_high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
AFSL.N0000,165,64.6,49.5,40.0,50.0,95.0,95.0,62.0,37.0,retail,very_high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
CTEA.N0000,166,63.9,47.0,40.0,50.0,95.0,95.0,82.0,12.0,retail,very_high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
JFP.N0000,167,62.9,37.0,60.0,50.0,95.0,95.0,37.0,37.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
LWL.N0000,168,62.9,37.0,60.0,50.0,95.0,95.0,37.0,37.0,mixed,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
ALLI.N0000,169,62.9,37.0,60.0,50.0,95.0,95.0,37.0,37.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
GLAS.N0000,170,62.9,37.0,60.0,50.0,95.0,95.0,37.0,37.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
HDFC.N0000,171,62.9,37.0,60.0,50.0,95.0,95.0,37.0,37.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
RHL.X0000,172,62.9,37.0,60.0,50.0,95.0,95.0,12.0,62.0,institutional,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
RICH.N0000,173,62.9,37.0,60.0,50.0,95.0,95.0,37.0,37.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
TILE.N0000,174,62.9,37.0,60.0,50.0,95.0,95.0,37.0,37.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
CINV.N0000,175,62.9,37.0,60.0,50.0,95.0,95.0,37.0,37.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
PLC.N0000,176,62.9,37.0,60.0,50.0,95.0,95.0,37.0,37.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
HASU.N0000,177,62.9,37.0,60.0,50.0,95.0,95.0,37.0,37.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
AGPL.N0000,178,62.4,37.0,55.0,50.0,95.0,95.0,37.0,37.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
LHCL.N0000,179,62.4,37.0,55.0,50.0,95.0,95.0,37.0,37.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
HPL.N0000,180,62.4,37.0,55.0,50.0,95.0,95.0,37.0,37.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
LITE.N0000,181,62.4,37.0,55.0,50.0,95.0,95.0,37.0,37.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
SFIN.N0000,182,62.4,37.0,55.0,50.0,95.0,95.0,37.0,37.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
TPL.N0000,183,62.4,37.0,55.0,50.0,95.0,95.0,37.0,37.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
CIND.N0000,184,62.4,37.0,55.0,50.0,95.0,95.0,37.0,37.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
CTC.N0000,185,62.4,37.0,55.0,50.0,95.0,95.0,62.0,12.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
LGIL.N0000,186,62.4,37.0,55.0,50.0,95.0,95.0,37.0,37.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
LDEV.N0000,187,62.4,37.0,55.0,50.0,95.0,95.0,37.0,37.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
PHAR.N0000,188,61.9,37.0,50.0,50.0,95.0,95.0,37.0,37.0,retail,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
MBSL.N0000,189,61.9,37.0,50.0,50.0,95.0,95.0,37.0,37.0,retail,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
HSIG.N0000,190,61.9,37.0,50.0,50.0,95.0,95.0,37.0,37.0,retail,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
TSML.N0000,191,61.9,37.0,50.0,50.0,95.0,95.0,37.0,37.0,mixed,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
MADU.N0000,192,61.9,37.0,50.0,50.0,95.0,95.0,37.0,37.0,retail,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
CHOT.N0000,193,61.9,37.0,50.0,50.0,95.0,95.0,37.0,37.0,retail,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
BRWN.N0000,194,61.9,37.0,50.0,50.0,95.0,95.0,37.0,37.0,retail,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
CSD.N0000,195,61.9,37.0,50.0,50.0,95.0,95.0,37.0,37.0,retail,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
APLA.N0000,196,61.9,37.0,50.0,50.0,95.0,95.0,37.0,37.0,retail,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
HPFL.N0000,197,61.9,37.0,50.0,50.0,95.0,95.0,37.0,37.0,retail,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
CARE.N0000,198,61.4,37.0,45.0,50.0,95.0,95.0,37.0,37.0,retail,high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
PINS.N0000,199,61.4,37.0,45.0,50.0,95.0,95.0,37.0,37.0,retail,high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
RGEM.N0000,200,61.4,37.0,45.0,50.0,95.0,95.0,37.0,37.0,retail,high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
HEXP.N0000,201,61.4,37.0,45.0,50.0,95.0,95.0,37.0,37.0,retail,high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
RPBH.N0000,202,61.4,37.0,45.0,50.0,95.0,95.0,37.0,37.0,retail,high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
AINS.N0000,203,61.4,37.0,45.0,50.0,95.0,95.0,37.0,37.0,retail,high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
KVAL.N0000,204,61.4,37.0,45.0,50.0,95.0,95.0,37.0,37.0,retail,high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
TAFL.N0000,205,61.4,37.0,45.0,50.0,95.0,95.0,62.0,12.0,retail,high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
NEH.N0000,206,60.9,37.0,40.0,50.0,95.0,95.0,62.0,12.0,retail,very_high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
CARG.N0000,207,59.1,24.5,60.0,50.0,95.0,95.0,37.0,12.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
MCPL.N0000,208,59.1,24.5,60.0,50.0,95.0,95.0,12.0,37.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
BFN.N0000,209,59.1,24.5,60.0,50.0,95.0,95.0,12.0,37.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
CINS.N0000,210,59.1,24.5,60.0,50.0,95.0,95.0,12.0,37.0,mixed,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
ELPL.N0000,211,59.1,24.5,60.0,50.0,95.0,95.0,12.0,37.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
BPPL.N0000,212,59.1,24.5,60.0,50.0,95.0,95.0,12.0,37.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
CHMX.N0000,213,58.6,24.5,55.0,50.0,95.0,95.0,37.0,12.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
DPL.N0000,214,58.6,24.5,55.0,50.0,95.0,95.0,12.0,37.0,mixed,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
HUNA.N0000,215,58.6,24.5,55.0,50.0,95.0,95.0,12.0,37.0,mixed,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
SOY.N0000,216,58.6,24.5,55.0,50.0,95.0,95.0,37.0,12.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
DIMO.N0000,217,58.6,24.5,55.0,50.0,95.0,95.0,37.0,12.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
AGAL.N0000,218,58.6,24.5,55.0,50.0,95.0,95.0,12.0,37.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
LPL.N0000,219,58.6,24.5,55.0,50.0,95.0,95.0,12.0,37.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
CARS.N0000,220,58.6,24.5,55.0,50.0,95.0,95.0,37.0,12.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
RCH.N0000,221,58.1,24.5,50.0,50.0,95.0,95.0,12.0,37.0,mixed,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
COMD.N0000,222,58.1,24.5,50.0,50.0,95.0,95.0,37.0,12.0,retail,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
CTHR.N0000,223,58.1,24.5,50.0,50.0,95.0,95.0,37.0,12.0,retail,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
CONN.N0000,224,58.1,24.5,50.0,50.0,95.0,95.0,12.0,37.0,retail,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
LGL.X0000,225,58.1,24.5,50.0,50.0,95.0,95.0,12.0,37.0,retail,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
ASHO.N0000,226,58.1,24.5,50.0,50.0,95.0,95.0,37.0,12.0,retail,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
MRH.N0000,227,58.1,24.5,50.0,50.0,95.0,95.0,12.0,37.0,retail,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
CABO.N0000,228,58.1,24.5,50.0,50.0,95.0,95.0,37.0,12.0,retail,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
SFCL.N0000,229,58.1,24.5,50.0,50.0,95.0,95.0,37.0,12.0,retail,moderate,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
INME.N0000,230,57.6,24.5,45.0,50.0,95.0,95.0,37.0,12.0,retail,high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
CHL.X0000,231,57.6,24.5,45.0,50.0,95.0,95.0,37.0,12.0,retail,high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
GUAR.N0000,232,57.6,24.5,45.0,50.0,95.0,95.0,37.0,12.0,retail,high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
ABAN.N0000,233,57.6,24.5,45.0,50.0,95.0,95.0,37.0,12.0,retail,high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
ODEL.N0000,234,57.6,24.5,45.0,50.0,95.0,95.0,12.0,37.0,retail,high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
SMOT.N0000,235,57.6,24.5,45.0,50.0,95.0,95.0,37.0,12.0,retail,high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
SHOT.N0000,236,57.6,24.5,45.0,50.0,95.0,95.0,12.0,37.0,mixed,high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
CHL.N0000,237,57.1,24.5,40.0,50.0,95.0,95.0,37.0,12.0,retail,very_high,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
TANG.N0000,238,55.4,12.0,60.0,50.0,95.0,95.0,12.0,12.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
UDPL.N0000,239,55.4,12.0,60.0,50.0,95.0,95.0,12.0,12.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
KFP.N0000,240,55.4,12.0,60.0,50.0,95.0,95.0,12.0,12.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
CERA.N0000,241,55.4,12.0,60.0,50.0,95.0,95.0,12.0,12.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
PARA.N0000,242,55.4,12.0,60.0,50.0,95.0,95.0,12.0,12.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
SLND.N0000,243,55.4,12.0,60.0,50.0,95.0,95.0,12.0,12.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
GREG.N0000,244,55.4,12.0,60.0,50.0,95.0,95.0,12.0,12.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
LHL.N0000,245,55.4,12.0,60.0,50.0,95.0,95.0,12.0,12.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
HAPU.N0000,246,55.4,12.0,60.0,50.0,95.0,95.0,12.0,12.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
TRAN.N0000,247,55.4,12.0,60.0,50.0,95.0,95.0,12.0,12.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
LION.N0000,248,55.4,12.0,60.0,50.0,95.0,95.0,12.0,12.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
JKL.N0000,249,55.4,12.0,60.0,50.0,95.0,95.0,12.0,12.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
KGAL.N0000,250,55.4,12.0,60.0,50.0,95.0,95.0,12.0,12.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
SDF.N0000,251,55.4,12.0,60.0,50.0,95.0,95.0,12.0,12.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
SDB.N0000,252,55.4,12.0,60.0,50.0,95.0,95.0,12.0,12.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
BUKI.N0000,253,55.4,12.0,60.0,50.0,95.0,95.0,12.0,12.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
CDB.N0000,254,55.4,12.0,60.0,50.0,95.0,95.0,12.0,12.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
MAL.N0000,255,55.4,12.0,60.0,50.0,95.0,95.0,12.0,12.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
BALA.N0000,256,55.4,12.0,60.0,50.0,95.0,95.0,12.0,12.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
BRR.N0000,257,55.4,12.0,60.0,50.0,95.0,95.0,12.0,12.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
BOPL.N0000,258,55.4,12.0,60.0,50.0,95.0,95.0,12.0,12.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
CFLB.N0000,259,55.4,12.0,60.0,50.0,95.0,95.0,12.0,12.0,retail,very_low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
HOPL.N0000,260,54.9,12.0,55.0,50.0,95.0,95.0,12.0,12.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
RFL.N0000,261,54.9,12.0,55.0,50.0,95.0,95.0,12.0,12.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
VLL.X0000,262,54.9,12.0,55.0,50.0,95.0,95.0,12.0,12.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
RENU.N0000,263,54.9,12.0,55.0,50.0,95.0,95.0,12.0,12.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
TAJ.N0000,264,54.9,12.0,55.0,50.0,95.0,95.0,12.0,12.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
LCEY.N0000,265,54.9,12.0,55.0,50.0,95.0,95.0,12.0,12.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
LPL.X0000,266,54.9,12.0,55.0,50.0,95.0,95.0,12.0,12.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
CALI.U0000,267,54.9,12.0,55.0,50.0,95.0,95.0,12.0,12.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
MASK.N0000,268,54.9,12.0,55.0,50.0,95.0,95.0,12.0,12.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
CDB.X0000,269,54.9,12.0,55.0,50.0,95.0,95.0,12.0,12.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
BREW.N0000,270,54.9,12.0,55.0,50.0,95.0,95.0,12.0,12.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
ATLL.N0000,271,54.9,12.0,55.0,50.0,95.0,95.0,12.0,12.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
COLO.N0000,272,54.9,12.0,55.0,50.0,95.0,95.0,12.0,12.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
CINS.X0000,273,54.9,12.0,55.0,50.0,95.0,95.0,12.0,12.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
ETWO.N0000,274,54.9,12.0,55.0,50.0,95.0,95.0,12.0,12.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
LVEN.N0000,275,54.9,12.0,55.0,50.0,95.0,95.0,12.0,12.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
CFI.N0000,276,54.9,12.0,55.0,50.0,95.0,95.0,12.0,12.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
CIT.N0000,277,54.9,12.0,55.0,50.0,95.0,95.0,12.0,12.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
REXP.N0000,278,54.9,12.0,55.0,50.0,95.0,95.0,12.0,12.0,retail,low,neutral,1.0,mixed,0.0,0.0,0.0,95.0,95.0,95.0,1B-D,5,10,2026-02-15
