symbol,rank,dimension7_v2_score,c1_trading_activity,c2_volatility_adj,c3_market_recognition,c4_volume_trends,c5_momentum,trade_volume_score,share_volume_score,trade_density_class,volatility_level,volume_trend,volume_ratio,momentum_confluence,momentum_5d_pct,momentum_20d_pct,momentum_60d_pct,momentum_5d_score,momentum_20d_score,momentum_60d_score,phase,components_active,metrics_available,scoring_date
WATA.N0000,126,51.7,72.0,45.0,50.0,82.0,19.5,82.0,62.0,retail,high,mild_accumulation,1.128,full_downtrend,-4.17,-6.69,-1.5,12.0,12.0,37.0,1B-D,5,10,2026-02-16
LAMB.N0000,127,51.6,12.0,60.0,50.0,95.0,79.9,12.0,12.0,retail,very_low,strong_accumulation,2.787,mostly_positive,17.86,14.56,0.0,95.0,82.0,62.0,1B-D,5,10,2026-02-16
GRAN.N0000,128,51.6,49.5,60.0,50.0,62.0,48.0,62.0,37.0,retail,very_low,mild_distribution,0.616,mostly_negative,-0.11,-7.89,13.02,62.0,12.0,82.0,1B-D,5,10,2026-02-16
MFPE.N0000,129,51.6,49.5,45.0,50.0,37.0,64.0,37.0,62.0,mixed,high,strong_distribution,0.352,mostly_positive,2.22,-0.72,14.05,82.0,37.0,82.0,1B-D,5,10,2026-02-16
HPWR.N0000,130,51.5,72.0,45.0,50.0,62.0,27.0,62.0,82.0,mixed,high,mild_distribution,0.68,mostly_negative,-1.89,-7.14,0.0,12.0,12.0,62.0,1B-D,5,10,2026-02-16
SIGV.N0000,131,51.5,72.0,45.0,50.0,62.0,27.0,82.0,62.0,retail,high,mild_distribution,0.893,mostly_negative,-3.45,-4.76,0.0,12.0,12.0,62.0,1B-D,5,10,2026-02-16
VFIN.N0000,132,51.4,62.0,55.0,50.0,37.0,44.5,62.0,62.0,retail,low,strong_distribution,0.41,mostly_negative,0.24,-4.11,-5.62,62.0,37.0,37.0,1B-D,5,10,2026-02-16
RIL.N0000,133,51.2,82.0,55.0,50.0,37.0,19.5,82.0,82.0,mixed,low,strong_distribution,0.396,full_downtrend,-2.57,-5.8,-4.21,12.0,12.0,37.0,1B-D,5,10,2026-02-16
MERC.N0000,134,51.0,62.0,50.0,50.0,82.0,27.0,62.0,62.0,retail,moderate,strong_accumulation,1.613,mostly_negative,-2.06,-6.46,0.0,12.0,12.0,62.0,1B-D,5,10,2026-02-16
HEXP.N0000,135,50.8,37.0,45.0,50.0,12.0,85.9,37.0,37.0,retail,high,strong_distribution,0.108,full_uptrend,1.71,11.5,47.33,82.0,82.0,95.0,1B-D,5,10,2026-02-16
DIST.N0000,136,50.8,72.0,55.0,50.0,82.0,12.0,82.0,62.0,retail,low,mild_accumulation,1.463,full_downtrend,-3.17,-6.3,-6.15,12.0,12.0,12.0,1B-D,5,10,2026-02-16
SLTL.N0000,137,50.7,49.5,50.0,50.0,12.0,68.5,62.0,37.0,retail,moderate,strong_distribution,0.088,mostly_positive,-1.31,4.91,15.11,37.0,82.0,82.0,1B-D,5,10,2026-02-16
EAST.N0000,138,50.5,62.0,50.0,50.0,62.0,33.0,62.0,62.0,retail,moderate,mild_distribution,0.797,mostly_negative,-1.88,-4.83,21.1,12.0,12.0,82.0,1B-D,5,10,2026-02-16
HASU.N0000,139,50.4,37.0,60.0,50.0,37.0,68.5,37.0,37.0,retail,very_low,strong_distribution,0.329,mostly_positive,2.28,5.9,-1.54,82.0,82.0,37.0,1B-D,5,10,2026-02-16
BFL.N0000,140,50.3,62.0,50.0,50.0,37.0,42.0,62.0,62.0,retail,moderate,strong_distribution,0.319,mixed,0.35,-7.27,0.0,62.0,12.0,62.0,1B-D,5,10,2026-02-16
EDEN.N0000,141,50.2,49.5,55.0,50.0,62.0,44.5,37.0,62.0,mixed,low,mild_distribution,0.637,mostly_negative,0.76,-0.75,-5.71,62.0,37.0,37.0,1B-D,5,10,2026-02-16
ABL.N0000,142,50.2,62.0,55.0,50.0,62.0,29.5,62.0,62.0,retail,low,mild_distribution,0.636,full_downtrend,-1.34,-1.67,-6.94,37.0,37.0,12.0,1B-D,5,10,2026-02-16
LOFC.N0000,143,50.2,72.0,50.0,50.0,37.0,29.5,62.0,82.0,mixed,moderate,strong_distribution,0.308,full_downtrend,-1.69,-3.33,-7.94,37.0,37.0,12.0,1B-D,5,10,2026-02-16
KHL.N0000,144,50.0,62.0,60.0,50.0,37.0,37.0,62.0,62.0,mixed,very_low,strong_distribution,0.403,mostly_negative,0.0,-1.83,-12.65,62.0,37.0,12.0,1B-D,5,10,2026-02-16
CWM.N0000,145,49.5,62.0,55.0,50.0,62.0,27.0,62.0,62.0,retail,low,strong_distribution,0.582,mostly_negative,-2.88,-75.95,0.0,12.0,12.0,62.0,1B-D,5,10,2026-02-16
SERV.N0000,146,49.5,62.0,55.0,50.0,62.0,27.0,62.0,62.0,mixed,low,mild_distribution,0.723,mostly_negative,0.0,-9.52,-9.09,62.0,12.0,12.0,1B-D,5,10,2026-02-16
PKME.N0000,147,49.4,62.0,60.0,50.0,37.0,34.5,62.0,62.0,retail,very_low,strong_distribution,0.467,mostly_negative,-0.47,-4.63,4.93,37.0,12.0,62.0,1B-D,5,10,2026-02-16
MULL.N0000,148,49.3,62.0,40.0,50.0,12.0,52.0,62.0,62.0,mixed,very_high,strong_distribution,0.094,mixed,0.0,-4.0,4.35,62.0,37.0,62.0,1B-D,5,10,2026-02-16
LHCL.N0000,149,49.1,37.0,55.0,50.0,82.0,47.0,37.0,37.0,retail,low,mild_accumulation,1.429,mostly_negative,-0.23,4.29,-0.9,37.0,62.0,37.0,1B-D,5,10,2026-02-16
ODEL.N0000,150,49.0,24.5,45.0,50.0,62.0,74.0,12.0,37.0,retail,high,mild_distribution,0.725,full_uptrend,2.42,4.1,7.63,82.0,62.0,82.0,1B-D,5,10,2026-02-16
VONE.N0000,151,48.9,62.0,55.0,50.0,12.0,44.5,62.0,62.0,retail,low,strong_distribution,0.28,mostly_negative,-1.38,-0.69,2.38,37.0,37.0,62.0,1B-D,5,10,2026-02-16
CCS.N0000,152,48.8,49.5,60.0,50.0,62.0,37.0,62.0,37.0,retail,very_low,strong_distribution,0.583,full_downtrend,-0.22,-1.32,-1.32,37.0,37.0,37.0,1B-D,5,10,2026-02-16
KAHA.N0000,153,48.6,62.0,50.0,50.0,95.0,12.0,62.0,62.0,mixed,moderate,strong_accumulation,2.098,full_downtrend,-6.22,-4.39,-13.66,12.0,12.0,12.0,1B-D,5,10,2026-02-16
PAP.N0000,154,48.3,72.0,50.0,50.0,62.0,12.0,82.0,62.0,mixed,moderate,mild_distribution,0.705,full_downtrend,-2.17,-11.76,-6.64,12.0,12.0,12.0,1B-D,5,10,2026-02-16
LWL.N0000,155,48.2,49.5,60.0,50.0,37.0,44.5,37.0,62.0,mixed,very_low,strong_distribution,0.32,mostly_negative,-0.57,-2.99,1.17,37.0,37.0,62.0,1B-D,5,10,2026-02-16
ASHO.N0000,156,48.2,24.5,50.0,50.0,82.0,60.5,37.0,12.0,retail,moderate,mild_accumulation,1.167,mostly_positive,2.56,1.78,-0.95,82.0,62.0,37.0,1B-D,5,10,2026-02-16
LOLC.N0000,157,48.2,49.5,60.0,50.0,12.0,54.5,62.0,37.0,retail,very_low,strong_distribution,0.134,mostly_positive,-1.69,2.65,5.41,37.0,62.0,62.0,1B-D,5,10,2026-02-16
COCR.N0000,158,48.2,62.0,60.0,50.0,62.0,19.5,62.0,62.0,retail,very_low,mild_distribution,0.741,full_downtrend,-0.2,-4.91,-5.97,37.0,12.0,12.0,1B-D,5,10,2026-02-16
CFIN.N0000,159,48.2,78.5,55.0,50.0,37.0,12.0,95.0,62.0,retail,low,strong_distribution,0.375,full_downtrend,-2.63,-5.88,-9.07,12.0,12.0,12.0,1B-D,5,10,2026-02-16
TAP.N0000,160,48.2,62.0,60.0,50.0,37.0,29.5,62.0,62.0,mixed,very_low,strong_distribution,0.315,full_downtrend,-1.0,-4.12,-13.35,37.0,37.0,12.0,1B-D,5,10,2026-02-16
PINS.N0000,161,48.1,37.0,45.0,50.0,82.0,47.0,37.0,37.0,retail,high,mild_accumulation,1.321,mostly_positive,0.65,2.31,-17.77,62.0,62.0,12.0,1B-D,5,10,2026-02-16
DIPD.N0000,162,48.0,72.0,60.0,50.0,12.0,27.0,82.0,62.0,retail,very_low,strong_distribution,0.278,mostly_negative,0.0,-4.53,-6.79,62.0,12.0,12.0,1B-D,5,10,2026-02-16
AINS.N0000,163,47.9,37.0,45.0,50.0,62.0,54.5,37.0,37.0,retail,high,mild_distribution,0.76,mostly_positive,1.37,2.78,-1.33,62.0,62.0,37.0,1B-D,5,10,2026-02-16
UBC.N0000,164,47.8,49.5,50.0,50.0,62.0,37.0,37.0,62.0,mixed,moderate,mild_distribution,0.626,mostly_negative,0.0,-3.33,-6.45,62.0,37.0,12.0,1B-D,5,10,2026-02-16
APLA.N0000,165,47.8,37.0,50.0,50.0,62.0,52.0,37.0,37.0,retail,moderate,mild_distribution,0.634,mixed,1.34,-3.4,0.0,62.0,37.0,62.0,1B-D,5,10,2026-02-16
PARQ.N0000,166,47.8,72.0,45.0,50.0,62.0,12.0,82.0,62.0,retail,high,mild_distribution,0.659,full_downtrend,-2.38,-9.28,-7.23,12.0,12.0,12.0,1B-D,5,10,2026-02-16
RWSL.N0000,167,47.7,72.0,50.0,50.0,37.0,19.5,82.0,62.0,mixed,moderate,strong_distribution,0.525,full_downtrend,-1.76,-10.44,-19.49,37.0,12.0,12.0,1B-D,5,10,2026-02-16
MCPL.N0000,168,47.6,24.5,60.0,50.0,62.0,62.0,12.0,37.0,retail,very_low,mild_distribution,0.661,full_uptrend,0.35,0.71,5.19,62.0,62.0,62.0,1B-D,5,10,2026-02-16
HSIG.N0000,169,47.6,37.0,50.0,50.0,82.0,43.0,37.0,37.0,retail,moderate,strong_accumulation,1.534,mostly_negative,1.38,-2.86,-8.68,82.0,37.0,12.0,1B-D,5,10,2026-02-16
ALUM.N0000,170,47.2,72.0,45.0,50.0,37.0,19.5,82.0,62.0,mixed,high,strong_distribution,0.511,full_downtrend,-2.59,-10.9,-2.59,12.0,12.0,37.0,1B-D,5,10,2026-02-16
BBH.N0000,171,47.1,37.0,55.0,50.0,62.0,47.0,37.0,37.0,retail,low,mild_distribution,0.608,mixed,-2.11,1.31,0.0,12.0,62.0,62.0,1B-D,5,10,2026-02-16
SWAD.N0000,172,47.1,12.0,60.0,50.0,95.0,62.0,12.0,12.0,retail,very_low,strong_accumulation,1.668,mixed,0.0,0.0,0.0,62.0,62.0,62.0,1B-D,5,10,2026-02-16
ELPL.N0000,173,47.1,24.5,60.0,50.0,82.0,52.0,12.0,37.0,retail,very_low,mild_accumulation,1.223,mostly_negative,-0.14,-1.64,0.84,62.0,37.0,62.0,1B-D,5,10,2026-02-16
BRWN.N0000,174,46.9,37.0,50.0,50.0,12.0,68.5,37.0,37.0,retail,moderate,strong_distribution,0.141,mostly_positive,-0.54,12.58,9.91,37.0,82.0,82.0,1B-D,5,10,2026-02-16
CHOT.N0000,175,46.9,37.0,50.0,50.0,12.0,68.5,37.0,37.0,retail,moderate,strong_distribution,0.268,mostly_positive,1.46,4.76,-5.43,82.0,82.0,37.0,1B-D,5,10,2026-02-16
CARE.N0000,176,46.9,37.0,45.0,50.0,37.0,60.5,37.0,37.0,retail,high,strong_distribution,0.548,mostly_positive,2.77,2.77,-3.97,82.0,62.0,37.0,1B-D,5,10,2026-02-16
HELA.N0000,177,46.9,59.5,55.0,50.0,62.0,19.5,37.0,82.0,mixed,low,strong_distribution,0.575,full_downtrend,-3.03,-5.88,-3.03,12.0,12.0,37.0,1B-D,5,10,2026-02-16
CALC.U0000,178,46.8,12.0,45.0,50.0,82.0,71.9,12.0,12.0,retail,high,mild_accumulation,1.174,mostly_positive,6.34,1.34,0.0,95.0,62.0,62.0,1B-D,5,10,2026-02-16
BOGA.N0000,179,46.7,49.5,55.0,50.0,12.0,50.5,62.0,37.0,retail,low,strong_distribution,0.26,mostly_negative,-1.51,-2.16,8.27,37.0,37.0,82.0,1B-D,5,10,2026-02-16
SHOT.N0000,180,46.6,24.5,45.0,50.0,62.0,64.4,12.0,37.0,mixed,high,mild_distribution,0.845,mostly_positive,7.35,1.86,-5.19,95.0,62.0,37.0,1B-D,5,10,2026-02-16
TYRE.N0000,181,46.4,49.5,55.0,50.0,62.0,29.5,62.0,37.0,retail,low,mild_distribution,0.894,full_downtrend,-2.0,-3.19,-3.5,12.0,37.0,37.0,1B-D,5,10,2026-02-16
PMB.N0000,182,46.3,49.5,45.0,50.0,12.0,53.0,37.0,62.0,mixed,high,strong_distribution,0.138,mostly_positive,1.49,3.03,-12.26,82.0,62.0,12.0,1B-D,5,10,2026-02-16
CHMX.N0000,183,46.0,24.5,55.0,50.0,62.0,58.0,37.0,12.0,retail,low,neutral,1.082,mostly_positive,2.4,-0.82,1.12,82.0,37.0,62.0,1B-D,5,10,2026-02-16
JAT.N0000,184,45.8,62.0,55.0,50.0,62.0,12.0,62.0,62.0,retail,low,mild_distribution,0.6,full_downtrend,-1.99,-5.14,-10.51,12.0,12.0,12.0,1B-D,5,10,2026-02-16
TANG.N0000,185,45.8,12.0,60.0,50.0,82.0,62.0,12.0,12.0,retail,very_low,mild_accumulation,1.414,mostly_positive,0.2,1.0,0.0,62.0,62.0,62.0,1B-D,5,10,2026-02-16
WIND.N0000,186,45.7,49.5,60.0,50.0,12.0,44.5,62.0,37.0,retail,very_low,strong_distribution,0.291,mostly_negative,-0.41,-1.64,3.44,37.0,37.0,62.0,1B-D,5,10,2026-02-16
INME.N0000,187,45.6,24.5,45.0,50.0,82.0,52.0,37.0,12.0,retail,high,mild_accumulation,1.164,mostly_negative,-0.17,-3.15,0.0,62.0,37.0,62.0,1B-D,5,10,2026-02-16
MBSL.N0000,188,45.4,37.0,50.0,50.0,12.0,62.5,37.0,37.0,retail,moderate,strong_distribution,0.156,mixed,0.0,6.09,-3.17,62.0,82.0,37.0,1B-D,5,10,2026-02-16
HPL.N0000,189,45.4,37.0,55.0,50.0,37.0,50.5,37.0,37.0,retail,low,strong_distribution,0.496,mostly_negative,2.67,-3.58,-5.61,82.0,37.0,37.0,1B-D,5,10,2026-02-16
AMF.N0000,190,45.3,49.5,50.0,50.0,37.0,37.0,37.0,62.0,mixed,moderate,strong_distribution,0.444,mostly_negative,1.38,-1.64,-12.93,62.0,37.0,12.0,1B-D,5,10,2026-02-16
TILE.N0000,191,45.1,37.0,60.0,50.0,62.0,37.0,37.0,37.0,retail,very_low,neutral,0.962,full_downtrend,-0.2,-0.98,-0.79,37.0,37.0,37.0,1B-D,5,10,2026-02-16
GLAS.N0000,192,45.1,37.0,60.0,50.0,37.0,47.0,37.0,37.0,retail,very_low,strong_distribution,0.304,mostly_negative,-1.72,4.2,-1.55,37.0,62.0,37.0,1B-D,5,10,2026-02-16
HDFC.N0000,193,45.1,37.0,60.0,50.0,62.0,37.0,37.0,37.0,retail,very_low,strong_distribution,0.561,mostly_negative,0.88,-3.04,-10.03,62.0,37.0,12.0,1B-D,5,10,2026-02-16
SEMB.X0000,194,44.8,59.5,40.0,50.0,37.0,27.0,37.0,82.0,institutional,very_high,strong_distribution,0.295,mostly_negative,-25.0,-25.0,0.0,12.0,12.0,62.0,1B-D,5,10,2026-02-16
CIND.N0000,195,44.8,37.0,55.0,50.0,37.0,48.0,37.0,37.0,retail,low,strong_distribution,0.384,mixed,0.0,-8.93,16.46,62.0,12.0,82.0,1B-D,5,10,2026-02-16
RCH.N0000,196,44.7,24.5,50.0,50.0,62.0,54.5,12.0,37.0,mixed,moderate,mild_distribution,0.878,mostly_positive,0.3,3.41,-3.85,62.0,62.0,37.0,1B-D,5,10,2026-02-16
LALU.N0000,197,44.7,62.0,50.0,50.0,37.0,19.5,62.0,62.0,retail,moderate,strong_distribution,0.314,full_downtrend,-3.76,-5.92,-1.5,12.0,12.0,37.0,1B-D,5,10,2026-02-16
ATL.N0000,198,44.7,62.0,50.0,50.0,37.0,19.5,62.0,62.0,mixed,moderate,strong_distribution,0.326,full_downtrend,-1.63,-5.84,-13.57,37.0,12.0,12.0,1B-D,5,10,2026-02-16
TAJ.N0000,199,44.3,24.5,55.0,50.0,82.0,43.0,12.0,37.0,retail,low,mild_accumulation,1.13,mostly_negative,3.28,-3.82,-12.9,82.0,37.0,12.0,1B-D,5,10,2026-02-16
LGIL.N0000,200,44.1,37.0,55.0,50.0,12.0,55.0,37.0,37.0,retail,low,strong_distribution,0.095,mostly_negative,-1.14,7.41,-5.43,37.0,82.0,37.0,1B-D,5,10,2026-02-16
DPL.N0000,201,44.0,24.5,55.0,50.0,12.0,70.0,12.0,37.0,mixed,low,strong_distribution,0.14,full_uptrend,1.11,8.98,1.11,62.0,82.0,62.0,1B-D,5,10,2026-02-16
RHL.X0000,202,43.8,37.0,60.0,50.0,12.0,52.0,12.0,62.0,institutional,very_low,strong_distribution,0.215,mostly_negative,0.0,-1.44,0.0,62.0,37.0,62.0,1B-D,5,10,2026-02-16
SOY.N0000,203,43.7,24.5,55.0,50.0,12.0,68.5,37.0,12.0,retail,low,strong_distribution,0.263,mostly_positive,-0.66,14.06,11.0,37.0,82.0,82.0,1B-D,5,10,2026-02-16
MSL.N0000,204,43.6,49.5,50.0,50.0,82.0,12.0,62.0,37.0,retail,moderate,mild_accumulation,1.384,full_downtrend,-4.89,-4.89,-35.78,12.0,12.0,12.0,1B-D,5,10,2026-02-16
KVAL.N0000,205,43.5,37.0,45.0,50.0,37.0,47.0,37.0,37.0,retail,high,strong_distribution,0.382,mostly_negative,0.45,-0.11,-7.59,62.0,62.0,12.0,1B-D,5,10,2026-02-16
PACK.N0000,206,43.4,49.5,50.0,50.0,12.0,39.5,37.0,62.0,mixed,moderate,strong_distribution,0.274,mostly_negative,-2.76,0.71,-2.08,12.0,62.0,37.0,1B-D,5,10,2026-02-16
SLND.N0000,207,43.3,12.0,60.0,50.0,12.0,79.9,12.0,12.0,retail,very_low,strong_distribution,0.22,mostly_positive,10.03,14.27,0.0,95.0,82.0,62.0,1B-D,5,10,2026-02-16
SINS.N0000,208,43.3,49.5,55.0,50.0,12.0,37.0,62.0,37.0,retail,low,strong_distribution,0.258,mostly_negative,-3.31,-3.94,3.18,12.0,37.0,62.0,1B-D,5,10,2026-02-16
CINV.N0000,209,43.2,37.0,60.0,50.0,37.0,39.5,37.0,37.0,retail,very_low,strong_distribution,0.315,mostly_negative,-0.59,0.0,-7.8,37.0,62.0,12.0,1B-D,5,10,2026-02-16
COMD.N0000,210,43.2,24.5,50.0,50.0,12.0,68.5,37.0,12.0,retail,moderate,strong_distribution,0.282,mostly_positive,-1.54,5.9,19.38,37.0,82.0,82.0,1B-D,5,10,2026-02-16
GREG.N0000,211,43.2,24.5,60.0,50.0,37.0,54.5,12.0,37.0,retail,very_low,strong_distribution,0.364,mostly_positive,0.98,0.65,-3.43,62.0,62.0,37.0,1B-D,5,10,2026-02-16
HUNT.N0000,212,43.1,12.0,50.0,50.0,82.0,55.0,12.0,12.0,retail,moderate,strong_accumulation,1.558,mixed,-3.92,4.9,0.0,12.0,82.0,62.0,1B-D,5,10,2026-02-16
REEF.N0000,213,42.7,49.5,55.0,50.0,12.0,34.5,37.0,62.0,mixed,low,strong_distribution,0.192,mostly_negative,0.0,-4.55,-4.55,62.0,12.0,37.0,1B-D,5,10,2026-02-16
AGAL.N0000,214,42.7,24.5,55.0,50.0,37.0,54.5,12.0,37.0,retail,low,strong_distribution,0.438,mostly_positive,-1.69,1.22,0.35,37.0,62.0,62.0,1B-D,5,10,2026-02-16
TPL.N0000,215,42.7,37.0,55.0,50.0,62.0,29.5,37.0,37.0,retail,low,neutral,0.904,full_downtrend,-1.03,-1.03,-9.55,37.0,37.0,12.0,1B-D,5,10,2026-02-16
TAFL.N0000,216,42.6,37.0,45.0,50.0,62.0,33.0,62.0,12.0,retail,high,neutral,1.007,mostly_negative,-4.85,-12.41,12.01,12.0,12.0,82.0,1B-D,5,10,2026-02-16
LPL.X0000,217,42.3,12.0,55.0,50.0,37.0,68.0,12.0,12.0,retail,low,strong_distribution,0.326,mostly_positive,2.0,4.08,0.0,82.0,62.0,62.0,1B-D,5,10,2026-02-16
UCAR.N0000,218,42.3,12.0,40.0,50.0,37.0,74.0,12.0,12.0,retail,very_high,strong_distribution,0.443,full_uptrend,3.79,1.28,24.74,82.0,62.0,82.0,1B-D,5,10,2026-02-16
LDEV.N0000,219,42.2,37.0,55.0,50.0,82.0,19.5,37.0,37.0,retail,low,mild_accumulation,1.274,full_downtrend,-0.49,-10.87,-16.33,37.0,12.0,12.0,1B-D,5,10,2026-02-16
HPFL.N0000,220,42.2,37.0,50.0,50.0,37.0,39.5,37.0,37.0,retail,moderate,strong_distribution,0.498,mostly_negative,-3.36,0.0,-1.37,12.0,62.0,37.0,1B-D,5,10,2026-02-16
LITE.N0000,221,42.1,37.0,55.0,50.0,62.0,27.0,37.0,37.0,retail,low,mild_distribution,0.886,mostly_negative,1.32,-4.96,-15.17,62.0,12.0,12.0,1B-D,5,10,2026-02-16
VLL.N0000,222,42.1,49.5,55.0,50.0,37.0,22.0,37.0,62.0,mixed,low,strong_distribution,0.299,full_downtrend,-3.06,-3.48,-11.9,12.0,37.0,12.0,1B-D,5,10,2026-02-16
CHL.N0000,223,42.0,24.5,40.0,50.0,37.0,58.0,37.0,12.0,retail,very_high,strong_distribution,0.399,mostly_negative,-0.07,-3.54,23.24,62.0,37.0,82.0,1B-D,5,10,2026-02-16
TSML.N0000,224,41.7,37.0,50.0,50.0,82.0,19.5,37.0,37.0,mixed,moderate,mild_accumulation,1.478,full_downtrend,-0.86,-4.76,-12.71,37.0,12.0,12.0,1B-D,5,10,2026-02-16
CSD.N0000,225,41.6,37.0,50.0,50.0,37.0,37.0,37.0,37.0,retail,moderate,strong_distribution,0.552,mostly_negative,0.66,-3.76,-9.71,62.0,37.0,12.0,1B-D,5,10,2026-02-16
CALI.U0000,226,41.5,12.0,55.0,50.0,62.0,55.0,12.0,12.0,retail,low,mild_distribution,0.69,mixed,-8.48,4.86,0.0,12.0,82.0,62.0,1B-D,5,10,2026-02-16
MADU.N0000,227,41.5,37.0,50.0,50.0,12.0,47.0,37.0,37.0,retail,moderate,strong_distribution,0.11,mostly_positive,-4.0,0.84,0.84,12.0,62.0,62.0,1B-D,5,10,2026-02-16
CTC.N0000,228,41.4,37.0,55.0,50.0,12.0,44.5,62.0,12.0,retail,low,strong_distribution,0.141,mostly_negative,-1.26,-0.3,2.45,37.0,37.0,62.0,1B-D,5,10,2026-02-16
CFI.N0000,229,40.9,12.0,55.0,50.0,37.0,62.5,12.0,12.0,retail,low,strong_distribution,0.426,mostly_positive,-0.48,7.59,4.72,37.0,82.0,62.0,1B-D,5,10,2026-02-16
RPBH.N0000,230,40.6,37.0,45.0,50.0,95.0,12.0,37.0,37.0,retail,high,strong_accumulation,3.215,full_downtrend,-2.31,-9.36,-10.45,12.0,12.0,12.0,1B-D,5,10,2026-02-16
AGPL.N0000,231,40.2,37.0,55.0,50.0,62.0,19.5,37.0,37.0,retail,low,neutral,0.95,full_downtrend,-1.64,-8.16,-10.45,37.0,12.0,12.0,1B-D,5,10,2026-02-16
MAL.X0000,232,40.2,12.0,60.0,50.0,95.0,34.5,12.0,12.0,retail,very_low,strong_accumulation,1.807,mostly_negative,-1.52,-4.41,0.0,37.0,12.0,62.0,1B-D,5,10,2026-02-16
PARA.N0000,233,40.2,12.0,60.0,50.0,12.0,67.7,12.0,12.0,retail,very_low,strong_distribution,0.254,mixed,-0.3,141.66,0.0,37.0,95.0,62.0,1B-D,5,10,2026-02-16
HAPU.N0000,234,40.2,12.0,60.0,50.0,82.0,39.5,12.0,12.0,retail,very_low,mild_accumulation,1.339,mostly_negative,-1.21,0.35,-10.64,37.0,62.0,12.0,1B-D,5,10,2026-02-16
PEG.N0000,235,40.2,12.0,45.0,50.0,95.0,40.5,12.0,12.0,retail,high,strong_accumulation,2.831,mostly_negative,3.37,-4.44,-5.49,82.0,12.0,37.0,1B-D,5,10,2026-02-16
ALLI.N0000,236,40.1,37.0,60.0,50.0,37.0,27.0,37.0,37.0,retail,very_low,strong_distribution,0.543,full_downtrend,-0.07,-4.52,-8.47,62.0,12.0,12.0,1B-D,5,10,2026-02-16
SMOT.N0000,237,39.9,24.5,45.0,50.0,82.0,29.5,37.0,12.0,retail,high,strong_accumulation,1.636,full_downtrend,-0.38,-0.42,-18.11,37.0,37.0,12.0,1B-D,5,10,2026-02-16
MRH.N0000,238,39.7,24.5,50.0,50.0,37.0,44.5,12.0,37.0,retail,moderate,strong_distribution,0.478,mostly_negative,-1.09,-2.15,0.0,37.0,37.0,62.0,1B-D,5,10,2026-02-16
JKL.N0000,239,39.4,12.0,60.0,50.0,37.0,54.5,12.0,12.0,retail,very_low,strong_distribution,0.316,mostly_positive,-0.82,2.3,0.12,37.0,62.0,62.0,1B-D,5,10,2026-02-16
CERA.N0000,240,39.4,12.0,60.0,50.0,62.0,44.5,12.0,12.0,retail,very_low,mild_distribution,0.804,mostly_negative,-1.65,-3.52,0.0,37.0,37.0,62.0,1B-D,5,10,2026-02-16
SING.N0000,241,39.3,12.0,40.0,50.0,37.0,62.0,12.0,12.0,retail,very_high,strong_distribution,0.315,mostly_positive,0.59,0.0,0.0,62.0,62.0,62.0,1B-D,5,10,2026-02-16
GUAR.N0000,242,39.2,37.0,45.0,50.0,37.0,29.5,37.0,37.0,retail,high,strong_distribution,0.464,full_downtrend,-1.2,-1.39,-8.8,37.0,37.0,12.0,1B-D,5,10,2026-02-16
BREW.N0000,243,38.9,12.0,55.0,50.0,37.0,54.5,12.0,12.0,retail,low,strong_distribution,0.432,mixed,-0.43,3.95,0.0,37.0,62.0,62.0,1B-D,5,10,2026-02-16
RICH.N0000,244,38.8,37.0,60.0,50.0,62.0,12.0,37.0,37.0,retail,very_low,mild_distribution,0.686,full_downtrend,-2.38,-7.75,-12.97,12.0,12.0,12.0,1B-D,5,10,2026-02-16
KFP.N0000,245,38.8,12.0,60.0,50.0,12.0,62.0,12.0,12.0,retail,very_low,strong_distribution,0.219,mostly_positive,0.59,0.0,0.0,62.0,62.0,62.0,1B-D,5,10,2026-02-16
LION.N0000,246,38.8,12.0,60.0,50.0,12.0,62.0,12.0,12.0,retail,very_low,strong_distribution,0.049,full_uptrend,0.71,1.09,4.4,62.0,62.0,62.0,1B-D,5,10,2026-02-16
PLC.N0000,247,38.8,37.0,60.0,50.0,12.0,32.0,37.0,37.0,retail,very_low,strong_distribution,0.177,mostly_negative,-2.25,3.57,-7.12,12.0,62.0,12.0,1B-D,5,10,2026-02-16
RENU.N0000,248,38.0,12.0,55.0,50.0,12.0,61.0,12.0,12.0,retail,low,strong_distribution,0.069,mostly_positive,-4.14,8.66,5.91,12.0,82.0,82.0,1B-D,5,10,2026-02-16
NTB.X0000,249,37.9,12.0,50.0,50.0,12.0,62.5,12.0,12.0,retail,moderate,strong_distribution,0.126,mixed,-0.22,12.81,0.0,37.0,82.0,62.0,1B-D,5,10,2026-02-16
CARG.N0000,250,37.8,24.5,60.0,50.0,12.0,43.0,37.0,12.0,retail,very_low,strong_distribution,0.048,mostly_negative,2.09,-3.34,-7.11,82.0,37.0,12.0,1B-D,5,10,2026-02-16
LHL.N0000,251,37.7,12.0,60.0,50.0,82.0,29.5,12.0,12.0,retail,very_low,mild_accumulation,1.399,full_downtrend,-2.7,-1.12,-3.29,12.0,37.0,37.0,1B-D,5,10,2026-02-16
JFP.N0000,252,37.5,37.0,60.0,50.0,12.0,27.0,37.0,37.0,retail,very_low,strong_distribution,0.059,mostly_negative,-2.48,-7.65,0.0,12.0,12.0,62.0,1B-D,5,10,2026-02-16
