symbol,rank,dimension7_v2_score,c1_trading_activity,c2_volatility_adj,c3_market_recognition,c4_volume_trends,c5_momentum,trade_volume_score,share_volume_score,trade_density_class,volatility_level,volume_trend,volume_ratio,momentum_confluence,momentum_5d_pct,momentum_20d_pct,momentum_60d_pct,momentum_5d_score,momentum_20d_score,momentum_60d_score,phase,components_active,metrics_available,scoring_date
CPRT.N0000,40,63.8,59.5,40.0,50.0,82.0,85.1,82.0,37.0,retail,very_high,mild_accumulation,1.319,mostly_positive,92.69,602.23,0.0,95.0,95.0,62.0,1B-D,5,10,2026-02-16
SIRA.N0000,41,63.4,88.5,55.0,50.0,62.0,50.5,82.0,95.0,mixed,low,mild_distribution,0.616,mostly_negative,-1.09,-1.09,11.31,37.0,37.0,82.0,1B-D,5,10,2026-02-16
GEST.N0000,42,63.3,49.5,40.0,50.0,82.0,95.0,62.0,37.0,retail,very_high,mild_accumulation,1.201,full_uptrend,24.18,84.16,79.81,95.0,95.0,95.0,1B-D,5,10,2026-02-16
BIL.N0000,43,63.3,95.0,50.0,50.0,37.0,54.5,95.0,95.0,mixed,moderate,strong_distribution,0.432,mostly_negative,0.0,0.0,-2.9,62.0,62.0,37.0,1B-D,5,10,2026-02-16
SEYB.X0000,44,63.3,82.0,50.0,50.0,82.0,52.0,82.0,82.0,mixed,moderate,mild_accumulation,1.435,mostly_negative,0.0,-3.8,0.0,62.0,37.0,62.0,1B-D,5,10,2026-02-16
AUTO.N0000,45,63.0,59.5,40.0,50.0,62.0,89.8,82.0,37.0,retail,very_high,mild_distribution,0.832,full_uptrend,9.0,8.73,168.31,95.0,82.0,95.0,1B-D,5,10,2026-02-16
HVA.N0000,46,62.8,88.5,50.0,50.0,12.0,70.1,82.0,95.0,mixed,moderate,strong_distribution,0.285,mostly_positive,-5.36,39.47,32.5,12.0,95.0,95.0,1B-D,5,10,2026-02-16
KZOO.N0000,47,62.7,82.0,50.0,50.0,12.0,77.6,82.0,82.0,mixed,moderate,strong_distribution,0.16,mostly_positive,-0.92,84.62,71.43,37.0,95.0,95.0,1B-D,5,10,2026-02-16
LFIN.N0000,48,62.7,72.0,55.0,50.0,95.0,54.5,82.0,62.0,mixed,low,strong_accumulation,1.938,mostly_positive,-0.61,1.09,3.01,37.0,62.0,62.0,1B-D,5,10,2026-02-16
JKH.N0000,49,62.5,95.0,60.0,50.0,37.0,47.0,95.0,95.0,mixed,very_low,strong_distribution,0.437,mostly_negative,-1.34,0.45,-3.49,37.0,62.0,37.0,1B-D,5,10,2026-02-16
ASCO.N0000,50,62.3,62.0,55.0,50.0,62.0,77.9,62.0,62.0,mixed,low,mild_distribution,0.816,full_uptrend,3.69,4.71,39.79,82.0,62.0,95.0,1B-D,5,10,2026-02-16
COMB.X0000,51,62.1,62.0,60.0,50.0,95.0,62.0,62.0,62.0,mixed,very_low,strong_accumulation,2.125,mostly_positive,1.1,1.85,0.0,62.0,62.0,62.0,1B-D,5,10,2026-02-16
AFS.N0000,52,62.1,62.0,45.0,50.0,37.0,91.1,62.0,62.0,mixed,high,strong_distribution,0.44,full_uptrend,4.04,45.51,59.27,82.0,95.0,95.0,1B-D,5,10,2026-02-16
WLTH.N0000,53,62.0,88.5,50.0,50.0,62.0,47.0,95.0,82.0,mixed,moderate,mild_distribution,0.66,mixed,-3.61,0.63,0.0,12.0,62.0,62.0,1B-D,5,10,2026-02-16
ASIY.N0000,54,61.8,72.0,50.0,50.0,37.0,76.0,62.0,82.0,mixed,moderate,strong_distribution,0.419,mostly_positive,0.0,14.29,23.08,62.0,82.0,82.0,1B-D,5,10,2026-02-16
CBNK.N0000,55,61.5,82.0,50.0,50.0,95.0,39.5,82.0,82.0,mixed,moderate,strong_accumulation,3.474,mostly_negative,-1.03,0.0,-8.57,37.0,62.0,12.0,1B-D,5,10,2026-02-16
SUN.N0000,56,61.5,95.0,55.0,50.0,82.0,27.0,95.0,95.0,mixed,low,mild_accumulation,1.201,full_downtrend,-1.78,-6.48,-2.35,37.0,12.0,37.0,1B-D,5,10,2026-02-16
HNBF.N0000,57,61.4,78.5,55.0,50.0,62.0,54.5,62.0,95.0,institutional,low,neutral,1.002,mixed,1.25,0.0,-2.41,62.0,62.0,37.0,1B-D,5,10,2026-02-16
AMSL.N0000,58,60.8,62.0,45.0,50.0,62.0,76.0,62.0,62.0,mixed,high,neutral,0.987,mostly_positive,0.0,10.0,9.22,62.0,82.0,82.0,1B-D,5,10,2026-02-16
HNBF.X0000,59,60.4,72.0,45.0,50.0,82.0,54.5,62.0,82.0,mixed,high,mild_accumulation,1.173,mostly_negative,-1.28,0.0,0.0,37.0,62.0,62.0,1B-D,5,10,2026-02-16
PABC.N0000,60,60.4,82.0,45.0,50.0,37.0,60.5,82.0,82.0,mixed,high,strong_distribution,0.516,mostly_positive,2.81,3.5,-2.2,82.0,62.0,37.0,1B-D,5,10,2026-02-16
MHDL.N0000,61,60.3,82.0,45.0,50.0,12.0,70.1,82.0,82.0,mixed,high,strong_distribution,0.254,mostly_positive,-7.69,45.95,61.19,12.0,95.0,95.0,1B-D,5,10,2026-02-16
YORK.N0000,62,60.3,88.5,50.0,50.0,12.0,60.2,95.0,82.0,mixed,moderate,strong_distribution,0.129,mixed,-10.56,50.47,0.0,12.0,95.0,62.0,1B-D,5,10,2026-02-16
UAL.N0000,63,60.2,62.0,60.0,50.0,95.0,54.5,62.0,62.0,mixed,very_low,strong_accumulation,2.6,mostly_positive,0.5,0.13,-1.96,62.0,62.0,37.0,1B-D,5,10,2026-02-16
SFCL.R0000,64,60.0,78.5,40.0,50.0,82.0,47.0,95.0,62.0,retail,very_high,mild_accumulation,1.399,mostly_negative,-52.64,0.0,0.0,12.0,62.0,62.0,1B-D,5,10,2026-02-16
CTBL.N0000,65,59.8,72.0,45.0,50.0,37.0,70.1,62.0,82.0,mixed,high,strong_distribution,0.468,mostly_positive,-4.76,25.0,29.03,12.0,95.0,95.0,1B-D,5,10,2026-02-16
CALT.N0000,66,59.3,72.0,60.0,50.0,62.0,52.0,82.0,62.0,retail,very_low,mild_distribution,0.88,mixed,0.0,-2.03,0.76,62.0,37.0,62.0,1B-D,5,10,2026-02-16
SHAW.N0000,67,59.0,49.5,40.0,50.0,82.0,77.9,62.0,37.0,retail,very_high,mild_accumulation,1.359,full_uptrend,8.52,3.31,8.4,95.0,62.0,82.0,1B-D,5,10,2026-02-16
UBF.N0000,68,58.5,88.5,45.0,50.0,82.0,27.0,82.0,95.0,institutional,high,strong_accumulation,1.631,mostly_negative,0.0,-8.82,-6.06,62.0,12.0,12.0,1B-D,5,10,2026-02-16
UML.N0000,69,58.5,95.0,45.0,50.0,62.0,27.0,95.0,95.0,mixed,high,mild_distribution,0.603,mostly_negative,-2.82,-89.69,0.0,12.0,12.0,62.0,1B-D,5,10,2026-02-16
NEH.N0000,70,58.4,37.0,40.0,50.0,95.0,85.1,62.0,12.0,retail,very_high,strong_accumulation,3.756,mostly_positive,38.47,38.47,0.0,95.0,95.0,62.0,1B-D,5,10,2026-02-16
SEYB.N0000,71,58.3,62.0,55.0,50.0,62.0,62.0,62.0,62.0,mixed,low,neutral,1.072,mostly_positive,1.36,0.45,0.0,62.0,62.0,62.0,1B-D,5,10,2026-02-16
CIC.N0000,72,58.0,82.0,60.0,50.0,82.0,27.0,82.0,82.0,mixed,very_low,mild_accumulation,1.19,mostly_negative,-3.9,-9.21,1.77,12.0,12.0,62.0,1B-D,5,10,2026-02-16
SPEN.N0000,73,57.8,62.0,60.0,50.0,37.0,68.0,62.0,62.0,mixed,very_low,strong_distribution,0.526,full_uptrend,2.53,1.25,0.78,82.0,62.0,62.0,1B-D,5,10,2026-02-16
HAYC.N0000,74,57.8,62.0,60.0,50.0,37.0,68.0,62.0,62.0,retail,very_low,strong_distribution,0.329,full_uptrend,1.01,0.81,13.44,62.0,62.0,82.0,1B-D,5,10,2026-02-16
LIOC.N0000,75,57.8,62.0,60.0,50.0,37.0,68.0,62.0,62.0,retail,very_low,strong_distribution,0.49,full_uptrend,0.54,3.11,6.43,62.0,62.0,82.0,1B-D,5,10,2026-02-16
CIC.X0000,76,57.4,82.0,55.0,50.0,62.0,34.5,82.0,82.0,mixed,low,mild_distribution,0.662,mostly_negative,-1.75,-6.67,0.0,37.0,12.0,62.0,1B-D,5,10,2026-02-16
ACL.N0000,77,57.4,88.5,60.0,50.0,37.0,34.5,95.0,82.0,mixed,very_low,strong_distribution,0.531,mostly_negative,-1.0,-5.94,0.0,37.0,12.0,62.0,1B-D,5,10,2026-02-16
LCBF.N0000,78,57.3,72.0,50.0,50.0,62.0,48.0,62.0,82.0,mixed,moderate,mild_distribution,0.85,mostly_positive,4.82,-5.43,1.16,82.0,12.0,62.0,1B-D,5,10,2026-02-16
AGST.N0000,79,57.3,72.0,50.0,50.0,12.0,68.0,62.0,82.0,mixed,moderate,strong_distribution,0.262,mostly_positive,0.0,0.95,11.58,62.0,62.0,82.0,1B-D,5,10,2026-02-16
LUMX.N0000,80,57.3,72.0,45.0,50.0,12.0,70.1,62.0,82.0,mixed,high,strong_distribution,0.135,mostly_positive,-4.72,50.75,46.38,12.0,95.0,95.0,1B-D,5,10,2026-02-16
MEL.N0000,81,57.3,72.0,45.0,50.0,12.0,70.1,62.0,82.0,mixed,high,strong_distribution,0.118,mostly_positive,-2.7,50.0,60.0,12.0,95.0,95.0,1B-D,5,10,2026-02-16
AHPL.N0000,82,57.0,49.5,50.0,50.0,95.0,60.5,37.0,62.0,institutional,moderate,strong_accumulation,2.736,mostly_positive,2.65,1.75,-3.49,82.0,62.0,37.0,1B-D,5,10,2026-02-16
AHUN.N0000,83,56.9,62.0,50.0,50.0,82.0,50.5,62.0,62.0,mixed,moderate,strong_accumulation,1.655,mostly_negative,5.26,-3.77,-0.65,82.0,37.0,37.0,1B-D,5,10,2026-02-16
ASPH.N0000,84,56.8,59.5,40.0,50.0,12.0,85.1,37.0,82.0,mixed,very_high,strong_distribution,0.132,mostly_positive,25.0,25.0,0.0,95.0,95.0,62.0,1B-D,5,10,2026-02-16
SEMB.N0000,85,56.8,59.5,40.0,50.0,12.0,85.1,37.0,82.0,institutional,very_high,strong_distribution,0.28,mostly_positive,0.0,25.0,25.0,62.0,95.0,95.0,1B-D,5,10,2026-02-16
ASIR.N0000,86,56.7,49.5,60.0,50.0,62.0,68.5,37.0,62.0,mixed,very_low,mild_distribution,0.668,mostly_positive,-1.19,10.3,6.41,37.0,82.0,82.0,1B-D,5,10,2026-02-16
CITW.N0000,87,56.5,59.5,45.0,50.0,62.0,62.0,37.0,82.0,mixed,high,mild_distribution,0.697,mixed,0.0,0.0,0.0,62.0,62.0,62.0,1B-D,5,10,2026-02-16
RCL.N0000,88,56.5,72.0,55.0,50.0,37.0,53.0,82.0,62.0,mixed,low,strong_distribution,0.297,mostly_positive,-2.34,3.3,11.58,12.0,62.0,82.0,1B-D,5,10,2026-02-16
LGL.N0000,89,56.3,72.0,55.0,50.0,37.0,52.0,62.0,82.0,mixed,low,strong_distribution,0.411,mostly_positive,0.72,-2.78,2.34,62.0,37.0,62.0,1B-D,5,10,2026-02-16
PHAR.N0000,90,56.2,37.0,50.0,50.0,95.0,72.4,37.0,37.0,retail,moderate,strong_accumulation,2.926,mostly_positive,14.52,15.97,-2.29,95.0,82.0,37.0,1B-D,5,10,2026-02-16
GHLL.N0000,91,56.1,49.5,55.0,50.0,62.0,68.0,37.0,62.0,mixed,low,mild_distribution,0.815,full_uptrend,3.78,3.78,0.52,82.0,62.0,62.0,1B-D,5,10,2026-02-16
HHL.N0000,92,56.0,82.0,60.0,50.0,37.0,37.0,82.0,82.0,mixed,very_low,strong_distribution,0.355,full_downtrend,-0.88,-2.87,-4.79,37.0,37.0,37.0,1B-D,5,10,2026-02-16
NTB.N0000,93,55.9,62.0,60.0,50.0,62.0,50.5,62.0,62.0,retail,very_low,neutral,0.988,mostly_negative,-1.6,-2.95,10.38,37.0,37.0,82.0,1B-D,5,10,2026-02-16
CITH.N0000,94,55.8,62.0,50.0,50.0,12.0,74.0,62.0,62.0,mixed,moderate,strong_distribution,0.171,mostly_positive,2.27,0.0,18.42,82.0,62.0,82.0,1B-D,5,10,2026-02-16
LLUB.N0000,95,55.6,49.5,60.0,50.0,37.0,74.0,62.0,37.0,retail,very_low,strong_distribution,0.313,full_uptrend,1.8,3.94,7.47,82.0,62.0,82.0,1B-D,5,10,2026-02-16
CALH.N0000,96,55.5,82.0,55.0,50.0,62.0,27.0,82.0,82.0,mixed,low,neutral,0.937,mostly_negative,-5.56,-5.56,2.41,12.0,12.0,62.0,1B-D,5,10,2026-02-16
FCT.N0000,97,55.5,72.0,50.0,50.0,82.0,33.0,82.0,62.0,retail,moderate,mild_accumulation,1.105,mostly_negative,-5.68,-6.43,11.5,12.0,12.0,82.0,1B-D,5,10,2026-02-16
SHL.N0000,98,55.4,49.5,50.0,50.0,12.0,87.2,37.0,62.0,mixed,moderate,strong_distribution,0.163,full_uptrend,4.29,35.19,7.35,82.0,95.0,82.0,1B-D,5,10,2026-02-16
JETS.N0000,99,55.2,82.0,50.0,50.0,82.0,19.5,82.0,82.0,mixed,moderate,strong_accumulation,1.587,full_downtrend,-1.11,-5.82,-14.83,37.0,12.0,12.0,1B-D,5,10,2026-02-16
NAMU.N0000,100,55.2,49.5,60.0,50.0,82.0,54.4,62.0,37.0,retail,very_low,strong_accumulation,1.534,mostly_negative,-0.69,-3.53,51.69,37.0,37.0,95.0,1B-D,5,10,2026-02-16
ACAP.N0000,101,55.1,49.5,50.0,50.0,37.0,76.0,37.0,62.0,mixed,moderate,strong_distribution,0.561,mostly_positive,4.48,16.67,0.0,82.0,82.0,62.0,1B-D,5,10,2026-02-16
CFVF.N0000,102,55.0,72.0,60.0,50.0,82.0,27.0,82.0,62.0,retail,very_low,neutral,1.092,mostly_negative,-6.82,-4.5,4.06,12.0,12.0,62.0,1B-D,5,10,2026-02-16
DFCC.N0000,103,54.9,72.0,60.0,50.0,37.0,44.5,82.0,62.0,retail,very_low,strong_distribution,0.448,mostly_negative,0.96,-0.94,-2.32,62.0,37.0,37.0,1B-D,5,10,2026-02-16
AFSL.N0000,104,54.8,49.5,40.0,50.0,82.0,61.0,62.0,37.0,retail,very_high,mild_accumulation,1.223,mostly_positive,-4.81,19.28,17.72,12.0,82.0,82.0,1B-D,5,10,2026-02-16
RGEM.N0000,105,54.6,37.0,45.0,50.0,37.0,91.1,37.0,37.0,retail,high,strong_distribution,0.404,full_uptrend,2.1,105.99,99.52,82.0,95.0,95.0,1B-D,5,10,2026-02-16
KCAB.N0000,106,54.5,72.0,55.0,50.0,82.0,27.0,82.0,62.0,retail,low,mild_accumulation,1.241,mostly_negative,-2.09,-12.54,0.0,12.0,12.0,62.0,1B-D,5,10,2026-02-16
STAF.N0000,107,54.0,62.0,50.0,50.0,62.0,46.9,62.0,62.0,retail,moderate,mild_distribution,0.805,mostly_negative,10.4,-3.5,-11.96,95.0,37.0,12.0,1B-D,5,10,2026-02-16
COCO.N0000,108,54.0,62.0,55.0,50.0,12.0,64.9,62.0,62.0,retail,low,strong_distribution,0.052,mostly_positive,-2.1,4.79,68.67,12.0,82.0,95.0,1B-D,5,10,2026-02-16
MGT.N0000,109,53.8,72.0,60.0,50.0,82.0,22.0,62.0,82.0,mixed,very_low,mild_accumulation,1.315,full_downtrend,-4.02,-2.05,-8.17,12.0,37.0,12.0,1B-D,5,10,2026-02-16
CABO.N0000,110,53.5,24.5,50.0,50.0,62.0,89.8,37.0,12.0,retail,moderate,neutral,0.976,full_uptrend,8.27,11.68,39.16,95.0,82.0,95.0,1B-D,5,10,2026-02-16
COCO.X0000,111,53.5,62.0,50.0,50.0,37.0,55.0,62.0,62.0,retail,moderate,strong_distribution,0.363,mixed,-1.86,9.45,0.0,12.0,82.0,62.0,1B-D,5,10,2026-02-16
DIAL.N0000,112,53.4,72.0,55.0,50.0,12.0,50.5,82.0,62.0,retail,low,strong_distribution,0.177,mostly_negative,-0.61,-4.13,8.33,37.0,37.0,82.0,1B-D,5,10,2026-02-16
LVEF.N0000,113,53.2,88.5,50.0,50.0,62.0,12.0,82.0,95.0,mixed,moderate,neutral,1.006,full_downtrend,-2.22,-12.0,-21.43,12.0,12.0,12.0,1B-D,5,10,2026-02-16
RHL.N0000,114,53.1,49.5,60.0,50.0,12.0,74.0,37.0,62.0,mixed,very_low,strong_distribution,0.291,full_uptrend,3.0,0.92,21.15,82.0,62.0,82.0,1B-D,5,10,2026-02-16
KOTA.N0000,115,52.7,72.0,50.0,50.0,62.0,29.5,62.0,82.0,mixed,moderate,mild_distribution,0.816,full_downtrend,-1.05,-2.08,-7.84,37.0,37.0,12.0,1B-D,5,10,2026-02-16
CSLK.N0000,116,52.5,72.0,55.0,50.0,62.0,27.0,62.0,82.0,mixed,low,neutral,0.986,full_downtrend,-0.7,-6.62,-2.08,37.0,12.0,37.0,1B-D,5,10,2026-02-16
MELS.N0000,117,52.5,62.0,60.0,50.0,62.0,37.0,62.0,62.0,retail,very_low,mild_distribution,0.639,full_downtrend,-0.96,-0.28,-1.37,37.0,37.0,37.0,1B-D,5,10,2026-02-16
KHC.N0000,118,52.5,62.0,40.0,50.0,82.0,37.0,62.0,62.0,retail,very_high,mild_accumulation,1.242,mostly_negative,0.59,-2.3,-15.84,62.0,37.0,12.0,1B-D,5,10,2026-02-16
CINS.N0000,119,52.4,24.5,60.0,50.0,95.0,68.0,12.0,37.0,mixed,very_low,strong_accumulation,2.182,mostly_positive,2.8,2.19,0.0,82.0,62.0,62.0,1B-D,5,10,2026-02-16
OSEA.N0000,120,52.3,62.0,55.0,50.0,12.0,58.0,62.0,62.0,retail,low,strong_distribution,0.204,mostly_positive,0.66,-1.72,12.81,62.0,37.0,82.0,1B-D,5,10,2026-02-16
EBCR.N0000,121,52.3,62.0,50.0,50.0,95.0,27.0,62.0,62.0,mixed,moderate,strong_accumulation,1.808,full_downtrend,-0.94,-7.35,-4.55,37.0,12.0,37.0,1B-D,5,10,2026-02-16
COOP.N0000,122,52.0,72.0,50.0,50.0,12.0,47.0,62.0,82.0,mixed,moderate,strong_distribution,0.129,mostly_negative,0.0,0.0,-8.33,62.0,62.0,12.0,1B-D,5,10,2026-02-16
TESS.X0000,123,51.8,59.5,40.0,50.0,37.0,55.0,37.0,82.0,institutional,very_high,strong_distribution,0.527,mixed,-6.67,16.67,0.0,12.0,82.0,62.0,1B-D,5,10,2026-02-16
BERU.N0000,124,51.8,59.5,45.0,50.0,37.0,53.0,37.0,82.0,mixed,high,strong_distribution,0.554,mixed,2.78,0.0,-7.5,82.0,62.0,12.0,1B-D,5,10,2026-02-16
MARA.N0000,125,51.8,49.5,50.0,50.0,62.0,53.0,37.0,62.0,mixed,moderate,mild_distribution,0.661,mostly_positive,1.47,1.47,-6.76,82.0,62.0,12.0,1B-D,5,10,2026-02-16
