date,location_id,location_name,temperature_2m_mean,temperature_2m_max,temperature_2m_min,rain_sum,precipitation_sum,relative_humidity_2m_mean,wind_speed_10m_max,wind_gusts_10m_max,cloud_cover_mean,tea_favorability,tourism_score,extreme_rain,wind_storm,drought_risk
2020-01-01,0.0,Colombo_Western,25.54,29.1,1.1,7.1,2.2,85.98,11.0,26.3,49.248000000000005,50,64,0,0,0
2020-01-01,1.0,Central_Highlands,15.376,19.5,1.4,4.4,2.8,84.96,10.5,33.5,74.348,50,50,0,0,0
2020-01-01,2.0,Eastern_Coast,25.408,30.0,3.4,23.4,6.800000000000001,84.25200000000001,13.7,30.6,61.784,50,0,0,0,0
2020-01-01,3.0,Central_Province,23.284000000000002,27.8,0.0,0.0,0.0,78.732,20.9,50.4,55.56,50,50,0,0,0
2020-01-01,4.0,Location_4,25.7,30.2,1.0,8.0,2.0,81.388,17.7,39.2,42.06399999999999,50,50,0,0,0
2020-01-01,5.0,Location_5,25.4,31.0,0.7,6.7,1.4,82.85600000000001,13.3,31.7,59.812,50,50,0,0,0
2020-01-01,6.0,Location_6,25.428,29.0,2.9,20.9,5.8,84.85600000000001,14.4,38.9,60.144,50,50,0,0,0
2020-01-01,7.0,Location_7,24.936,30.0,1.3,9.3,2.6,85.036,14.1,33.1,60.763999999999996,50,50,0,0,0
2020-01-01,8.0,Location_8,25.656,29.6,1.6,10.6,3.2,82.38799999999999,24.5,51.5,50.416000000000004,50,50,0,0,0
2020-01-01,9.0,Northern,25.128,28.1,0.7,7.7,1.4,86.444,12.6,30.2,87.176,50,61,0,0,0
2020-01-01,10.0,Location_10,25.648000000000003,28.9,1.3,9.3,2.6,82.18799999999999,20.8,38.5,75.868,50,50,0,0,0
2020-01-01,11.0,Location_11,24.744,30.9,2.5,7.5,5.0,82.90799999999999,9.9,27.0,60.628,50,50,0,0,0
2020-01-02,0.0,Colombo_Western,25.631999999999998,30.1,1.6,10.6,3.2,84.904,10.2,26.6,33.391999999999996,50,47,0,0,0
2020-01-02,1.0,Central_Highlands,15.607999999999999,19.7,1.8,7.8,3.6,90.208,15.1,43.2,76.712,50,50,0,0,0
2020-01-02,2.0,Eastern_Coast,25.46,29.2,5.6,28.6,11.2,86.69200000000001,12.2,35.3,65.0,50,0,0,0,0
2020-01-02,3.0,Central_Province,23.344,27.5,0.5,4.5,1.0,80.05199999999999,22.2,53.6,31.092,50,50,0,0,0
2020-01-02,4.0,Location_4,25.535999999999998,29.9,4.2,12.2,8.4,83.936,14.6,39.2,34.168,50,50,0,0,0
2020-01-02,5.0,Location_5,25.215999999999998,29.7,4.8,25.8,9.6,86.684,12.2,35.3,58.06399999999999,50,50,0,0,0
2020-01-02,6.0,Location_6,25.828000000000003,28.4,6.6,26.6,13.2,83.944,14.6,40.0,49.488,50,50,0,0,0
2020-01-02,7.0,Location_7,25.076,28.9,1.7,7.7,3.4,84.84,15.9,36.4,40.504,50,50,0,0,0
2020-01-02,8.0,Location_8,25.736,28.9,10.5,29.5,21.0,85.176,21.6,49.7,72.036,50,50,0,0,0
2020-01-02,9.0,Northern,25.732,28.8,1.8,15.8,3.6,82.74799999999999,18.8,36.0,46.836000000000006,50,21,0,0,0
2020-01-02,10.0,Location_10,26.195999999999998,29.5,0.9,4.9,1.8,80.132,19.1,36.0,37.768,50,50,0,0,0
2020-01-02,11.0,Location_11,25.12,31.3,1.3,7.3,2.6,81.084,10.6,33.8,29.4,50,50,0,0,0
2020-01-03,0.0,Colombo_Western,25.631999999999998,29.1,0.8,6.8,1.6,85.264,12.6,27.7,42.952,50,66,0,0,0
2020-01-03,1.0,Central_Highlands,15.716,20.3,0.0,0.0,0.0,84.376,14.1,40.3,54.843999999999994,50,50,0,0,0
2020-01-03,2.0,Eastern_Coast,25.58,29.7,2.7,16.7,5.4,83.82,14.8,32.8,27.976,50,16,0,0,0
2020-01-03,3.0,Central_Province,23.72,28.3,0.0,0.0,0.0,77.188,21.7,52.2,24.816,50,50,0,0,0
2020-01-03,4.0,Location_4,25.968000000000004,30.2,1.0,9.0,2.0,80.16,19.8,46.4,30.544,50,50,0,0,0
2020-01-03,5.0,Location_5,25.412,30.0,1.3,10.3,2.6,83.056,14.2,32.0,35.64,50,50,0,0,0
2020-01-03,6.0,Location_6,26.164,28.7,4.4,14.4,8.8,81.444,18.1,43.9,34.424,50,50,0,0,0
2020-01-03,7.0,Location_7,25.228,29.6,0.6,6.6,1.2,82.212,17.8,35.6,39.668,50,50,0,0,0
2020-01-03,8.0,Location_8,25.7,29.6,1.1,10.1,2.2,81.868,22.8,49.0,33.064,50,50,0,0,0
2020-01-03,9.0,Northern,25.864,29.5,0.6,4.6,1.2,83.236,16.7,32.8,32.928000000000004,50,77,0,0,0
2020-01-03,10.0,Location_10,26.291999999999998,29.5,2.1,9.1,4.2,79.572,21.3,36.4,44.048,50,50,0,0,0
2020-01-03,11.0,Location_11,25.544,31.6,0.8,8.8,1.6,78.384,6.9,19.4,35.488,50,50,0,0,0
2020-01-04,0.0,Colombo_Western,25.676,28.9,2.3,14.3,4.6,85.104,10.8,29.9,28.491999999999997,50,28,0,0,0
2020-01-04,1.0,Central_Highlands,14.96,21.0,0.0,0.0,0.0,82.104,7.3,24.8,38.52,50,50,0,0,0
2020-01-04,2.0,Eastern_Coast,25.191999999999997,29.9,0.7,7.7,1.4,83.40799999999999,11.8,28.1,20.38,50,61,0,0,0
2020-01-04,3.0,Central_Province,23.44,28.6,0.7,3.7,1.4,78.096,18.0,43.2,15.475999999999999,50,50,0,0,0
2020-01-04,4.0,Location_4,25.324,30.0,2.5,11.5,5.0,83.25200000000001,9.4,23.8,29.144000000000002,50,50,0,0,0
2020-01-04,5.0,Location_5,25.408,30.6,1.6,9.6,3.2,82.256,11.7,24.1,30.084,50,50,0,0,0
2020-01-04,6.0,Location_6,25.86,29.1,1.6,11.6,3.2,81.35600000000001,13.4,36.4,21.04,50,50,0,0,0
2020-01-04,7.0,Location_7,25.291999999999998,29.9,0.6,5.6,1.2,81.41199999999999,14.1,29.9,36.156,50,50,0,0,0
2020-01-04,8.0,Location_8,25.756,29.9,1.1,6.1,2.2,80.472,20.9,44.6,13.572000000000001,50,50,0,0,0
2020-01-04,9.0,Northern,25.808000000000003,29.5,0.8,5.8,1.6,83.95200000000001,13.1,27.0,17.875999999999998,50,71,0,0,0
2020-01-04,10.0,Location_10,26.171999999999997,29.4,1.7,9.7,3.4,80.408,19.2,28.799999999999997,18.684,50,50,0,0,0
2020-01-04,11.0,Location_11,24.971999999999998,31.0,1.2,9.2,2.4,80.36,7.8,18.4,17.832,50,50,0,0,0
2020-01-05,0.0,Colombo_Western,25.364,29.5,0.5,3.5,1.0,85.656,10.4,24.8,39.54,50,82,0,0,0
2020-01-05,1.0,Central_Highlands,14.732000000000001,20.4,0.0,0.0,0.0,77.372,11.5,36.4,29.272,50,50,0,0,0
2020-01-05,2.0,Eastern_Coast,25.276,29.6,0.8,6.8,1.6,81.932,13.5,31.3,32.94,50,66,0,0,0
2020-01-05,3.0,Central_Province,23.24,28.3,0.0,0.0,0.0,75.72800000000001,22.6,53.6,20.588,50,50,0,0,0
2020-01-05,4.0,Location_4,25.684,30.9,3.4,11.4,6.8,80.264,8.3,31.7,50.544,50,50,0,0,0
2020-01-05,5.0,Location_5,25.548000000000002,31.0,0.4,4.4,0.8,80.50399999999999,14.2,29.5,44.312,50,50,0,0,0
2020-01-05,6.0,Location_6,25.98,28.8,1.4,8.4,2.8,78.52,16.4,41.4,30.375999999999998,50,50,0,0,0
2020-01-05,7.0,Location_7,25.151999999999997,30.8,0.0,0.0,0.0,80.488,17.4,36.4,34.724000000000004,50,50,0,0,0
2020-01-05,8.0,Location_8,25.868000000000002,30.2,0.5,3.5,1.0,78.876,22.6,46.8,25.936,50,50,0,0,0
2020-01-05,9.0,Northern,25.908,29.5,0.0,0.0,0.0,80.0,18.0,34.2,23.16,50,100,0,0,0
2020-01-05,10.0,Location_10,26.54,31.1,1.7,6.7,3.4,75.744,24.9,37.349999999999994,27.951999999999998,50,50,0,0,0
2020-01-05,11.0,Location_11,24.956,32.2,0.0,0.0,0.0,76.68,14.6,28.4,35.56,50,50,0,0,0
2020-01-06,0.0,Colombo_Western,25.412,30.3,0.5,4.5,1.0,83.416,11.6,29.9,22.648000000000003,50,77,0,0,0
2020-01-06,1.0,Central_Highlands,14.42,19.0,0.0,0.0,0.0,84.12,16.8,49.0,29.68,50,50,0,0,0
2020-01-06,2.0,Eastern_Coast,25.06,29.2,2.5,14.5,5.0,84.08,14.6,38.5,29.54,50,27,0,0,0
2020-01-06,3.0,Central_Province,23.224,27.9,0.0,0.0,0.0,75.72800000000001,23.1,55.1,16.512,50,50,0,0,0
2020-01-06,4.0,Location_4,25.524,31.4,0.6,3.6,1.2,77.904,14.5,37.1,26.908,50,50,0,0,0
2020-01-06,5.0,Location_5,25.324,29.5,1.9,10.9,3.8,81.172,16.6,36.7,27.46,50,50,0,0,0
2020-01-06,6.0,Location_6,26.136,29.0,2.3,15.3,4.6,76.604,18.7,46.4,23.212,50,50,0,0,0
2020-01-06,7.0,Location_7,25.088,29.9,0.2,2.2,0.4,79.204,18.1,37.4,18.204,50,50,0,0,0
2020-01-06,8.0,Location_8,25.971999999999998,30.1,1.2,7.2,2.4,76.88,24.0,49.7,19.416,50,50,0,0,0
2020-01-06,9.0,Northern,25.784000000000002,28.7,1.1,6.1,2.2,79.032,21.4,40.0,22.128,50,69,0,0,0
2020-01-06,10.0,Location_10,26.276,30.0,0.3,3.3,0.6,75.976,28.1,46.4,13.452,50,50,0,0,0
2020-01-06,11.0,Location_11,24.86,31.3,0.1,1.1,0.2,76.236,19.4,44.6,8.376,50,50,0,0,0
2020-01-07,0.0,Colombo_Western,25.82,30.6,0.4,2.4,0.8,75.676,13.6,24.1,77.408,50,88,0,0,0
2020-01-07,1.0,Central_Highlands,14.515999999999998,19.4,0.9,3.9,1.8,85.164,19.1,53.3,81.928,50,50,0,0,0
2020-01-07,2.0,Eastern_Coast,24.936,28.4,5.8,27.8,11.6,85.38799999999999,16.1,40.3,66.432,50,0,0,0,0
2020-01-07,3.0,Central_Province,22.98,28.0,0.4,3.4,0.8,76.916,22.0,52.9,57.06399999999999,50,50,0,0,0
2020-01-07,4.0,Location_4,25.311999999999998,30.5,1.3,7.3,2.6,78.132,12.2,31.7,80.824,50,50,0,0,0
2020-01-07,5.0,Location_5,24.336,27.9,4.2,25.2,8.4,87.208,15.6,39.2,57.32,50,50,0,0,0
2020-01-07,6.0,Location_6,25.288,27.9,5.9,27.9,11.8,83.604,21.6,53.6,56.72,50,50,0,0,0
2020-01-07,7.0,Location_7,24.372,27.9,1.5,9.5,3.0,84.17200000000001,18.9,42.5,49.071999999999996,50,50,0,0,0
2020-01-07,8.0,Location_8,25.811999999999998,29.9,1.1,7.1,2.2,76.99600000000001,24.9,53.3,78.74,50,50,0,0,0
2020-01-07,9.0,Northern,25.695999999999998,28.7,0.8,4.8,1.6,78.508,22.9,42.8,21.096,50,76,0,0,0
2020-01-07,10.0,Location_10,26.272,29.3,1.1,5.1,2.2,74.572,30.0,50.4,28.508000000000003,50,50,0,0,0
2020-01-07,11.0,Location_11,24.612,30.0,0.3,2.3,0.6,79.104,20.9,47.5,52.848,50,50,0,0,0
2020-01-08,0.0,Colombo_Western,26.12,30.9,0.2,2.2,0.4,70.608,17.7,31.7,53.716,50,89,0,0,0
2020-01-08,1.0,Central_Highlands,15.3,19.9,0.0,0.0,0.0,84.436,13.9,39.6,85.896,50,50,0,0,0
2020-01-08,2.0,Eastern_Coast,24.944000000000003,29.2,2.1,14.1,4.2,81.27600000000001,17.6,38.9,58.083999999999996,50,29,0,0,0
2020-01-08,3.0,Central_Province,23.048000000000002,27.6,0.2,2.2,0.4,75.48,18.1,44.3,45.64,50,50,0,0,0
2020-01-08,4.0,Location_4,24.912,28.1,1.9,10.9,3.8,83.916,9.7,32.4,64.368,50,50,0,0,0
2020-01-08,5.0,Location_5,24.74,29.8,2.3,14.3,4.6,79.828,15.0,30.6,44.763999999999996,50,50,0,0,0
2020-01-08,6.0,Location_6,25.531999999999996,28.4,0.0,0.0,0.0,70.944,18.6,45.7,42.896,50,50,0,0,0
2020-01-08,7.0,Location_7,24.324,29.6,0.0,0.0,0.0,77.092,16.6,36.0,44.992,50,50,0,0,0
2020-01-08,8.0,Location_8,26.028000000000002,30.8,0.3,3.3,0.6,73.044,21.4,45.4,64.18,50,50,0,0,0
2020-01-08,9.0,Northern,25.156,28.6,0.0,0.0,0.0,75.368,19.4,37.4,48.84,50,100,0,0,0
2020-01-08,10.0,Location_10,26.048000000000002,29.9,0.0,0.0,0.0,69.72399999999999,29.3,46.4,39.492,50,50,0,0,0
2020-01-08,11.0,Location_11,24.712,29.4,0.1,1.1,0.2,73.508,20.5,46.1,38.628,50,50,0,0,0
2020-01-09,0.0,Colombo_Western,24.872,30.6,0.0,0.0,0.0,74.036,19.2,35.6,70.868,50,100,0,0,0
2020-01-09,1.0,Central_Highlands,15.328,20.4,0.5,3.5,1.0,77.796,6.9,22.7,80.94,50,50,0,0,0
2020-01-09,2.0,Eastern_Coast,24.096,29.4,1.1,4.1,2.2,77.68,13.7,31.3,71.848,50,79,0,0,0
2020-01-09,3.0,Central_Province,22.36,28.4,0.0,0.0,0.0,71.012,17.0,41.0,64.18,50,50,0,0,0
2020-01-09,4.0,Location_4,25.228,28.8,1.0,4.0,2.0,82.648,7.1,21.6,84.94,50,50,0,0,0
2020-01-09,5.0,Location_5,24.14,29.8,0.0,0.0,0.0,78.28399999999999,11.8,20.9,70.548,50,50,0,0,0
2020-01-09,6.0,Location_6,25.508000000000003,29.0,0.0,0.0,0.0,67.584,13.4,36.4,68.408,50,50,0,0,0
2020-01-09,7.0,Location_7,23.964000000000002,30.6,0.0,0.0,0.0,76.04,14.0,29.5,67.0,50,50,0,0,0
2020-01-09,8.0,Location_8,25.804000000000002,30.6,0.3,2.3,0.6,66.796,21.7,46.1,86.04799999999999,50,50,0,0,0
2020-01-09,9.0,Northern,24.264,28.8,0.0,0.0,0.0,74.532,15.8,31.3,41.98,50,100,0,0,0
2020-01-09,10.0,Location_10,25.552,29.7,0.0,0.0,0.0,67.304,30.5,49.7,47.803999999999995,50,50,0,0,0
2020-01-09,11.0,Location_11,24.476,31.1,0.0,0.0,0.0,68.74,16.9,37.1,62.352,50,50,0,0,0
2020-01-10,0.0,Colombo_Western,24.176,29.4,0.0,0.0,0.0,78.688,13.2,27.7,86.00399999999999,50,100,0,0,0
2020-01-10,1.0,Central_Highlands,13.648,20.4,0.0,0.0,0.0,57.008,11.6,37.8,80.14399999999999,50,50,0,0,0
2020-01-10,2.0,Eastern_Coast,24.331999999999997,29.1,0.0,0.0,0.0,74.012,11.8,27.7,78.78,50,100,0,0,0
2020-01-10,3.0,Central_Province,21.651999999999997,27.5,0.0,0.0,0.0,71.704,18.1,43.6,75.108,50,50,0,0,0
2020-01-10,4.0,Location_4,25.055999999999997,31.0,0.4,2.4,0.8,74.684,12.3,28.8,76.98,50,50,0,0,0
2020-01-10,5.0,Location_5,23.964000000000002,30.0,0.0,0.0,0.0,76.44,14.5,28.8,60.472,50,50,0,0,0
2020-01-10,6.0,Location_6,25.368000000000002,28.2,0.0,0.0,0.0,65.616,14.2,37.1,63.236000000000004,50,50,0,0,0
2020-01-10,7.0,Location_7,23.6,30.0,0.0,0.0,0.0,74.50399999999999,15.4,31.3,53.544,50,50,0,0,0
2020-01-10,8.0,Location_8,25.24,30.4,0.0,0.0,0.0,67.932,22.3,46.8,72.404,50,50,0,0,0
2020-01-10,9.0,Northern,24.428,28.7,0.0,0.0,0.0,70.94,18.5,35.3,57.66,50,100,0,0,0
2020-01-10,10.0,Location_10,25.668000000000003,30.0,0.0,0.0,0.0,64.508,35.8,55.4,36.224000000000004,50,50,0,0,0
2020-01-10,11.0,Location_11,23.624000000000002,31.2,0.0,0.0,0.0,70.304,16.9,36.0,77.72399999999999,50,50,0,0,0
2020-01-11,0.0,Colombo_Western,25.54,31.4,0.0,0.0,0.0,71.104,25.7,46.4,35.14,50,100,0,0,0
2020-01-11,1.0,Central_Highlands,14.808,19.8,0.0,0.0,0.0,80.13600000000001,17.4,48.2,54.784,50,50,0,0,0
2020-01-11,2.0,Eastern_Coast,24.228,27.7,3.6,17.6,7.2,83.324,16.9,36.0,61.071999999999996,50,12,0,0,0
2020-01-11,3.0,Central_Province,22.451999999999998,28.2,0.6,3.6,1.2,76.296,17.5,42.8,34.135999999999996,50,50,0,0,0
2020-01-11,4.0,Location_4,25.428,31.2,0.0,0.0,0.0,77.86,14.1,31.3,32.4,50,50,0,0,0
2020-01-11,5.0,Location_5,24.028000000000002,27.8,3.0,17.0,6.0,83.796,17.4,34.2,60.868,50,50,0,0,0
2020-01-11,6.0,Location_6,24.991999999999997,27.0,3.1,22.1,6.2,78.196,21.0,45.0,63.808,50,50,0,0,0
2020-01-11,7.0,Location_7,23.572,28.2,1.2,6.2,2.4,80.42,19.6,38.5,44.72,50,50,0,0,0
2020-01-11,8.0,Location_8,25.864,30.8,0.7,3.7,1.4,70.396,26.9,54.4,47.72,50,50,0,0,0
2020-01-11,9.0,Northern,24.912,28.2,0.0,0.0,0.0,70.6,23.0,42.8,58.876000000000005,50,100,0,0,0
2020-01-11,10.0,Location_10,26.244,30.0,0.1,1.1,0.2,63.652,35.1,56.2,50.336000000000006,50,50,0,0,0
2020-01-11,11.0,Location_11,23.831999999999997,29.2,0.3,3.3,0.6,78.072,21.9,46.8,30.68,50,50,0,0,0
2020-01-12,0.0,Colombo_Western,26.184,30.6,0.6,4.6,1.2,69.928,20.2,42.1,27.284000000000002,50,77,0,0,0
2020-01-12,1.0,Central_Highlands,15.068,19.1,2.3,8.3,4.6,91.184,17.1,45.0,85.164,50,50,0,0,0
2020-01-12,2.0,Eastern_Coast,24.552,28.5,5.0,21.0,10.0,81.736,22.7,48.2,48.11600000000001,50,0,0,0,0
2020-01-12,3.0,Central_Province,22.888,27.8,0.3,3.3,0.6,76.27199999999999,20.6,49.3,18.6,50,50,0,0,0
2020-01-12,4.0,Location_4,25.296,29.1,3.9,15.9,7.8,81.888,11.6,40.7,43.908,50,50,0,0,0
2020-01-12,5.0,Location_5,24.531999999999996,29.2,2.1,16.1,4.2,79.18,19.7,40.3,36.716,50,50,0,0,0
2020-01-12,6.0,Location_6,25.548000000000002,28.3,3.2,18.2,6.4,70.98,23.6,57.6,34.76,50,50,0,0,0
2020-01-12,7.0,Location_7,24.308000000000003,29.8,0.0,0.0,0.0,75.852,19.9,40.7,31.1,50,50,0,0,0
2020-01-12,8.0,Location_8,25.78,29.8,0.5,3.5,1.0,72.712,26.6,59.0,24.256,50,50,0,0,0
2020-01-12,9.0,Northern,25.108,28.8,0.0,0.0,0.0,71.488,24.0,46.1,31.624000000000002,50,100,0,0,0
2020-01-12,10.0,Location_10,26.54,30.6,0.1,1.1,0.2,63.744,33.1,54.4,21.631999999999998,50,50,0,0,0
2020-01-12,11.0,Location_11,24.524,29.5,0.0,0.0,0.0,73.624,23.2,51.1,18.0,50,50,0,0,0
2020-01-13,0.0,Colombo_Western,25.496,31.0,0.0,0.0,0.0,64.184,20.8,40.0,31.296,50,100,0,0,0
2020-01-13,1.0,Central_Highlands,14.8,20.4,0.1,1.1,0.2,78.85600000000001,9.7,28.8,50.02,50,50,0,0,0
2020-01-13,2.0,Eastern_Coast,23.844,28.8,0.0,0.0,0.0,73.872,18.2,39.6,31.228,50,100,0,0,0
2020-01-13,3.0,Central_Province,22.208000000000002,28.1,0.0,0.0,0.0,70.164,14.0,34.9,37.308,50,50,0,0,0
2020-01-13,4.0,Location_4,25.02,28.5,0.0,0.0,0.0,80.324,12.1,28.4,36.54,50,50,0,0,0
2020-01-13,5.0,Location_5,23.788,29.1,0.0,0.0,0.0,74.392,16.4,33.1,43.688,50,50,0,0,0
2020-01-13,6.0,Location_6,24.776,28.3,0.2,2.2,0.4,65.352,19.9,49.0,41.82,50,50,0,0,0
2020-01-13,7.0,Location_7,23.092,28.9,0.0,0.0,0.0,74.92,16.8,34.9,33.76,50,50,0,0,0
2020-01-13,8.0,Location_8,25.84,31.0,0.0,0.0,0.0,64.99600000000001,21.8,44.3,56.736000000000004,50,50,0,0,0
2020-01-13,9.0,Northern,23.9,28.0,0.0,0.0,0.0,70.27600000000001,19.6,37.4,28.448,50,100,0,0,0
2020-01-13,10.0,Location_10,25.651999999999997,29.4,0.0,0.0,0.0,59.588,29.5,50.4,24.971999999999998,50,50,0,0,0
2020-01-13,11.0,Location_11,23.932,30.0,0.0,0.0,0.0,68.156,17.8,41.8,28.528000000000002,50,50,0,0,0
2020-01-14,0.0,Colombo_Western,24.32,30.3,0.0,0.0,0.0,61.812,19.1,37.8,33.94,50,100,0,0,0
2020-01-14,1.0,Central_Highlands,15.216,20.3,0.0,0.0,0.0,62.512,8.6,22.3,52.94,50,50,0,0,0
2020-01-14,2.0,Eastern_Coast,23.092,29.0,0.0,0.0,0.0,70.84,16.0,35.6,31.26,50,100,0,0,0
2020-01-14,3.0,Central_Province,21.476,27.7,0.0,0.0,0.0,68.056,14.7,36.4,21.448,50,50,0,0,0
2020-01-14,4.0,Location_4,24.535999999999998,27.9,0.0,0.0,0.0,77.944,17.3,33.1,66.91199999999999,50,50,0,0,0
2020-01-14,5.0,Location_5,23.092,29.7,0.0,0.0,0.0,72.844,11.8,24.1,34.784,50,50,0,0,0
2020-01-14,6.0,Location_6,24.456,28.0,0.0,0.0,0.0,63.02,15.1,40.0,55.26,50,50,0,0,0
2020-01-14,7.0,Location_7,22.588,28.9,0.0,0.0,0.0,71.66,13.5,29.2,38.652,50,50,0,0,0
2020-01-14,8.0,Location_8,25.14,30.6,0.0,0.0,0.0,60.728,25.2,48.2,79.56,50,50,0,0,0
2020-01-14,9.0,Northern,23.16,27.4,0.0,0.0,0.0,70.804,16.9,32.8,54.248000000000005,50,100,0,0,0
2020-01-14,10.0,Location_10,24.684,28.6,0.0,0.0,0.0,61.908,26.0,42.5,41.523999999999994,50,50,0,0,0
2020-01-14,11.0,Location_11,23.324,29.6,0.0,0.0,0.0,62.211999999999996,15.8,36.4,26.916,50,50,0,0,0
2020-01-15,0.0,Colombo_Western,24.184,30.3,0.0,0.0,0.0,69.128,24.5,46.4,61.968,50,100,0,0,0
2020-01-15,1.0,Central_Highlands,15.168,21.0,1.4,5.4,2.8,76.668,7.1,22.0,91.72,50,50,0,0,0
2020-01-15,2.0,Eastern_Coast,23.224,28.8,0.0,0.0,0.0,73.488,13.0,30.2,76.8,50,100,0,0,0
2020-01-15,3.0,Central_Province,21.22,27.1,0.0,0.0,0.0,68.764,16.4,39.6,70.844,50,50,0,0,0
2020-01-15,4.0,Location_4,24.128,28.9,0.1,1.1,0.2,72.844,14.4,36.0,64.77600000000001,50,50,0,0,0
2020-01-15,5.0,Location_5,23.14,29.4,0.0,0.0,0.0,73.404,13.4,25.6,67.36399999999999,50,50,0,0,0
2020-01-15,6.0,Location_6,24.951999999999998,28.3,0.0,0.0,0.0,61.12,14.3,38.2,88.928,50,50,0,0,0
2020-01-15,7.0,Location_7,22.631999999999998,29.0,0.0,0.0,0.0,71.50399999999999,13.6,29.5,79.94800000000001,50,50,0,0,0
2020-01-15,8.0,Location_8,25.0,30.7,0.0,0.0,0.0,63.44,24.9,49.7,58.856,50,50,0,0,0
2020-01-15,9.0,Northern,23.6,28.0,0.0,0.0,0.0,66.86399999999999,16.9,33.8,81.804,50,100,0,0,0
2020-01-15,10.0,Location_10,25.38,29.1,0.0,0.0,0.0,57.656000000000006,30.9,51.8,70.35600000000001,50,50,0,0,0
2020-01-15,11.0,Location_11,23.028000000000002,30.0,0.0,0.0,0.0,66.36,16.3,38.2,71.352,50,50,0,0,0
2020-01-16,0.0,Colombo_Western,25.128,29.8,1.0,5.0,2.0,75.524,18.4,39.2,26.092,50,75,0,0,0
2020-01-16,1.0,Central_Highlands,14.54,21.2,3.5,8.5,7.0,82.36,9.0,28.8,47.424,50,50,0,0,0
2020-01-16,2.0,Eastern_Coast,24.131999999999998,28.6,2.5,13.5,5.0,80.56,11.1,26.3,36.792,50,32,0,0,0
2020-01-16,3.0,Central_Province,22.484,28.5,0.0,0.0,0.0,71.256,18.0,45.0,12.66,50,50,0,0,0
2020-01-16,4.0,Location_4,24.8,30.8,0.9,5.9,1.8,73.512,17.9,40.7,22.524,50,50,0,0,0
2020-01-16,5.0,Location_5,23.788,28.5,1.0,8.0,2.0,81.308,12.0,23.4,41.288000000000004,50,50,0,0,0
2020-01-16,6.0,Location_6,24.616,27.4,4.2,20.2,8.4,80.06,15.3,38.9,54.456,50,50,0,0,0
2020-01-16,7.0,Location_7,23.26,28.4,0.6,6.6,1.2,81.568,11.9,27.7,38.584,50,50,0,0,0
2020-01-16,8.0,Location_8,25.311999999999998,30.7,0.2,2.2,0.4,72.256,23.0,48.6,15.192,50,50,0,0,0
2020-01-16,9.0,Northern,24.148000000000003,28.0,1.7,8.7,3.4,77.844,17.9,34.9,70.58,50,56,0,0,0
2020-01-16,10.0,Location_10,25.232,28.5,1.2,6.2,2.4,72.328,24.4,40.0,47.956,50,50,0,0,0
2020-01-16,11.0,Location_11,24.368000000000002,31.7,0.0,0.0,0.0,71.536,16.3,34.9,26.491999999999997,50,50,0,0,0
2020-01-17,0.0,Colombo_Western,25.468000000000004,29.3,0.1,1.1,0.2,79.94,11.6,27.4,24.688000000000002,50,94,0,0,0
2020-01-17,1.0,Central_Highlands,14.772,20.5,0.6,4.6,1.2,81.336,9.4,28.8,36.152,50,50,0,0,0
2020-01-17,2.0,Eastern_Coast,24.54,28.5,2.2,17.2,4.4,86.38,8.9,28.4,55.052,50,14,0,0,0
2020-01-17,3.0,Central_Province,23.232,29.1,1.4,6.4,2.8,76.688,17.6,43.9,24.084,50,50,0,0,0
2020-01-17,4.0,Location_4,25.296,30.9,0.9,7.9,1.8,79.372,12.7,30.2,26.055999999999997,50,50,0,0,0
2020-01-17,5.0,Location_5,24.516,28.7,4.6,23.6,9.2,86.57600000000001,12.6,28.8,63.88,50,50,0,0,0
2020-01-17,6.0,Location_6,24.695999999999998,27.4,3.4,21.4,6.8,85.064,12.5,33.8,55.64,50,50,0,0,0
2020-01-17,7.0,Location_7,24.215999999999998,28.8,1.4,11.4,2.8,85.928,13.7,28.8,50.22,50,50,0,0,0
2020-01-17,8.0,Location_8,25.592,29.8,1.0,8.0,2.0,78.344,20.4,43.6,23.476,50,50,0,0,0
2020-01-17,9.0,Northern,24.588,28.4,0.5,4.5,1.0,84.464,14.7,27.4,55.148,50,77,0,0,0
2020-01-17,10.0,Location_10,25.184,28.3,1.5,11.5,3.0,80.08800000000001,22.5,38.2,43.172,50,50,0,0,0
2020-01-17,11.0,Location_11,24.776,31.0,2.4,8.4,4.8,79.308,7.1,25.2,29.96,50,50,0,0,0
2020-01-18,0.0,Colombo_Western,25.784000000000002,29.8,0.5,2.5,1.0,80.992,13.3,29.5,51.592,50,87,0,0,0
2020-01-18,1.0,Central_Highlands,15.104,20.7,0.4,4.4,0.8,84.18799999999999,10.6,29.9,71.98,50,50,0,0,0
2020-01-18,2.0,Eastern_Coast,25.26,30.0,1.4,10.4,2.8,81.248,14.7,32.8,45.58,50,48,0,0,0
2020-01-18,3.0,Central_Province,23.604,28.5,0.0,0.0,0.0,73.304,20.9,50.8,40.08,50,50,0,0,0
2020-01-18,4.0,Location_4,26.108,32.0,1.4,7.4,2.8,75.804,17.3,38.9,39.82,50,50,0,0,0
2020-01-18,5.0,Location_5,24.9,30.5,1.2,8.2,2.4,81.836,16.7,33.1,45.74,50,50,0,0,0
