symbol,price,dollarvolume,high,high52,daysgap,change,open,close,averagevolume,changefromopen,volume,low,low52,relativevolume,beta,marketcap,peratio,pfcfratio,evsales,evebit,earningsyield,ptbvratio,peratio10y,enterprisevalue,psratio,pocfratio,evearnings,evfcf,fcfyield,peratio3y,peforward,pbratio,pegratio,evebitda,priceebitda,fcfevyield,peratio5y,rsi,atr,ma20,ma200,ma150ch,rsiweekly,sharperatio,ma50,ma20ch,ma200ch,rsimonthly,sortinoratio,ma50ch,ma150,ma50vs200,n,exchange,employeeschange,lastreportdate,isin,industry,country,employeeschangepercent,fiscalyearend,website,sector,employees,founded,isprimarylisting,earningsdate,lastearningsdate,nextearningsdate,low52ch,alltimehighchange,alltimelowchange,high52ch,alltimehighdate,alltimelowdate,alltimehigh,alltimelow,ch1w,ch6m,ch3y,ch15y,ch1m,chytd,ch5y,ch20y,ch3m,ch10y,ch1y,tr1w,tr6m,tr3y,tr15y,tr1m,trytd,tr5y,tr20y,tr3m,tr1y,tr10y,cagr1y,cagr10y,cagr3y,cagr15y,cagr5y,cagr20y,dividendyield,dividendgrowth,divcagr5,payoutfrequency,exdivdate,dps,dividendgrowthyears,divcagr10,buybackyield,paymentdate,lastdividend,divcagr3,payoutratio,totalreturn,sharesout,sharesqoq,float,sharesinsiders,sharesyoy,sharesinstitutions,revenue,revenuegrowth3y,revenuegrowthquarters,revenuegrowth,revenuegrowth5y,revenuegrowthq,revenuegrowthyears,netincome,netincomegrowth3y,netincomegrowthquarters,netincomegrowth,netincomegrowth5y,netincomegrowthq,netincomegrowthyears,eps,epsgrowth3y,epsgrowthquarters,epsgrowth,epsgrowth5y,epsgrowthq,epsgrowthyears,grossprofit,grossprofitgrowth3y,operatingincomegrowth,operatingincomegrowth5y,grossprofitgrowth,grossprofitgrowth5y,operatingincomegrowth_view_8,operatingincomegrowth5y_view_8,grossprofitgrowth_view_8,grossprofitgrowth5y_view_8,operatingincomegrowthq,ebit,grossprofitgrowthq,operatingincome,operatingincomegrowth3y,ebitda,grossmargin,profitmargin,ebitmargin,operatingmargin,fcfmargin,pretaxmargin,ebitdamargin,operatingcf,netcf,adjustedfcf,ocfgrowth,fcfgrowthq,ocfgrowth5y,investingcf,capex,fcfpershare,fcfgrowth3y,ocfgrowthq,ocfgrowth10y,financingcf,fcf,fcfgrowth,fcfgrowth5y,ocfgrowth3y,sharebasedcomp,rndbyrevenue,sbcbyrevenue,researchanddevelopment,total_assets,total_liabilities,total_equity,working_capital_view10,net_working_capital,total_cash,total_debt,net_cash,tangible_book_value,debtgrowthqoq,netcashgrowth,debtgrowth3y,debtgrowth,debtgrowth5y,netcashbymarketcap,bvpershare,tangiblebookvaluepershare,currentratio,debtebitda,quickratio,debtfcf,debtequity,interestcoverage,shortratio,roe,roce,roic5y,roa,roe5y,revperemployee,roic,roa5y,profitperemployee,lastsplittype,lastsplitdate,incometax,taxrate,taxbyrevenue,ffo,pffo,lynchfairvalue,grahamupside,grahamnumber,lynchupside,assetturnover,fscore,inventoryturnover,zscore,asset_turnover,capex_intensity,fcf_margin_calc,fcf_margin,debt_to_assets,data_date,last_updated
KVAL.N0000,None,640090.0,None,None,-0.22,None,None,None,None,0.90,None,None,None,49.18,-0.10,6110000000.0,7.90,6.87,0.28,4.87,12.66,0.69,10.32,5570000000.0,0.31,3.76,7.19,6.25,14.56,4.81,None,0.68,None,3.30,3.78,16.00,4.38,48.55,1.73,89.82,91.55,-4.89,45.67,-0.09,90.26,-0.58,-2.46,53.24,0.11,-1.06,93.89,50under200,Kelani Valley Plantations PLC,Colombo Stock Exchange,-320,Sep 30 2025,None,Miscellaneous Food Preparations And Kindred Products,Sri Lanka,-5.48,March,kvpl.com,None,5520,1992,True,Jan 27 2026,Jan 27 2026,May 8 2026,13.51,-27.98,8767.92,-13.56,Jan 25 2022,Jun 17 1999,124.00,1.01,0.68,-7.46,16.28,-7.22,-1.98,-2.93,101.13,392.69,-5.50,164.99,5.43,0.68,-5.78,37.12,68.97,-1.98,-1.76,190.13,1093.77,-4.36,10.83,291.77,10.83,14.63,11.10,3.56,23.75,13.20,2.46,-34.62,2.53,Semi-Annual,Jan 9 2026,2.20,1,13.02,-0.00,Jan 23 2026,1.10,-46.34,14.94,2.45,68000000.0,-0.12,10960000.0,7.23,0.00,1.94,19690000000.0,4.49,None,-8.84,15.63,-21.12,None,773870000.0,-34.70,None,-35.76,29.83,-49.76,None,11.38,-34.69,None,-35.77,29.80,-49.73,None,2530000000.0,-7.97,-42.08,14.41,-22.21,17.08,-42.08,14.41,-22.21,17.08,-46.91,1130000000.0,-24.99,1130000000.0,-23.27,1620000000.0,12.86,3.93,5.75,5.75,4.52,6.27,8.22,1630000000.0,305140000.0,890300000.0,13.92,38.20,35.53,-503630000.0,-735040000.0,13.09,None,7.18,22.90,-816580000.0,890300000.0,176.72,None,150.83,,None,None,None,16730000000.0,7720000000.0,9010000000.0,4080000000.0,2350000000.0,2770000000.0,2120000000.0,644850000.0,8880000000.0,-28.74,305.85,-10.1,-13.84,-7.34,10.55,131.06,130.55,2.26,1.27,1.74,2.38,0.24,6.04,None,9.14,8.38,16.84,4.29,22.82,3570000.0,8.28,8.35,140190.0,Forward,Feb 16 2021,448400000.0,36.29,2.28,None,None,284.50,103.77,183.19,216.46,1.20,5,9.22,2.85,1.1769276748356245,-3.7330624682579994,4.521584560690705,4.521584560690705,12.671846981470413,2026-02-13,2026-02-13T18:03:31.328654
KZOO.N0000,None,18800000.0,None,None,None,None,None,None,None,0.47,None,None,None,14.63,0.26,6600000000.0,16.52,None,None,11.07,6.05,1.60,7.99,6450000000.0,-2656.09,None,16.15,None,None,8.87,None,1.60,None,None,None,None,9.85,78.71,1.30,15.24,11.14,82.96,79.92,1.56,12.81,41.08,93.05,77.94,3.33,67.81,11.75,50over200,Ceylon Land & Equity PLC,Colombo Stock Exchange,None,Sep 30 2025,None,Investors not elsewhere classified,Sri Lanka,None,March,renukagroup.com,None,1855,1958,True,Feb 3 2026,Feb 3 2026,Feb 17 2026,166.67,-71.47,1527.55,-7.69,Jun 13 2011,May 12 2020,75.37,1.32,4.37,104.76,222.05,75.32,83.76,95.46,196.02,None,61.65,-12.34,121.65,4.37,104.76,222.07,376.86,83.76,95.46,203.60,None,61.65,121.65,138.05,121.77,9.06,47.67,10.98,24.87,None,None,None,None,None,None,0,None,8.72,-24.63,None,0.19,None,None,-24.63,307080000.0,-0.85,108260000.0,9.99,24.63,None,-2490000.0,None,None,140.22,None,-94.60,None,399650000.0,127.73,None,78.10,51.74,553.50,None,1.30,79.01,None,42.91,37.31,271.89,None,-2490000.0,None,None,None,None,None,None,None,None,None,None,-8640000.0,-94.60,-8640000.0,None,,None,None,None,347.68,None,-29600.35,None,-441540000.0,-70250000.0,,None,None,None,305910000.0,,None,None,None,None,,,None,None,None,,None,None,None,4160000000.0,31400000.0,4130000000.0,139560000.0,-8230000.0,147790000.0,,147790000.0,4130000000.0,,-32.22,,,,2.24,13.44,13.44,17.96,,17.96,None,None,-1.03,None,17.05,-0.21,1.20,-0.13,13.86,-1340.0,-0.22,0.72,215440.0,Forward,Sep 20 2024,27140000.0,3.69,None,None,None,32.54,-7.72,19.84,51.33,None,2,None,55.23,-0.0005985576923076923,,,,,2026-02-13,2026-02-13T18:03:31.328654
LALU.N0000,None,1130000.0,None,None,3.16,None,None,None,None,-2.45,None,None,None,12.29,0.10,3270000000.0,11.19,10.13,0.86,6.49,8.94,1.11,11.82,3020000000.0,0.94,7.61,10.30,9.33,9.87,8.23,None,1.05,None,4.96,5.67,10.72,6.90,43.67,1.33,48.68,46.14,-2.47,50.53,0.60,48.78,-2.42,2.96,67.02,1.23,-2.62,48.70,50over200,Lanka Aluminium Industries PLC,Colombo Stock Exchange,12,Sep 30 2025,None,Rolling Drawing And Extruding Of Nonferrous Metals,Sri Lanka,4.53,March,aluminium.lk,None,277,1983,True,Feb 10 2026,Feb 10 2026,Feb 17 2026,52.72,-14.57,27989.89,-14.03,Oct 3 2025,Jul 3 1996,55.60,0.17,-0.42,-0.63,206.45,265.39,-4.43,-2.86,116.90,1276.81,0.64,169.89,31.58,-0.42,2.40,230.21,404.24,-4.43,-2.86,133.71,2050.73,0.64,35.59,241.05,35.62,13.05,48.90,11.39,18.51,16.58,3.16,50.00,8.45,None,Sep 23 2025,1.50,2,14.13,None,Oct 10 2025,1.50,14.47,52.72,3.13,68510000.0,0.43,15380000.0,23.44,None,5.69,3490000000.0,3.69,None,16.98,14.40,-6.14,None,292780000.0,-13.66,None,13.97,25.47,-14.91,None,4.27,-13.66,None,13.97,25.47,-15.27,None,816910000.0,-8.94,13.41,14.63,10.21,10.17,13.41,14.63,10.21,10.17,-34.62,464930000.0,-18.99,464930000.0,-13.83,577970000.0,23.41,8.39,13.32,13.32,9.26,14.12,16.56,430560000.0,112090000.0,323170000.0,76.73,None,7.59,-133039999.99999999,-107390000.0,4.72,11.60,None,16.43,-185430000.0,323170000.0,74.49,4.32,11.49,,None,None,None,4090000000.0,959070000.0,3130000000.0,1760000000.0,1300000000.0,489180000.0,54610000.0,434570000.0,2960000000.0,-12.22,51.43,-50.76,92.27,-43.07,13.27,43.18,43.18,5.21,0.09,2.33,0.17,0.02,125.86,None,11.43,12.66,13.57,7.32,13.32,12600000.0,12.37,7.99,1060000.0,Forward,Feb 10 2021,148170000.0,30.07,4.25,None,None,106.83,35.64,64.43,124.91,0.88,6,2.33,4.03,0.8533007334963325,-3.077077363896848,9.259885386819484,9.259885386819484,1.3352078239608802,2026-02-13,2026-02-13T18:03:31.328654
LAMB.N0000,None,546150.0,None,None,0.09,None,None,None,None,-0.09,None,None,None,246.65,-0.06,51810000000.0,76.61,89.66,4.73,52.91,1.31,13.15,29.90,51510000000.0,4.75,58.59,76.16,89.13,1.12,22.16,None,12.96,None,39.85,40.33,1.12,31.10,86.17,75.88,1424.88,853.35,66.06,75.97,2.43,1411.82,15.80,93.36,87.79,5.93,16.87,993.64,50over200,Kotmale Holdings PLC,Colombo Stock Exchange,-3,Sep 30 2025,None,Dairy Products,Sri Lanka,-2.16,March,cargillsceylon.com,None,136,1967,True,Feb 10 2026,Feb 10 2026,Feb 17 2026,345.34,-28.26,2438.46,-28.26,Nov 11 2025,Mar 6 2017,2300.00,65.00,17.86,180.97,327.18,None,28.56,24.36,577.62,None,-2.24,None,310.45,17.86,180.97,327.18,None,28.56,24.36,577.62,None,-2.24,310.45,None,310.85,None,62.24,None,46.63,None,None,None,None,None,None,0,None,54.99,0.03,None,16.00,None,None,0.03,31400000.0,-0.02,65200.0,0.20,-0.03,0.01,10900000000.0,17.64,None,9.03,29.20,17.73,None,676280000.0,9.78,None,9.57,36.90,25.70,None,21.54,9.77,None,9.61,36.88,25.69,None,2500000000.0,15.79,4.27,32.86,12.97,29.73,4.27,32.86,12.97,29.73,18.48,973550000.0,21.57,973550000.0,8.40,1280000000.0,22.93,6.20,8.93,8.93,5.30,8.88,11.78,884330000.0,255900000.0,577860000.0,90.36,None,36.94,-293290000.0,-306470000.0,18.40,None,None,20.41,-335140000.0,577860000.0,438.22,None,20.38,,None,None,None,5800000000.0,1800000000.0,4000000000.0,1680000000.0,1340000000.0,346010000.0,43100000.0,302910000.0,3940000000.0,-67.68,,-66.4,-90.04,-36.63,0.58,127.34,125.51,2.12,0.03,1.44,0.07,0.01,75.52,None,18.47,22.67,20.44,11.00,21.31,80150000.0,18.85,11.50,4970000.0,None,None,291910000.0,30.15,2.68,None,None,538.46,-84.94,248.42,-67.37,1.97,6,8.93,8.79,1.8793103448275863,-2.811651376146789,5.301467889908257,5.301467889908257,0.743103448275862,2026-02-13,2026-02-13T18:03:31.328654
LCBF.N0000,None,20420000.0,None,None,2.17,None,None,None,None,-5.32,None,None,None,36.50,0.60,7030000000.0,22.06,None,None,None,4.40,2.24,None,,6.32,None,None,None,-11.07,12.78,None,2.21,None,None,None,None,18.02,52.71,0.52,8.97,6.28,26.90,58.43,1.87,8.43,2.62,46.50,73.98,3.87,9.11,7.25,50over200,Lanka Credit and Business Finance PLC,Colombo Stock Exchange,32,Sep 30 2025,None,Personal Credit Institutions,Sri Lanka,37.21,March,lcbfinance.lk,None,None,1962,True,Jan 22 2026,Jan 22 2026,May 26 2026,256.00,-19.30,518.70,-21.93,Oct 23 2025,May 10 2022,11.40,1.49,5.75,104.44,283.33,None,13.58,13.58,None,None,5.75,None,217.24,5.75,104.44,298.67,None,13.58,13.58,None,None,5.75,229.93,None,230.20,None,58.55,None,None,None,3.26,None,None,None,None,0.30,2,None,6.18,Jul 16 2025,0.15,None,31.79,9.79,790170000.0,0.41,217850000.0,13.92,-6.18,1.25,1110000000.0,26.04,None,60.87,39.72,65.43,None,309680000.0,33.58,None,118.24,60.42,128.80,None,0.40,38.05,None,132.61,None,140.00,None,1110000000.0,None,166.39,50.99,None,None,166.39,50.99,None,None,164.94,,None,404560000.0,17.36,,100.00,27.84,None,36.37,None,38.11,None,-748340000.0,41160000.0,-778430000.0,None,None,None,141690000.0,-30090000.0,-0.99,None,None,None,647810000.0,-778430000.0,None,None,None,,None,None,None,10370000000.0,7200000000.0,3180000000.0,4410000000.0,,366440000.0,1650000000.0,-1280000000.0,3140000000.0,28.78,,39.49,201.03,30.44,-18.26,4.02,3.97,1.82,,1.70,-2.12,0.52,None,None,10.05,None,3.38,3.47,4.49,,6.35,2.15,,None,None,114170000.0,26.94,10.27,None,None,10.09,-32.14,6.04,13.32,0.12,4,None,None,0.10703953712632594,-2.710810810810811,-70.12882882882883,-70.12882882882883,15.911282545805209,2026-02-13,2026-02-13T18:03:31.328654
LCEY.N0000,None,275120.0,None,None,1.70,None,None,None,None,-6.47,None,None,None,16.04,-0.36,6150000000.0,None,None,0.68,13.85,-6.63,2.81,None,27630000000.0,0.15,None,-67.78,-12.87,-34.92,None,None,0.75,None,10.54,2.31,-7.77,None,41.98,2.31,47.98,45.22,-2.56,47.12,0.59,45.38,-6.63,-0.94,53.40,1.03,-1.27,45.98,50over200,Lankem Ceylon PLC,Colombo Stock Exchange,None,Sep 30 2025,None,Chemicals and Allied Products,Sri Lanka,None,March,lankem.lk,None,564,1964,True,Feb 13 2026,Feb 13 2026,Feb 13 2026,25.84,-84.81,4300.79,-23.42,May 20 2011,Mar 12 1999,295.00,1.02,-8.38,1.93,-7.15,-79.96,-1.10,10.62,198.67,82.86,-1.86,5.54,6.67,-8.38,12.04,14.96,-74.27,-1.10,10.62,269.77,222.04,-1.86,17.24,30.77,17.25,2.72,4.75,-8.65,29.90,6.02,None,None,None,None,None,0,None,None,-0.01,None,5.00,None,None,-0.01,137260000.0,-0.03,44750000.0,1.96,0.01,3.63,40510000000.0,13.93,None,10.07,21.20,-4.07,None,-407550000.0,None,None,None,None,None,None,-3.96,None,None,None,None,None,None,9250000000.0,7.22,15.74,46.45,17.35,27.85,15.74,46.45,17.35,27.85,-51.13,2120000000.0,5.26,2120000000.0,-18.97,2670000000.0,22.84,-1.01,5.24,5.24,None,0.85,6.58,-270050000.0,-65349999.99999999,-2150000000.0,None,None,None,-1390000000.0,-1880000000.0,-15.64,None,None,None,1600000000.0,-2150000000.0,None,None,None,,None,None,None,34570000000.0,26350000000.0,8220000000.000001,-1800000000.0,9630000000.0,693220000.0,17280000000.0,-16579999999.999998,2190000000.0,0.53,,10.37,11.56,11.55,-269.7,32.36,21.25,0.9,6.29,0.52,-8.05,2.10,1.24,None,-1.96,13.32,5.92,4.15,-0.96,71820000.0,-3.56,5.95,-722610.0,Forward,Dec 16 2025,488880000.0,141.50,1.21,None,None,None,None,None,None,1.27,4,4.92,1.33,1.1718252820364479,-4.640829424833375,-5.3073315230807205,-5.3073315230807205,49.98553659242118,2026-02-13,2026-02-13T18:03:31.328654
LDEV.N0000,None,5100000.0,None,None,6.83,None,None,None,None,-5.94,None,None,None,211.26,-0.11,3300000000.0,48.04,None,0.71,9.67,1.82,2.07,9.57,5190000000.0,0.45,8.38,86.41,-70.90,-2.22,13.83,None,0.90,None,7.00,4.49,-1.41,11.91,33.62,0.99,22.35,24.35,-17.60,35.88,0.19,22.37,-8.28,-15.81,47.81,0.43,-8.36,24.88,50under200,Lankem Developments PLC,Colombo Stock Exchange,None,Sep 30 2025,None,Miscellaneous Food Preparations And Kindred Products,Sri Lanka,None,March,lankemdevelopments.biz,None,11,1974,True,Feb 12 2026,Feb 12 2026,May 29 2026,25.61,-77.84,8549.79,-32.46,Mar 23 2011,Oct 29 2001,92.50,0.24,-4.65,-22.35,-34.92,-63.06,-9.29,-10.87,485.71,17.14,-22.64,327.08,-3.76,-4.65,-20.26,-24.67,91.68,-6.85,-8.47,577.93,565.30,-20.56,11.40,698.53,11.41,23.09,-9.01,4.43,46.64,9.94,2.93,-40.00,-9.71,Annual,Jan 30 2026,0.60,None,-4.98,-16.58,Feb 16 2026,0.60,-15.66,738.89,-13.65,160000000.0,-2.92,40630000.0,7.18,16.58,7.63,7320000000.0,4.11,None,1.48,15.15,-3.85,None,60040000.0,-58.31,None,-87.54,None,-85.40,None,0.43,-59.81,None,-89.31,None,-88.82,None,1010000000.0,-12.75,-56.38,None,-39.10,None,-56.38,None,-39.10,None,-77.16,536600000.0,-59.83,536600000.0,-26.42,734430000.0,13.79,0.82,7.33,7.33,None,8.04,10.03,393540000.0,-143350000.0,-73180000.0,92.66,None,None,-367250000.0,-466720000.0,-0.46,None,None,6.30,-169640000.0,-73180000.0,None,None,102.91,,None,None,None,9190000000.0,5510000000.0,3670000000.0,913630000.0,1150000000.0,772450000.0,1220000000.0,-444460000.0,1590000000.0,2.8,,-17.68,-23.82,-8.8,-13.48,13.9,9.97,1.46,1.64,0.97,-16.63,0.33,3.74,None,5.27,7.47,17.75,3.73,None,665900000.0,4.45,7.30,5460000.0,Forward,May 28 1997,391330000.0,66.41,5.34,None,None,2.14,-43.51,11.58,-89.54,0.82,5,6.32,1.43,0.7965179542981502,-6.3759562841530055,-0.9997267759562842,-0.9997267759562842,13.275299238302502,2026-02-13,2026-02-13T18:03:31.328654
LFIN.N0000,None,39830000.0,None,None,-0.31,None,None,None,None,-0.15,None,None,None,148.51,0.66,90590000000.0,7.56,None,None,None,13.24,1.65,4.05,,2.72,None,None,None,-48.08,4.33,6.52,1.64,None,None,None,None,4.11,52.52,3.57,164.49,139.52,8.51,61.86,2.26,157.49,-0.60,17.18,79.48,4.34,3.82,150.68,50over200,LB Finance PLC,Colombo Stock Exchange,339,Sep 30 2025,None,Personal Credit Institutions,Sri Lanka,8.37,March,lbfinance.com,None,4391,1971,True,Jan 14 2026,Jan 14 2026,May 15 2026,111.36,-6.03,517305.06,-6.47,Oct 22 2025,Oct 28 1999,174.00,0.03,-1.06,21.11,244.94,767.65,-0.15,5.31,207.77,4947.85,-1.80,468.70,85.59,-1.06,21.11,336.10,2144.93,-0.15,5.31,350.30,21190.06,-1.80,96.83,1093.35,96.92,28.13,63.36,23.05,35.12,30.74,3.94,13.04,16.72,Semi-Annual,Feb 18 2026,6.50,2,13.24,-0.17,Mar 10 2026,2.25,17.57,40.44,3.80,554060000.0,-0.00,64900000.00000001,4.17,0.17,1.00,33310000000.000004,15.05,None,14.49,18.89,19.27,None,12000000000.0,9.42,None,19.92,19.22,24.77,None,21.64,9.40,None,19.73,19.19,24.28,None,33310000000.000004,None,15.22,21.56,None,None,15.22,21.56,None,None,23.77,,None,18200000000.0,12.90,,100.00,36.02,None,54.64,None,54.74,None,-42410000000.0,12460000000.0,-43560000000.0,None,None,None,-1070000000.0000001,-1150000000.0,-78.62,None,None,None,55940000000.0,-43560000000.0,None,None,None,,None,None,None,307500000000.0,252350000000.0,55140000000.0,117880000000.0,,20250000000.0,89640000000.0,-69390000000.0,55060000000.0,34.36,,36.91,206.66,28.47,-76.6,99.53,99.38,1.75,,1.75,-2.06,1.63,None,None,23.56,None,13.51,4.62,24.80,7590000.0,9.09,5.03,2730000.0,Forward,Mar 17 2021,6240000000.0,34.21,18.73,None,None,415.85,34.63,220.12,154.34,0.13,3,None,None,0.10832520325203253,-3.4524166916841783,-130.7715400780546,-130.7715400780546,29.15121951219512,2026-02-13,2026-02-13T18:03:31.328654
LGIL.N0000,None,152910.0,None,None,None,None,None,None,None,-4.55,None,None,None,8.41,1.18,10080000000.0,25.22,93.24,0.96,17.03,3.96,1.38,None,10220000000.0,0.94,25.45,25.58,94.56,1.07,15.88,None,1.38,None,13.85,16.30,1.06,14.72,48.66,0.44,8.44,8.70,0.08,48.00,0.39,8.30,4.27,1.18,48.65,0.89,6.05,8.79,50under200,LOLC General Insurance PLC,Colombo Stock Exchange,None,Sep 30 2025,None,Fire Marine and Casualty Insurance,Sri Lanka,None,December,lolcgeneral.com,None,None,2007,True,Feb 25 2026,Nov 11 2025,Feb 25 2026,29.23,-61.06,95.56,-18.45,Jan 3 2022,Apr 26 2022,22.60,4.50,4.76,-1.12,20.55,None,2.33,10.00,None,None,-5.38,None,2.33,4.76,-1.12,20.55,None,2.33,10.00,None,None,-5.38,2.33,None,2.33,None,6.43,None,None,None,None,None,None,None,None,0,None,None,None,None,0,None,None,None,1200000000.0,None,59310000.0,2.77,None,0.15,10690000000.0,12.23,None,-0.37,18.99,0.08,None,399640000.0,-34.42,None,-30.21,-7.03,None,None,0.33,-33.27,None,-30.21,-9.48,None,None,4570000000.0,None,None,None,None,None,None,None,None,None,None,543960000.0,None,543960000.0,None,618510000.0,42.75,3.74,5.09,5.09,1.01,5.36,5.78,396000000.0,1460000000.0,108110000.0,None,None,-12.51,958660000.0,-287890000.0,0.09,-56.98,None,None,108830000.0,108110000.0,None,-32.38,-33.75,,None,None,None,25340000000.0,18010000000.0,7320000000.0,-8970000000.0,-9450000000.0,566980000.0,710130000.0,-143150000.0,7300000000.0,-3.82,,15.24,35.48,28.05,-1.42,6.1,6.08,0.48,1.04,0.24,6.57,0.10,7.85,None,5.66,6.62,24.43,1.42,25.97,,4.71,6.37,,None,None,173830000.0,30.31,1.63,None,None,1.67,-23.16,6.76,-81.08,0.45,3,None,None,0.4218626677190213,-2.6930776426566885,1.0113189897100094,1.0113189897100094,2.80240726124704,2026-02-13,2026-02-13T18:03:31.328654
LGL.N0000,None,35120000.0,None,None,0.14,None,None,None,None,None,None,None,None,55.04,None,26220000000.0,None,None,1.28,None,-10.48,22.76,None,58190000000.0,0.58,None,-21.18,-29.50,-7.52,None,None,14.58,None,29.86,13.94,-3.39,None,46.85,2.65,71.37,49.20,24.47,58.90,1.21,69.92,-2.48,41.45,78.97,3.75,-0.46,55.92,50over200,LAUGFS Gas PLC,Colombo Stock Exchange,8,Sep 30 2025,None,Miscellaneous Retail,Sri Lanka,4.28,March,laugfsgas.lk,None,195,2000,False,Feb 11 2026,Feb 11 2026,Feb 18 2026,178.88,-13.00,770.00,-12.50,Sep 9 2025,May 12 2020,80.00,8.00,-3.73,107.76,260.62,36.74,-4.53,-2.93,186.42,None,-5.69,76.20,115.48,-3.73,107.76,260.62,82.83,-4.53,-2.93,186.42,None,-5.69,115.48,80.72,115.59,6.10,53.34,4.10,23.43,None,None,None,None,None,None,0,None,None,0.32,None,1.00,None,None,0.32,,-0.48,83550000.0,3.84,-0.32,18.50,45430000000.0,40.42,None,8.32,9.48,14.54,None,-2750000000.0,None,None,None,None,None,None,-7.10,None,None,None,None,None,None,2310000000.0,None,None,None,None,None,None,None,None,None,None,71320000.0,None,71320000.0,None,1880000000.0,5.09,-6.05,0.16,0.16,None,-3.79,4.14,-826670000.0,1820000000.0,-1970000000.0,None,None,None,-985520000.0,-1150000000.0,None,None,None,None,3630000000.0,-1970000000.0,None,None,None,,None,None,None,45880000000.0,44080000000.0,1800000000.0,-15610000000.0,584390000.0,995830000.0,32330000000.0,-31330000000.0,1150000000.0,3.76,,-11.69,4.54,0.57,-119.48,3.0,2.98,0.34,16.59,0.24,-16.39,17.97,0.03,None,-127.86,0.32,None,0.10,-66.54,233000000.0,0.13,1.77,-14090000.0,None,None,996690000.0,None,2.19,None,None,None,None,None,None,1.04,4,26.23,None,0.9901918047079338,-2.5313669381465993,-4.3363416244772175,-4.3363416244772175,70.46643417611159,2026-02-13,2026-02-13T18:03:31.328654
LGL.X0000,None,273890.0,None,None,-3.33,None,None,None,None,1.72,None,None,None,6.23,0.76,26210000000.0,None,None,1.28,None,-10.48,22.75,None,58180000000.0,0.58,None,-21.18,-29.50,-7.53,None,None,14.57,None,29.85,13.93,-3.39,None,41.94,2.99,56.23,36.18,27.41,59.16,1.61,56.67,-5.56,46.77,79.69,4.40,-6.30,41.68,50over200,LAUGFS Gas PLC,Colombo Stock Exchange,8,Sep 30 2025,None,Miscellaneous Retail,Sri Lanka,4.28,March,laugfsgas.lk,None,195,2000,True,Feb 11 2026,Feb 11 2026,Feb 18 2026,212.35,-17.67,815.52,-17.67,Jan 5 2026,May 12 2020,64.50,5.80,-3.45,137.05,361.74,29.51,-11.94,-7.17,183.96,None,-10.76,40.48,159.02,-3.45,137.05,361.74,85.15,-11.94,-7.17,183.96,None,-10.76,159.02,44.23,159.19,3.73,66.50,4.19,23.22,None,None,None,None,None,None,0,None,None,0.32,None,1.00,None,None,0.32,387000000.0,-0.48,83550000.0,3.84,-0.32,18.50,45430000000.0,40.42,None,8.32,9.48,14.54,None,-2750000000.0,None,None,None,None,None,None,-7.10,None,None,None,None,None,None,2310000000.0,None,None,None,None,None,None,None,None,None,None,71320000.0,None,71320000.0,None,1880000000.0,5.09,-6.05,0.16,0.16,None,-3.79,4.14,-826670000.0,1820000000.0,-1970000000.0,None,None,None,-985520000.0,-1150000000.0,-5.10,None,None,None,3630000000.0,-1970000000.0,None,None,None,,None,None,None,45880000000.0,44080000000.0,1800000000.0,-15610000000.0,584390000.0,995830000.0,32330000000.0,-31330000000.0,1150000000.0,3.76,,-11.69,4.54,0.57,-119.54,3.0,2.98,0.34,16.59,0.24,-16.39,17.97,0.03,None,-127.86,0.32,None,0.10,-66.54,233000000.0,0.13,1.77,-14090000.0,None,None,996690000.0,None,2.19,None,None,None,None,None,None,1.04,4,26.23,None,0.9901918047079338,-2.5313669381465993,-4.3363416244772175,-4.3363416244772175,70.46643417611159,2026-02-13,2026-02-13T18:03:31.328654
