symbol,price,open,high,low,previous_close,change_rs,change_pct,share_volume,trade_volume,collection_date,collection_timestamp
BOGA.N0000,147.25,146.5,150.0,146.5,149.75,-2.5,-1.67,30368,133,2026-02-13,2026-02-13 16:00:17
BOPL.N0000,74.9,74.9,74.9,73.8,74.2,0.7,0.94,113,4,2026-02-13,2026-02-13 16:00:17
BRWN.N0000,185.75,190.0,192.5,185.0,186.5,-0.75,-0.4,14309,53,2026-02-13,2026-02-13 16:00:17
BIL.N0000,6.7,6.9,6.9,6.6,6.8,-0.1,-1.47,2059191,380,2026-02-13,2026-02-13 16:00:17
BUKI.N0000,940.25,940.25,940.25,935.0,940.25,0.0,0.0,537,8,2026-02-13,2026-02-13 16:00:17
CIC.X0000,28.0,28.1,28.5,27.9,28.4,-0.4,-1.41,332471,139,2026-02-13,2026-02-13 16:00:17
CIC.N0000,34.5,34.8,34.8,34.2,34.8,-0.3,-0.86,734994,242,2026-02-13,2026-02-13 16:00:17
COLO.N0000,58.8,57.1,58.9,57.1,57.4,1.4,2.44,3431,11,2026-02-13,2026-02-13 16:00:17
CTHR.N0000,643.25,644.0,660.0,630.0,644.5,-1.25,-0.19,3702,29,2026-02-13,2026-02-13 16:00:17
CTLD.N0000,40.0,39.6,40.9,39.5,39.7,0.3,0.76,3504,15,2026-02-13,2026-02-13 16:00:17
CWM.N0000,40.4,41.5,41.5,40.3,41.3,-0.9,-2.18,53914,110,2026-02-13,2026-02-13 16:00:17
CSLK.N0000,14.1,14.3,14.3,14.0,14.4,-0.3,-2.08,362779,107,2026-02-13,2026-02-13 16:00:17
CALC.U0000,15.1,15.1,15.9,15.1,15.9,-0.8,-5.03,501,2,2026-02-13,2026-02-13 16:00:17
CALI.U0000,15.1,15.1,15.5,15.1,15.3,-0.2,-1.31,116,3,2026-02-13,2026-02-13 16:00:17
CALH.N0000,17.0,17.5,17.5,17.0,17.2,-0.2,-1.16,261643,192,2026-02-13,2026-02-13 16:00:17
CALT.N0000,53.0,53.0,53.2,52.4,52.7,0.3,0.57,153537,176,2026-02-13,2026-02-13 16:00:17
CARG.N0000,745.25,752.0,752.0,745.0,745.75,-0.5,-0.07,1047,38,2026-02-13,2026-02-13 16:00:17
CBNK.N0000,9.6,9.7,9.8,9.5,9.7,-0.1,-1.03,481362,204,2026-02-13,2026-02-13 16:00:17
CABO.N0000,239.0,234.75,243.0,233.0,233.0,6.0,2.58,2112,42,2026-02-13,2026-02-13 16:00:17
CARS.N0000,672.5,690.0,690.0,670.0,670.25,2.25,0.34,1812,32,2026-02-13,2026-02-13 16:00:17
CFIN.N0000,268.25,273.0,273.0,266.0,272.75,-4.5,-1.65,62942,327,2026-02-13,2026-02-13 16:00:17
CIND.N0000,260.0,260.5,263.0,258.0,260.0,0.0,0.0,5783,42,2026-02-13,2026-02-13 16:00:17
CINS.X0000,1755.75,1795.0,1795.0,1755.0,1794.75,-39.0,-2.17,127,12,2026-02-13,2026-02-13 16:00:17
BREW.N0000,2750.5,2640.0,2700.0,2632.0,2750.5,0.0,0.0,9,4,2026-02-13,2026-02-13 16:00:17
CCS.N0000,112.5,113.25,113.25,112.0,112.75,-0.25,-0.22,19618,69,2026-02-13,2026-02-13 16:00:17
GRAN.N0000,458.0,460.0,460.0,456.0,458.5,-0.5,-0.11,9396,91,2026-02-13,2026-02-13 16:00:17
GUAR.N0000,266.75,274.75,279.75,266.5,266.75,0.0,0.0,4165,27,2026-02-13,2026-02-13 16:00:17
CHL.N0000,340.75,324.0,341.0,310.25,336.25,4.5,1.34,3497,37,2026-02-13,2026-02-13 16:00:17
CHL.X0000,252.0,260.0,260.0,245.0,253.25,-1.25,-0.49,3292,20,2026-02-13,2026-02-13 16:00:17
CHOT.N0000,41.8,41.7,43.0,41.5,41.0,0.8,1.95,20615,44,2026-02-13,2026-02-13 16:00:17
CINV.N0000,127.0,127.25,128.5,126.5,127.5,-0.5,-0.39,14494,45,2026-02-13,2026-02-13 16:00:17
KZOO.N0000,21.6,21.5,22.0,21.3,21.5,0.1,0.47,870512,267,2026-02-13,2026-02-13 16:00:17
CTBL.N0000,12.0,12.5,12.5,11.9,12.5,-0.5,-4.0,282237,94,2026-02-13,2026-02-13 16:00:17
CTC.N0000,1744.75,1770.0,1774.75,1740.0,1764.75,-20.0,-1.13,1630,73,2026-02-13,2026-02-13 16:00:17
CHMX.N0000,181.0,180.5,184.0,179.0,182.5,-1.5,-0.82,3547,21,2026-02-13,2026-02-13 16:00:17
LLUB.N0000,197.75,196.5,198.25,196.5,196.5,1.25,0.64,20874,76,2026-02-13,2026-02-13 16:00:17
CWL.N0000,22.9,19.1,24.6,19.0,19.8,3.1,15.66,1193949,549,2026-02-13,2026-02-13 16:00:17
CDB.N0000,370.75,371.5,371.75,369.0,375.75,-5.0,-1.33,815,14,2026-02-13,2026-02-13 16:00:17
CDB.X0000,294.5,293.25,296.0,290.0,295.5,-1.0,-0.34,1351,18,2026-02-13,2026-02-13 16:00:17
REEF.N0000,4.2,4.3,4.3,4.2,4.2,0.0,0.0,152286,28,2026-02-13,2026-02-13 16:00:17
COOP.N0000,4.4,4.4,4.5,4.3,4.4,0.0,0.0,310819,81,2026-02-13,2026-02-13 16:00:17
PHAR.N0000,159.75,162.75,163.0,157.0,162.5,-2.75,-1.69,13288,56,2026-02-13,2026-02-13 16:00:17
DOCK.N0000,155.0,153.75,156.75,150.5,153.0,2.0,1.31,2642256,1332,2026-02-13,2026-02-13 16:00:17
CFI.N0000,471.25,475.0,475.0,465.0,465.5,5.75,1.24,371,10,2026-02-13,2026-02-13 16:00:17
CIT.N0000,541.25,540.0,548.5,535.0,549.5,-8.25,-1.5,162,12,2026-02-13,2026-02-13 16:00:17
CLND.N0000,55.7,56.0,56.0,54.0,55.6,0.1,0.18,313130,73,2026-02-13,2026-02-13 16:00:17
COMB.N0000,230.25,229.0,231.25,228.0,228.5,1.75,0.77,491342,321,2026-02-13,2026-02-13 16:00:17
COMB.X0000,206.25,205.0,206.5,204.5,205.0,1.25,0.61,212294,105,2026-02-13,2026-02-13 16:00:17
COCR.N0000,126.0,124.75,126.5,124.75,124.75,1.25,1.0,49595,114,2026-02-13,2026-02-13 16:00:17
COMD.N0000,318.75,320.0,330.0,315.5,320.0,-1.25,-0.39,424,21,2026-02-13,2026-02-13 16:00:17
SOY.N0000,2510.25,2506.25,2560.0,2500.0,2528.5,-18.25,-0.72,407,22,2026-02-13,2026-02-13 16:00:17
DPL.N0000,18.2,18.1,18.4,18.0,18.1,0.1,0.55,31619,18,2026-02-13,2026-02-13 16:00:17
DFCC.N0000,157.75,159.0,159.0,157.0,158.0,-0.25,-0.16,95126,181,2026-02-13,2026-02-13 16:00:17
DIAL.N0000,32.5,32.8,32.9,32.1,32.4,0.1,0.31,143234,163,2026-02-13,2026-02-13 16:00:17
CALF.N0000,159.25,174.0,175.5,155.0,171.75,-12.5,-7.28,37076,183,2026-02-13,2026-02-13 16:00:17
DIMO.N0000,1950.25,2000.0,2000.0,1945.0,1971.25,-21.0,-1.07,1988,39,2026-02-13,2026-02-13 16:00:17
PKME.N0000,159.75,160.0,160.0,158.0,159.0,0.75,0.47,63106,80,2026-02-13,2026-02-13 16:00:17
CTEA.N0000,1927.5,1600.0,1927.75,1600.0,1542.25,385.25,24.98,3798,220,2026-02-13,2026-02-13 16:00:17
DIPD.N0000,59.0,59.0,59.0,58.5,58.8,0.2,0.34,113671,174,2026-02-13,2026-02-13 16:00:17
DIST.N0000,58.0,58.5,59.0,57.9,58.5,-0.5,-0.85,126212,189,2026-02-13,2026-02-13 16:00:17
STAF.N0000,55.2,53.9,56.5,53.9,53.6,1.6,2.99,82716,132,2026-02-13,2026-02-13 16:00:17
ECL.N0000,16.7,17.0,17.2,16.6,17.0,-0.3,-1.76,1138,4,2026-02-13,2026-02-13 16:00:17
EBCR.N0000,63.0,62.1,63.8,61.0,62.9,0.1,0.16,245489,67,2026-02-13,2026-02-13 16:00:17
EML.N0000,12.2,11.8,13.1,11.8,11.9,0.3,2.52,2279236,351,2026-02-13,2026-02-13 16:00:17
EAST.N0000,72.9,72.0,74.3,70.9,73.8,-0.9,-1.22,74262,84,2026-02-13,2026-02-13 16:00:17
EMER.N0000,17.8,17.0,18.4,16.7,16.8,1.0,5.95,2525251,587,2026-02-13,2026-02-13 16:00:17
EDEN.N0000,13.2,13.3,13.3,13.0,13.2,0.0,0.0,89980,53,2026-02-13,2026-02-13 16:00:17
ELPL.N0000,180.0,179.0,180.0,177.25,179.75,0.25,0.14,5256,13,2026-02-13,2026-02-13 16:00:17
ETWO.N0000,72.3,70.3,72.4,70.3,70.1,2.2,3.14,430,7,2026-02-13,2026-02-13 16:00:17
PACK.N0000,14.1,14.7,14.7,14.1,14.5,-0.4,-2.76,56020,49,2026-02-13,2026-02-13 16:00:17
EXT.N0000,14.1,14.1,15.0,14.0,14.1,0.0,0.0,2017085,451,2026-02-13,2026-02-13 16:00:17
CFVF.N0000,61.5,61.3,61.7,60.9,61.3,0.2,0.33,125437,253,2026-02-13,2026-02-13 16:00:17
FCT.N0000,34.9,34.9,35.5,33.9,34.6,0.3,0.87,128474,211,2026-02-13,2026-02-13 16:00:17
GHLL.N0000,19.2,18.8,19.3,18.8,18.4,0.8,4.35,105027,39,2026-02-13,2026-02-13 16:00:17
WAPO.N0000,120.0,116.75,122.0,116.75,118.0,2.0,1.69,280354,176,2026-02-13,2026-02-13 16:00:17
GEST.N0000,418.5,450.0,450.0,405.0,442.0,-23.5,-5.32,26542,132,2026-02-13,2026-02-13 16:00:17
MEL.N0000,7.2,7.0,7.4,7.0,6.9,0.3,4.35,310661,133,2026-02-13,2026-02-13 16:00:17
HAPU.N0000,57.1,57.2,57.2,57.0,57.4,-0.3,-0.52,3526,12,2026-02-13,2026-02-13 16:00:17
HARI.N0000,5659.0,5990.75,5991.0,5772.25,5659.0,0.0,0.0,23,8,2026-02-13,2026-02-13 16:00:17
HNB.X0000,392.25,381.75,397.75,380.0,381.75,10.5,2.75,205569,313,2026-02-13,2026-02-13 16:00:17
HNB.N0000,440.0,430.0,449.0,429.25,430.0,10.0,2.33,350981,358,2026-02-13,2026-02-13 16:00:17
HPL.N0000,26.9,27.0,27.0,26.5,26.6,0.3,1.13,8013,35,2026-02-13,2026-02-13 16:00:17
HAYC.N0000,124.5,125.0,125.0,123.0,122.5,2.0,1.63,68994,75,2026-02-13,2026-02-13 16:00:17
MGT.N0000,38.2,38.4,38.5,37.9,38.0,0.2,0.53,282006,104,2026-02-13,2026-02-13 16:00:17
HEXP.N0000,118.75,120.0,121.0,115.0,119.75,-1.0,-0.84,6454,24,2026-02-13,2026-02-13 16:00:17
CONN.N0000,36.9,37.0,37.9,36.7,36.8,0.1,0.27,6211,18,2026-02-13,2026-02-13 16:00:17
HAYL.N0000,238.75,239.5,239.5,238.5,239.25,-0.5,-0.21,339632,184,2026-02-13,2026-02-13 16:00:17
HELA.N0000,3.2,3.2,3.3,3.2,3.2,0.0,0.0,313482,43,2026-02-13,2026-02-13 16:00:17
HHL.N0000,33.8,33.9,34.0,33.8,33.9,-0.1,-0.29,679636,272,2026-02-13,2026-02-13 16:00:17
CITH.N0000,4.5,4.4,4.5,4.3,4.4,0.1,2.27,174176,58,2026-02-13,2026-02-13 16:00:17
HASU.N0000,112.25,111.5,113.0,111.0,112.0,0.25,0.22,7370,24,2026-02-13,2026-02-13 16:00:17
HNBF.N0000,8.1,8.0,8.2,8.0,8.0,0.1,1.25,1297749,83,2026-02-13,2026-02-13 16:00:17
HNBF.X0000,7.7,7.9,8.0,7.6,7.7,0.0,0.0,377005,63,2026-02-13,2026-02-13 16:00:17
HOPL.N0000,52.6,51.1,52.6,51.1,50.9,1.7,3.34,115,2,2026-02-13,2026-02-13 16:00:17
HSIG.N0000,95.2,93.0,96.5,93.0,92.5,2.7,2.92,7622,20,2026-02-13,2026-02-13 16:00:17
HDFC.N0000,57.4,56.7,57.5,56.5,56.9,0.5,0.88,34032,45,2026-02-13,2026-02-13 16:00:17
HBS.N0000,20.0,20.4,20.4,19.8,19.9,0.1,0.5,1271924,95,2026-02-13,2026-02-13 16:00:17
HUNA.N0000,19.3,19.3,19.8,19.2,19.3,0.0,0.0,23573,17,2026-02-13,2026-02-13 16:00:17
HUNT.N0000,1439.75,1425.0,1480.0,1425.0,1498.5,-58.75,-3.92,196,8,2026-02-13,2026-02-13 16:00:17
HVA.N0000,5.3,5.4,5.5,5.3,5.3,0.0,0.0,1147931,147,2026-02-13,2026-02-13 16:00:17
ASPH.N0000,0.5,0.4,0.5,0.4,0.5,0.0,0.0,534434,56,2026-02-13,2026-02-13 16:00:17
INME.N0000,1743.75,1774.75,1799.5,1689.0,1746.75,-3.0,-0.17,238,28,2026-02-13,2026-02-13 16:00:17
BFN.N0000,37.7,37.7,37.8,37.7,36.6,1.1,3.01,8618,18,2026-02-13,2026-02-13 16:00:17
JINS.N0000,148.5,151.0,159.5,147.0,137.75,10.75,7.8,1516409,1737,2026-02-13,2026-02-13 16:00:17
JAT.N0000,44.3,44.1,45.0,43.9,44.2,0.1,0.23,118147,135,2026-02-13,2026-02-13 16:00:17
JETS.N0000,17.8,18.2,18.2,17.6,18.0,-0.2,-1.11,411082,158,2026-02-13,2026-02-13 16:00:17
JFP.N0000,15.7,15.8,15.8,15.6,15.8,-0.1,-0.63,26907,39,2026-02-13,2026-02-13 16:00:17
JKH.N0000,22.1,22.3,22.4,22.1,22.3,-0.2,-0.9,1647892,578,2026-02-13,2026-02-13 16:00:17
KHL.N0000,21.4,21.3,21.4,21.2,21.3,0.1,0.47,161941,90,2026-02-13,2026-02-13 16:00:17
JKL.N0000,84.5,84.6,84.6,84.4,84.5,0.0,0.0,197,9,2026-02-13,2026-02-13 16:00:17
KAHA.N0000,19.6,20.0,20.0,19.1,20.3,-0.7,-3.45,96681,65,2026-02-13,2026-02-13 16:00:17
KPHL.N0000,21.0,21.0,22.5,20.9,21.0,0.0,0.0,547909,164,2026-02-13,2026-02-13 16:00:17
KFP.N0000,170.0,170.0,170.0,169.5,170.0,0.0,0.0,74,6,2026-02-13,2026-02-13 16:00:17
KGAL.N0000,140.5,140.0,140.5,140.0,140.5,0.0,0.0,2011,6,2026-02-13,2026-02-13 16:00:17
KCAB.N0000,129.0,131.0,131.0,128.0,131.0,-2.0,-1.53,127283,225,2026-02-13,2026-02-13 16:00:17
TYRE.N0000,88.1,89.0,89.9,88.0,89.1,-1.0,-1.12,26425,126,2026-02-13,2026-02-13 16:00:17
KVAL.N0000,90.1,93.9,93.9,89.5,89.9,0.2,0.22,6461,26,2026-02-13,2026-02-13 16:00:17
CPRT.N0000,3776.25,3022.0,3776.75,2900.0,3021.5,754.75,24.98,4382,230,2026-02-13,2026-02-13 16:00:17
KOTA.N0000,9.4,9.7,9.7,9.3,9.5,-0.1,-1.05,496436,119,2026-02-13,2026-02-13 16:00:17
LOLC.N0000,580.0,582.5,582.5,577.0,585.75,-5.75,-0.98,32889,119,2026-02-13,2026-02-13 16:00:17
LVEF.N0000,8.8,8.7,8.9,8.6,8.6,0.2,2.33,1680752,301,2026-02-13,2026-02-13 16:00:17
LPRT.N0000,881.75,1020.0,1205.0,800.25,964.0,-82.25,-8.53,6987,415,2026-02-13,2026-02-13 16:00:17
LALU.N0000,46.1,47.8,47.8,46.0,47.8,-1.7,-3.56,60567,85,2026-02-13,2026-02-13 16:00:17
ASHO.N0000,4000.0,3900.0,4038.75,3874.25,3874.25,125.75,3.25,640,31,2026-02-13,2026-02-13 16:00:17
CERA.N0000,164.25,166.5,166.75,164.0,167.0,-2.75,-1.65,2309,16,2026-02-13,2026-02-13 16:00:17
LCBF.N0000,8.7,8.8,9.0,8.7,8.9,-0.2,-2.25,593247,110,2026-02-13,2026-02-13 16:00:17
LIOC.N0000,140.75,141.0,142.0,140.0,141.25,-0.5,-0.35,60963,110,2026-02-13,2026-02-13 16:00:17
LMF.N0000,84.0,84.3,84.5,82.5,82.3,1.7,2.07,677157,609,2026-02-13,2026-02-13 16:00:17
ASCO.N0000,53.4,54.0,54.3,53.0,53.5,-0.1,-0.19,175043,65,2026-02-13,2026-02-13 16:00:17
TILE.N0000,50.3,50.9,50.9,50.0,50.8,-0.5,-0.98,17731,43,2026-02-13,2026-02-13 16:00:17
LVEN.N0000,63.2,63.2,64.9,63.2,64.0,-0.8,-1.25,1083,17,2026-02-13,2026-02-13 16:00:17
LWL.N0000,51.9,52.2,52.4,51.6,52.5,-0.6,-1.14,42199,32,2026-02-13,2026-02-13 16:00:17
LCEY.N0000,45.6,47.0,47.0,45.6,44.8,0.8,1.79,685,9,2026-02-13,2026-02-13 16:00:17
LDEV.N0000,20.5,21.0,21.0,20.5,20.6,-0.1,-0.49,20479,28,2026-02-13,2026-02-13 16:00:17
LGL.N0000,70.0,70.0,71.0,69.7,69.9,0.1,0.14,501718,87,2026-02-13,2026-02-13 16:00:17
LGL.X0000,53.1,52.2,54.0,52.2,54.0,-0.9,-1.67,5158,12,2026-02-13,2026-02-13 16:00:17
LPL.X0000,10.2,10.0,10.2,9.9,9.9,0.3,3.03,3700,4,2026-02-13,2026-02-13 16:00:17
LPL.N0000,13.6,13.8,14.0,13.6,14.0,-0.4,-2.86,6016,17,2026-02-13,2026-02-13 16:00:17
LITE.N0000,53.7,53.0,54.0,52.9,51.5,2.2,4.27,13520,20,2026-02-13,2026-02-13 16:00:17
LFIN.N0000,162.75,163.0,164.0,159.75,163.5,-0.75,-0.46,244760,211,2026-02-13,2026-02-13 16:00:17
SHAW.N0000,242.0,248.0,260.0,238.0,248.0,-6.0,-2.42,30437,111,2026-02-13,2026-02-13 16:00:17
LION.N0000,1809.5,1809.0,1825.0,1797.75,1796.75,12.75,0.71,165,12,2026-02-13,2026-02-13 16:00:17
LOFC.N0000,5.8,5.9,6.0,5.8,5.8,0.0,0.0,506359,124,2026-02-13,2026-02-13 16:00:17
LGIL.N0000,8.7,8.7,8.7,8.5,8.4,0.3,3.57,21236,25,2026-02-13,2026-02-13 16:00:17
HPFL.N0000,14.4,14.8,14.8,14.2,14.2,0.2,1.41,5844,25,2026-02-13,2026-02-13 16:00:17
LUMX.N0000,10.1,10.0,10.5,10.0,10.3,-0.2,-1.94,276873,103,2026-02-13,2026-02-13 16:00:17
MADU.N0000,12.0,12.1,12.2,11.8,12.1,-0.1,-0.83,13145,25,2026-02-13,2026-02-13 16:00:17
MFPE.N0000,13.8,13.9,14.0,13.3,13.4,0.4,2.99,75966,38,2026-02-13,2026-02-13 16:00:17
MCPL.N0000,56.8,56.9,57.0,56.0,55.8,1.0,1.79,12329,17,2026-02-13,2026-02-13 16:00:17
MRH.N0000,18.2,18.8,18.8,18.0,18.4,-0.2,-1.09,5743,6,2026-02-13,2026-02-13 16:00:17
MAL.N0000,55.6,55.5,55.6,55.5,57.5,-1.9,-3.3,119,3,2026-02-13,2026-02-13 16:00:17
MARA.N0000,6.9,6.9,7.0,6.7,6.8,0.1,1.47,106822,24,2026-02-13,2026-02-13 16:00:17
MASK.N0000,75.1,77.0,77.0,75.1,76.9,-1.8,-2.34,1023,6,2026-02-13,2026-02-13 16:00:17
MELS.N0000,180.0,181.0,182.0,179.5,180.25,-0.25,-0.14,80322,81,2026-02-13,2026-02-13 16:00:17
MERC.N0000,33.3,34.0,34.0,32.9,34.0,-0.7,-2.06,70902,90,2026-02-13,2026-02-13 16:00:17
MSL.N0000,355.0,367.25,367.25,351.75,369.75,-14.75,-3.99,9815,95,2026-02-13,2026-02-13 16:00:17
MBSL.N0000,12.2,12.5,12.6,12.2,12.5,-0.3,-2.4,19721,30,2026-02-13,2026-02-13 16:00:17
MHDL.N0000,10.8,10.8,11.2,10.5,10.8,0.0,0.0,307333,143,2026-02-13,2026-02-13 16:00:17
MULL.N0000,2.4,2.5,2.5,2.3,2.5,-0.1,-4.0,248333,66,2026-02-13,2026-02-13 16:00:17
MDL.N0000,26.6,28.3,28.3,26.5,27.6,-1.0,-3.62,296175,125,2026-02-13,2026-02-13 16:00:17
NAMU.N0000,895.0,900.0,900.0,888.0,892.0,3.0,0.34,14428,80,2026-02-13,2026-02-13 16:00:17
NDB.N0000,151.0,149.0,152.0,148.0,148.75,2.25,1.51,453898,243,2026-02-13,2026-02-13 16:00:17
NTB.X0000,444.75,421.0,440.0,421.0,444.75,0.0,0.0,38,7,2026-02-13,2026-02-13 16:00:17
NTB.N0000,337.75,339.25,340.0,336.0,339.25,-1.5,-0.44,48680,92,2026-02-13,2026-02-13 16:00:17
NHL.N0000,13.5,14.0,14.5,13.4,14.0,-0.5,-3.57,1158668,378,2026-02-13,2026-02-13 16:00:17
ODEL.N0000,12.7,12.3,12.9,12.2,12.6,0.1,0.79,9226,19,2026-02-13,2026-02-13 16:00:17
OFEQ.N0000,831.75,765.0,950.0,765.0,761.25,70.5,9.26,5843,261,2026-02-13,2026-02-13 16:00:17
ONAL.N0000,43.6,45.5,45.5,43.6,45.0,-1.4,-3.11,2237,13,2026-02-13,2026-02-13 16:00:17
OSEA.N0000,45.8,46.5,46.8,45.8,45.6,0.2,0.44,59861,80,2026-02-13,2026-02-13 16:00:17
PALM.N0000,70.1,70.0,73.0,70.0,72.3,-2.2,-3.04,609,9,2026-02-13,2026-02-13 16:00:17
PABC.N0000,62.1,60.5,63.2,60.0,60.5,1.6,2.64,300675,194,2026-02-13,2026-02-13 16:00:17
PAP.N0000,22.5,23.0,23.3,22.3,22.9,-0.4,-1.75,206640,137,2026-02-13,2026-02-13 16:00:17
PARA.N0000,655.5,660.0,660.0,653.5,655.5,0.0,0.0,28,7,2026-02-13,2026-02-13 16:00:17
PEG.N0000,43.0,42.2,44.5,42.2,42.6,0.4,0.94,150,4,2026-02-13,2026-02-13 16:00:17
PINS.N0000,31.0,30.5,31.5,30.0,30.0,1.0,3.33,13481,21,2026-02-13,2026-02-13 16:00:17
PLC.N0000,26.1,26.2,26.2,26.1,26.4,-0.3,-1.14,35238,53,2026-02-13,2026-02-13 16:00:17
GLAS.N0000,57.1,57.0,57.7,57.0,57.7,-0.6,-1.04,4252,24,2026-02-13,2026-02-13 16:00:17
PMB.N0000,13.6,13.2,14.2,13.2,13.3,0.3,2.26,57752,27,2026-02-13,2026-02-13 16:00:17
PLR.N0000,46.7,47.2,47.5,45.7,46.5,0.2,0.43,1185525,466,2026-02-13,2026-02-13 16:00:17
CARE.N0000,55.7,57.4,57.5,53.5,53.3,2.4,4.5,4426,23,2026-02-13,2026-02-13 16:00:17
RIL.N0000,34.1,34.1,35.0,34.0,34.3,-0.2,-0.58,452714,143,2026-02-13,2026-02-13 16:00:17
RGEM.N0000,206.5,215.5,215.5,202.5,210.0,-3.5,-1.67,10895,49,2026-02-13,2026-02-13 16:00:17
RWSL.N0000,22.3,22.5,22.9,22.2,22.5,-0.2,-0.89,138188,137,2026-02-13,2026-02-13 16:00:17
RFL.N0000,36.5,36.0,36.8,36.0,36.0,0.5,1.39,2489,8,2026-02-13,2026-02-13 16:00:17
RAL.N0000,15.0,15.0,15.3,14.7,15.1,-0.1,-0.66,3129793,582,2026-02-13,2026-02-13 16:00:17
RENU.N0000,932.0,949.75,949.75,930.0,932.0,0.0,0.0,59,4,2026-02-13,2026-02-13 16:00:17
COCO.N0000,70.0,70.0,70.5,69.0,69.8,0.2,0.29,48596,61,2026-02-13,2026-02-13 16:00:17
COCO.X0000,57.9,59.1,59.6,57.2,59.5,-1.6,-2.69,55201,72,2026-02-13,2026-02-13 16:00:17
RHL.X0000,41.0,41.0,41.5,41.0,41.0,0.0,0.0,193834,13,2026-02-13,2026-02-13 16:00:17
RHL.N0000,55.0,55.0,55.0,54.0,53.9,1.1,2.04,231445,50,2026-02-13,2026-02-13 16:00:17
