symbol,price,date,time,timestamp
ACL.N0000,99.5,2026-02-13,15:45:28,2026-02-13 15:45:28
ATL.N0000,24.3,2026-02-13,15:45:28,2026-02-13 15:45:28
YORK.N0000,16.4,2026-02-13,15:45:28,2026-02-13 15:45:28
WIND.N0000,47.8,2026-02-13,15:45:28,2026-02-13 15:45:28
WATA.N0000,46.1,2026-02-13,15:45:28,2026-02-13 15:45:28
WAPO.N0000,118.0,2026-02-13,15:45:28,2026-02-13 15:45:28
VPEL.N0000,15.3,2026-02-13,15:45:28,2026-02-13 15:45:28
VONE.N0000,108.0,2026-02-13,15:45:28,2026-02-13 15:45:28
VLL.X0000,18.5,2026-02-13,15:45:28,2026-02-13 15:45:28
VLL.N0000,22.4,2026-02-13,15:45:28,2026-02-13 15:45:28
VFIN.N0000,105.0,2026-02-13,15:45:28,2026-02-13 15:45:28
UML.N0000,38.7,2026-02-13,15:45:28,2026-02-13 15:45:28
UDPL.N0000,159.25,2026-02-13,15:45:28,2026-02-13 15:45:28
UCAR.N0000,1701.75,2026-02-13,15:45:28,2026-02-13 15:45:28
UBF.N0000,3.0,2026-02-13,15:45:28,2026-02-13 15:45:28
UBC.N0000,14.8,2026-02-13,15:45:28,2026-02-13 15:45:28
UAL.N0000,80.1,2026-02-13,15:45:28,2026-02-13 15:45:28
TYRE.N0000,89.1,2026-02-13,15:45:28,2026-02-13 15:45:28
TSML.N0000,47.0,2026-02-13,15:45:28,2026-02-13 15:45:28
TRAN.N0000,57.0,2026-02-13,15:45:28,2026-02-13 15:45:28
TPL.N0000,144.5,2026-02-13,15:45:28,2026-02-13 15:45:28
TKYO.X0000,86.3,2026-02-13,15:45:28,2026-02-13 15:45:28
TKYO.N0000,106.25,2026-02-13,15:45:28,2026-02-13 15:45:28
TJL.N0000,38.5,2026-02-13,15:45:28,2026-02-13 15:45:28
TILE.N0000,50.8,2026-02-13,15:45:28,2026-02-13 15:45:28
TESS.X0000,1.5,2026-02-13,15:45:28,2026-02-13 15:45:28
TESS.N0000,2.1,2026-02-13,15:45:28,2026-02-13 15:45:28
TAP.N0000,38.7,2026-02-13,15:45:28,2026-02-13 15:45:28
TANG.N0000,126.25,2026-02-13,15:45:28,2026-02-13 15:45:28
TAJ.N0000,36.6,2026-02-13,15:45:28,2026-02-13 15:45:28
TAFL.N0000,657.5,2026-02-13,15:45:28,2026-02-13 15:45:28
SWAD.N0000,15000.0,2026-02-13,15:45:28,2026-02-13 15:45:28
SUN.N0000,33.6,2026-02-13,15:45:28,2026-02-13 15:45:28
