symbol,price,date,time,timestamp
ACL.N0000,100.0,2026-02-11,15:45:30,2026-02-11 15:45:30
ATL.N0000,24.6,2026-02-11,15:45:30,2026-02-11 15:45:30
YORK.N0000,18.0,2026-02-11,15:45:30,2026-02-11 15:45:30
WIND.N0000,48.3,2026-02-11,15:45:30,2026-02-11 15:45:30
WATA.N0000,48.0,2026-02-11,15:45:30,2026-02-11 15:45:30
WAPO.N0000,119.25,2026-02-11,15:45:30,2026-02-11 15:45:30
VPEL.N0000,15.0,2026-02-11,15:45:30,2026-02-11 15:45:30
VONE.N0000,109.0,2026-02-11,15:45:30,2026-02-11 15:45:30
VLL.X0000,18.3,2026-02-11,15:45:30,2026-02-11 15:45:30
VLL.N0000,22.9,2026-02-11,15:45:30,2026-02-11 15:45:30
VFIN.N0000,104.75,2026-02-11,15:45:30,2026-02-11 15:45:30
UML.N0000,39.0,2026-02-11,15:45:30,2026-02-11 15:45:30
UDPL.N0000,159.75,2026-02-11,15:45:30,2026-02-11 15:45:30
UCAR.N0000,1701.5,2026-02-11,15:45:30,2026-02-11 15:45:30
UBF.N0000,3.1,2026-02-11,15:45:30,2026-02-11 15:45:30
UBC.N0000,14.5,2026-02-11,15:45:30,2026-02-11 15:45:30
UAL.N0000,79.6,2026-02-11,15:45:30,2026-02-11 15:45:30
TYRE.N0000,88.6,2026-02-11,15:45:30,2026-02-11 15:45:30
TSML.N0000,46.4,2026-02-11,15:45:30,2026-02-11 15:45:30
TRAN.N0000,57.9,2026-02-11,15:45:30,2026-02-11 15:45:30
TPL.N0000,146.0,2026-02-11,15:45:30,2026-02-11 15:45:30
TKYO.X0000,86.5,2026-02-11,15:45:30,2026-02-11 15:45:30
TKYO.N0000,105.25,2026-02-11,15:45:30,2026-02-11 15:45:30
TJL.N0000,38.6,2026-02-11,15:45:30,2026-02-11 15:45:30
TILE.N0000,50.4,2026-02-11,15:45:30,2026-02-11 15:45:30
TESS.X0000,1.6,2026-02-11,15:45:30,2026-02-11 15:45:30
TESS.N0000,2.1,2026-02-11,15:45:30,2026-02-11 15:45:30
TAP.N0000,40.0,2026-02-11,15:45:30,2026-02-11 15:45:30
TANG.N0000,126.5,2026-02-11,15:45:30,2026-02-11 15:45:30
TAJ.N0000,36.6,2026-02-11,15:45:30,2026-02-11 15:45:30
TAFL.N0000,686.0,2026-02-11,15:45:30,2026-02-11 15:45:30
SWAD.N0000,15000.0,2026-02-11,15:45:30,2026-02-11 15:45:30
SUN.N0000,33.8,2026-02-11,15:45:30,2026-02-11 15:45:30
STAF.N0000,50.0,2026-02-11,15:45:30,2026-02-11 15:45:30
SPEN.N0000,158.0,2026-02-11,15:45:30,2026-02-11 15:45:30
SOY.N0000,2527.0,2026-02-11,15:45:30,2026-02-11 15:45:30
SMOT.N0000,1649.5,2026-02-11,15:45:30,2026-02-11 15:45:30
SLTL.N0000,99.6,2026-02-11,15:45:30,2026-02-11 15:45:30
SLND.N0000,1806.25,2026-02-11,15:45:30,2026-02-11 15:45:30
SIRA.N0000,36.8,2026-02-11,15:45:30,2026-02-11 15:45:30
SINS.N0000,90.7,2026-02-11,15:45:30,2026-02-11 15:45:30
SINH.N0000,20.9,2026-02-11,15:45:30,2026-02-11 15:45:30
SING.N0000,50.9,2026-02-11,15:45:30,2026-02-11 15:45:30
SIL.N0000,347.75,2026-02-11,15:45:30,2026-02-11 15:45:30
SIGV.N0000,14.5,2026-02-11,15:45:30,2026-02-11 15:45:30
SHOT.X0000,15.0,2026-02-11,15:45:30,2026-02-11 15:45:30
SHOT.N0000,20.4,2026-02-11,15:45:30,2026-02-11 15:45:30
SHL.N0000,7.0,2026-02-11,15:45:30,2026-02-11 15:45:30
SHAW.N0000,223.0,2026-02-11,15:45:30,2026-02-11 15:45:30
SFIN.N0000,57.2,2026-02-11,15:45:30,2026-02-11 15:45:30
SFCL.N0000,837.0,2026-02-11,15:45:30,2026-02-11 15:45:30
SEYB.X0000,75.9,2026-02-11,15:45:30,2026-02-11 15:45:30
SEYB.N0000,110.0,2026-02-11,15:45:30,2026-02-11 15:45:30
SERV.N0000,18.5,2026-02-11,15:45:30,2026-02-11 15:45:30
SEMB.X0000,0.4,2026-02-11,15:45:30,2026-02-11 15:45:30
SEMB.N0000,1.0,2026-02-11,15:45:30,2026-02-11 15:45:30
SDF.N0000,39.6,2026-02-11,15:45:30,2026-02-11 15:45:30
SDB.N0000,66.1,2026-02-11,15:45:30,2026-02-11 15:45:30
SCAP.N0000,6.4,2026-02-11,15:45:30,2026-02-11 15:45:30
SAMP.N0000,155.75,2026-02-11,15:45:30,2026-02-11 15:45:30
RWSL.N0000,22.7,2026-02-11,15:45:30,2026-02-11 15:45:30
RPBH.N0000,60.5,2026-02-11,15:45:30,2026-02-11 15:45:30
RIL.N0000,35.0,2026-02-11,15:45:30,2026-02-11 15:45:30
RICH.N0000,37.8,2026-02-11,15:45:30,2026-02-11 15:45:30
RHTL.N0000,28.6,2026-02-11,15:45:30,2026-02-11 15:45:30
RHL.X0000,41.0,2026-02-11,15:45:30,2026-02-11 15:45:30
RHL.N0000,53.4,2026-02-11,15:45:30,2026-02-11 15:45:30
RGEM.N0000,202.25,2026-02-11,15:45:30,2026-02-11 15:45:30
RFL.N0000,37.0,2026-02-11,15:45:30,2026-02-11 15:45:30
REXP.N0000,410.0,2026-02-11,15:45:30,2026-02-11 15:45:30
RENU.N0000,972.25,2026-02-11,15:45:30,2026-02-11 15:45:30
REEF.N0000,4.2,2026-02-11,15:45:30,2026-02-11 15:45:30
RCL.N0000,51.3,2026-02-11,15:45:30,2026-02-11 15:45:30
RCH.N0000,249.0,2026-02-11,15:45:30,2026-02-11 15:45:30
RAL.N0000,15.8,2026-02-11,15:45:30,2026-02-11 15:45:30
PMB.N0000,13.4,2026-02-11,15:45:30,2026-02-11 15:45:30
PLR.N0000,46.4,2026-02-11,15:45:30,2026-02-11 15:45:30
PLC.N0000,26.7,2026-02-11,15:45:30,2026-02-11 15:45:30
PKME.N0000,160.5,2026-02-11,15:45:30,2026-02-11 15:45:30
PINS.N0000,30.8,2026-02-11,15:45:30,2026-02-11 15:45:30
PHAR.N0000,139.5,2026-02-11,15:45:30,2026-02-11 15:45:30
PEG.N0000,41.6,2026-02-11,15:45:30,2026-02-11 15:45:30
PARQ.N0000,84.1,2026-02-11,15:45:30,2026-02-11 15:45:30
PARA.N0000,657.5,2026-02-11,15:45:30,2026-02-11 15:45:30
PAP.N0000,23.0,2026-02-11,15:45:30,2026-02-11 15:45:30
PALM.N0000,73.6,2026-02-11,15:45:30,2026-02-11 15:45:30
PACK.N0000,14.5,2026-02-11,15:45:30,2026-02-11 15:45:30
PABC.N0000,60.4,2026-02-11,15:45:30,2026-02-11 15:45:30
OSEA.N0000,45.5,2026-02-11,15:45:30,2026-02-11 15:45:30
ONAL.N0000,45.4,2026-02-11,15:45:30,2026-02-11 15:45:30
OFEQ.N0000,512.5,2026-02-11,15:45:30,2026-02-11 15:45:30
ODEL.N0000,12.4,2026-02-11,15:45:30,2026-02-11 15:45:30
NTB.X0000,445.75,2026-02-11,15:45:30,2026-02-11 15:45:30
NTB.N0000,343.25,2026-02-11,15:45:30,2026-02-11 15:45:30
NHL.N0000,14.5,2026-02-11,15:45:30,2026-02-11 15:45:30
NEH.N0000,4500.0,2026-02-11,15:45:30,2026-02-11 15:45:30
NDB.N0000,146.0,2026-02-11,15:45:30,2026-02-11 15:45:30
NAMU.N0000,898.75,2026-02-11,15:45:30,2026-02-11 15:45:30
MULL.N0000,2.4,2026-02-11,15:45:30,2026-02-11 15:45:30
MSL.N0000,370.25,2026-02-11,15:45:30,2026-02-11 15:45:30
MRH.N0000,18.4,2026-02-11,15:45:30,2026-02-11 15:45:30
MHDL.N0000,11.7,2026-02-11,15:45:30,2026-02-11 15:45:30
MGT.N0000,39.8,2026-02-11,15:45:30,2026-02-11 15:45:30
MFPE.N0000,13.5,2026-02-11,15:45:30,2026-02-11 15:45:30
MERC.N0000,34.0,2026-02-11,15:45:30,2026-02-11 15:45:30
MELS.N0000,181.75,2026-02-11,15:45:30,2026-02-11 15:45:30
MEL.N0000,7.4,2026-02-11,15:45:30,2026-02-11 15:45:30
MDL.N0000,23.6,2026-02-11,15:45:30,2026-02-11 15:45:30
MCPL.N0000,56.6,2026-02-11,15:45:30,2026-02-11 15:45:30
MBSL.N0000,12.2,2026-02-11,15:45:30,2026-02-11 15:45:30
MASK.N0000,75.0,2026-02-11,15:45:30,2026-02-11 15:45:30
MARA.N0000,6.8,2026-02-11,15:45:30,2026-02-11 15:45:30
MAL.X0000,39.2,2026-02-11,15:45:30,2026-02-11 15:45:30
MAL.N0000,57.5,2026-02-11,15:45:30,2026-02-11 15:45:30
MADU.N0000,12.5,2026-02-11,15:45:30,2026-02-11 15:45:30
LWL.N0000,52.2,2026-02-11,15:45:30,2026-02-11 15:45:30
LVEN.N0000,67.0,2026-02-11,15:45:30,2026-02-11 15:45:30
LVEF.N0000,9.0,2026-02-11,15:45:30,2026-02-11 15:45:30
LUMX.N0000,10.6,2026-02-11,15:45:30,2026-02-11 15:45:30
LPRT.N0000,617.25,2026-02-11,15:45:30,2026-02-11 15:45:30
LPL.X0000,10.0,2026-02-11,15:45:30,2026-02-11 15:45:30
LPL.N0000,13.9,2026-02-11,15:45:30,2026-02-11 15:45:30
LMF.N0000,76.6,2026-02-11,15:45:30,2026-02-11 15:45:30
LLUB.N0000,194.25,2026-02-11,15:45:30,2026-02-11 15:45:30
LITE.N0000,53.0,2026-02-11,15:45:30,2026-02-11 15:45:30
LION.N0000,1796.75,2026-02-11,15:45:30,2026-02-11 15:45:30
LIOC.N0000,140.0,2026-02-11,15:45:30,2026-02-11 15:45:30
LHL.N0000,81.5,2026-02-11,15:45:30,2026-02-11 15:45:30
LHCL.N0000,109.75,2026-02-11,15:45:30,2026-02-11 15:45:30
LGL.X0000,53.6,2026-02-11,15:45:30,2026-02-11 15:45:30
LGL.N0000,69.5,2026-02-11,15:45:30,2026-02-11 15:45:30
LFIN.N0000,163.75,2026-02-11,15:45:30,2026-02-11 15:45:30
LDEV.N0000,20.6,2026-02-11,15:45:30,2026-02-11 15:45:30
LCEY.N0000,46.9,2026-02-11,15:45:30,2026-02-11 15:45:30
LCBF.N0000,8.3,2026-02-11,15:45:30,2026-02-11 15:45:30
LAMB.N0000,1441.5,2026-02-11,15:45:30,2026-02-11 15:45:30
LALU.N0000,47.9,2026-02-11,15:45:30,2026-02-11 15:45:30
KZOO.N0000,21.8,2026-02-11,15:45:30,2026-02-11 15:45:30
KVAL.N0000,89.7,2026-02-11,15:45:30,2026-02-11 15:45:30
KPHL.N0000,19.9,2026-02-11,15:45:30,2026-02-11 15:45:30
KOTA.N0000,9.5,2026-02-11,15:45:30,2026-02-11 15:45:30
KHL.N0000,21.4,2026-02-11,15:45:30,2026-02-11 15:45:30
KHC.N0000,16.9,2026-02-11,15:45:30,2026-02-11 15:45:30
KGAL.N0000,141.25,2026-02-11,15:45:30,2026-02-11 15:45:30
KFP.N0000,168.25,2026-02-11,15:45:30,2026-02-11 15:45:30
KCAB.N0000,131.75,2026-02-11,15:45:30,2026-02-11 15:45:30
KAHA.N0000,20.9,2026-02-11,15:45:30,2026-02-11 15:45:30
JKL.N0000,85.2,2026-02-11,15:45:30,2026-02-11 15:45:30
JINS.N0000,137.25,2026-02-11,15:45:30,2026-02-11 15:45:30
JFP.N0000,16.1,2026-02-11,15:45:30,2026-02-11 15:45:30
JETS.N0000,18.0,2026-02-11,15:45:30,2026-02-11 15:45:30
JAT.N0000,45.2,2026-02-11,15:45:30,2026-02-11 15:45:30
INME.N0000,1746.75,2026-02-11,15:45:30,2026-02-11 15:45:30
HVA.N0000,5.6,2026-02-11,15:45:30,2026-02-11 15:45:30
HUNT.N0000,1498.5,2026-02-11,15:45:30,2026-02-11 15:45:30
HUNA.N0000,19.4,2026-02-11,15:45:30,2026-02-11 15:45:30
HSIG.N0000,93.9,2026-02-11,15:45:30,2026-02-11 15:45:30
HPWR.N0000,10.6,2026-02-11,15:45:30,2026-02-11 15:45:30
HPL.N0000,26.2,2026-02-11,15:45:30,2026-02-11 15:45:30
HPFL.N0000,14.9,2026-02-11,15:45:30,2026-02-11 15:45:30
HOPL.N0000,51.1,2026-02-11,15:45:30,2026-02-11 15:45:30
HNBF.X0000,7.8,2026-02-11,15:45:30,2026-02-11 15:45:30
HNBF.N0000,8.0,2026-02-11,15:45:30,2026-02-11 15:45:30
