symbol,price,open,high,low,previous_close,change_rs,change_pct,share_volume,trade_volume,collection_date,collection_timestamp
LCBF.N0000,8.5,8.5,8.5,8.4,8.3,0.2,2.41,41676,13,2026-02-11,2026-02-11 10:00:23
LIOC.N0000,140.5,140.5,140.5,140.0,140.0,0.5,0.36,13012,22,2026-02-11,2026-02-11 10:00:23
LMF.N0000,76.0,76.0,76.1,75.1,76.3,-0.3,-0.39,33071,37,2026-02-11,2026-02-11 10:00:23
ASCO.N0000,52.0,50.5,52.4,50.5,51.5,0.5,0.97,25848,9,2026-02-11,2026-02-11 10:00:23
TILE.N0000,50.6,50.8,50.8,50.6,50.4,0.2,0.4,122,3,2026-02-11,2026-02-11 10:00:23
LVEN.N0000,67.0,67.0,67.0,67.0,67.0,0.0,0.0,3,2,2026-02-11,2026-02-11 10:00:23
LWL.N0000,53.2,53.2,53.2,53.2,52.2,1.0,1.92,42,1,2026-02-11,2026-02-11 10:00:23
LCEY.N0000,47.9,47.9,47.9,47.9,46.9,1.0,2.13,5,1,2026-02-11,2026-02-11 10:00:23
LDEV.N0000,21.6,21.9,21.9,20.6,20.6,1.0,4.85,46792,10,2026-02-11,2026-02-11 10:00:23
LGL.N0000,69.9,69.5,69.9,69.5,69.5,0.4,0.58,3832,5,2026-02-11,2026-02-11 10:00:23
LGL.X0000,53.1,53.1,53.1,53.1,53.6,-0.5,-0.93,20,1,2026-02-11,2026-02-11 10:00:23
LPL.X0000,10.0,10.1,10.1,10.0,10.0,0.0,0.0,300,2,2026-02-11,2026-02-11 10:00:23
LPL.N0000,13.9,14.0,14.0,13.9,13.9,0.0,0.0,200,3,2026-02-11,2026-02-11 10:00:23
LFIN.N0000,165.75,164.0,165.75,163.75,163.75,2.0,1.22,11625,13,2026-02-11,2026-02-11 10:00:23
LION.N0000,1799.0,1799.0,1799.0,1799.0,1796.75,2.25,0.13,8,2,2026-02-11,2026-02-11 10:00:23
LOFC.N0000,5.9,6.0,6.0,5.9,5.9,0.0,0.0,44647,14,2026-02-11,2026-02-11 10:00:23
LGIL.N0000,8.8,8.8,8.8,8.8,8.8,0.0,0.0,5,1,2026-02-11,2026-02-11 10:00:23
HPFL.N0000,15.4,15.2,15.4,14.9,14.9,0.5,3.36,2251,11,2026-02-11,2026-02-11 10:00:23
LUMX.N0000,10.4,10.7,10.7,10.2,10.6,-0.2,-1.89,20950,17,2026-02-11,2026-02-11 10:00:23
MFPE.N0000,13.4,13.9,13.9,13.4,13.5,-0.1,-0.74,351,2,2026-02-11,2026-02-11 10:00:23
MCPL.N0000,56.7,56.7,56.7,56.7,56.6,0.1,0.18,100,2,2026-02-11,2026-02-11 10:00:23
MARA.N0000,6.8,6.8,6.8,6.8,6.8,0.0,0.0,6021,4,2026-02-11,2026-02-11 10:00:23
MELS.N0000,181.0,182.0,182.0,181.0,181.75,-0.75,-0.41,593,11,2026-02-11,2026-02-11 10:00:23
MERC.N0000,34.0,34.0,34.0,33.6,34.0,0.0,0.0,3422,8,2026-02-11,2026-02-11 10:00:23
MSL.N0000,362.0,364.0,364.0,362.0,373.25,-11.25,-3.01,50,4,2026-02-11,2026-02-11 10:00:23
MBSL.N0000,12.3,12.1,12.3,12.1,12.2,0.1,0.82,50736,14,2026-02-11,2026-02-11 10:00:23
MHDL.N0000,11.5,11.5,11.5,10.0,11.7,-0.2,-1.71,256734,83,2026-02-11,2026-02-11 10:00:23
MULL.N0000,2.4,2.5,2.5,2.4,2.4,0.0,0.0,20000,5,2026-02-11,2026-02-11 10:00:23
MDL.N0000,24.9,24.6,24.9,23.5,23.6,1.3,5.51,48139,24,2026-02-11,2026-02-11 10:00:23
NAMU.N0000,900.0,904.0,904.0,900.0,901.25,-1.25,-0.14,732,13,2026-02-11,2026-02-11 10:00:23
NDB.N0000,146.0,148.25,148.25,146.0,146.0,0.0,0.0,10002,11,2026-02-11,2026-02-11 10:00:23
NTB.X0000,445.0,445.0,445.0,444.0,445.75,-0.75,-0.17,230,6,2026-02-11,2026-02-11 10:00:23
NTB.N0000,342.25,343.25,343.25,342.25,343.25,-1.0,-0.29,145,8,2026-02-11,2026-02-11 10:00:23
NHL.N0000,12.3,12.8,12.8,12.2,12.6,-0.3,-2.38,15826,10,2026-02-11,2026-02-11 10:00:23
ODEL.N0000,12.5,13.0,13.0,12.5,12.4,0.1,0.81,9493,10,2026-02-11,2026-02-11 10:00:23
OFEQ.N0000,535.0,527.75,535.0,527.75,512.5,22.5,4.39,211,8,2026-02-11,2026-02-11 10:00:23
ONAL.N0000,46.7,46.9,46.9,46.7,45.4,1.3,2.86,458,5,2026-02-11,2026-02-11 10:00:23
